word	zipf	dom_pos	all_pos
endless	3.822	Adjective	Adjective
endlessly	3.149	Adverb	Adverb
endlessness	1.593	Noun	Noun
endnotes	1.593	Noun	Noun
endocarditis	1.894	Noun	Noun
endocentric	1.593	Adjective	Adjective
endocrine	2.195	Adjective	Adjective|Noun
endocrinic	1.593	Adjective	Adjective
endocrinologist	1.769	Noun	Noun
endocrinologists	1.593	Name	Name
endocrinology	1.991	Noun	Noun|Name
endocytotic	1.593	Adjective	Adjective
endodontist	1.593	Noun	Noun
endogenous	1.894	Adjective	Adjective
endolymphatic	1.593	Adjective	Adjective
endometrial	1.593	Adjective	Adjective
endometrium	1.593	Noun	Noun
endomorph	1.593	Noun	Noun
endopelvic	1.593	Adjective	Adjective
endoplasmic	1.894	Adjective	Adjective
endorphin	2.070	Noun	Noun
endorse	3.241	Verb	Verb
endorsed	2.723	Verb	Verb
endorsement	3.149	Noun	Noun
endorsements	2.739	Noun	Noun
endorses	2.137	Verb	Verb
endorsing	2.547	Verb	Verb|Noun
endoscope	1.991	Noun	Noun
endoscopic	1.991	Adjective	Adjective
endoscopically	1.593	Adverb	Adverb
endoscopy	2.438	Noun	Noun
endoskeletal	1.593	Adjective	Adjective
endoskeleton	1.769	Noun	Noun
endothermic	1.769	Adjective	Adjective
endotracheal	1.991	Adjective	Adjective
endow	2.371	Verb	Verb|Noun
endowed	2.810	Verb	Verb|Adjective
endowing	1.769	Verb	Verb
endowment	2.754	Noun	Noun
endowments	2.137	Noun	Noun
endows	1.769	Verb	Verb
endplate	1.593	Noun	Noun
endpoint	1.593	Noun	Noun
ends	4.486	Verb	Verb|Noun
endurable	1.769	Adjective	Adjective
endurance	3.131	Noun	Noun
endure	3.646	Verb	Verb
endured	3.167	Verb	Verb
endures	2.707	Verb	Verb
enduring	2.982	Adjective	Adjective|Verb
enduro	1.593	Noun	Noun
endymion	1.991	Noun	Noun|Name
enema	3.155	Noun	Noun
enemas	2.406	Noun	Noun
enemies	4.286	Noun	Noun
enemy	4.685	Noun	Noun|Name
energetic	3.118	Adjective	Adjective
energetically	1.769	Adverb	Adverb
energico	2.246	Name	Name|Noun
energies	3.040	Noun	Noun
energise	2.137	Verb	Verb
energising	1.894	Verb	Verb
energize	2.614	Verb	Verb
energized	2.754	Verb	Verb|Adjective
energizer	2.438	Noun	Noun|Name
energizers	1.593	Noun	Noun
energizes	1.593	Verb	Verb
energizing	1.894	Verb	Verb|Noun
energumen	1.593	Noun	Noun
energy	4.517	Noun	Noun
enervated	1.593	Verb	Verb
enfant	1.769	Noun	Noun
enfants	2.371	Noun	Noun
enfeebled	1.593	Verb	Verb
enfield	2.292	Name	Name
enfilade	1.593	Noun	Noun
enfiladed	1.593	Adjective	Adjective
enfilading	1.593	Verb	Verb
enfin	1.593	Name	Name
enflame	1.894	Verb	Verb
enfleurage	1.991	Noun	Noun
enfold	2.496	Verb	Verb
enfolded	1.769	Verb	Verb
enfolding	1.769	Verb	Verb
enforce	3.231	Verb	Verb
enforceable	2.137	Adjective	Adjective
enforced	2.925	Verb	Verb|Adjective
enforcement	3.823	Noun	Noun
enforcer	2.836	Noun	Noun
enforcers	2.333	Noun	Noun
enforces	1.894	Verb	Verb
enforcing	2.547	Verb	Verb|Noun
enfranchised	1.593	Adjective	Adjective
enfranchisement	1.593	Noun	Noun
eng	2.690	Name	Name|Verb
engage	3.790	Verb	Verb
engaged	4.415	Verb	Verb|Adjective
engagement	4.116	Noun	Noun
engagements	3.008	Noun	Noun
engages	2.634	Verb	Verb
engaging	3.287	Verb	Verb|Adjective
engastrimythic	1.593	Adjective	Adjective
engelmann	1.991	Name	Name|Verb
engender	2.195	Verb	Verb|Noun
engendered	1.593	Verb	Verb
engendering	1.894	Verb	Verb
engenders	1.769	Verb	Verb
engine	4.503	Noun	Noun
engineer	4.068	Noun	Noun|Verb|Name
engineered	3.216	Verb	Verb|Adjective
engineering	3.816	Noun	Noun|Verb
engineers	3.610	Noun	Noun
engineman	1.769	Name	Name
engines	4.027	Noun	Noun
engirdled	1.593	Verb	Verb
england	4.546	Name	Name|Noun
englander	2.246	Name	Name
englanders	1.991	Name	Name
engle	3.098	Name	Name|Verb|Noun
english	4.869	Noun	Noun|Adjective|Name|Verb
englished	1.593	Verb	Verb
englishing	1.593	Verb	Verb
englishman	3.371	Noun	Noun
englishmen	2.797	Noun	Noun
englishwoman	2.333	Noun	Noun
englishwomen	1.769	Noun	Noun|Name
engorged	2.496	Verb	Verb|Adjective
engorgement	1.593	Noun	Noun
engrained	1.593	Verb	Verb
engram	1.991	Noun	Noun
engrams	2.195	Noun	Noun
engrave	2.496	Verb	Verb
engraved	3.226	Verb	Verb|Adjective
engraver	2.333	Noun	Noun
engravers	1.769	Noun	Noun
engraves	1.593	Verb	Verb
engraving	2.672	Noun	Noun|Verb
engravings	2.496	Noun	Noun
engross	1.593	Verb	Verb
engrossed	2.195	Adjective	Adjective|Verb
engrosses	1.769	Verb	Verb
engrossing	2.137	Verb	Verb
engulf	2.070	Verb	Verb
engulfed	2.468	Verb	Verb
engulfing	1.894	Verb	Verb
engulfs	2.070	Verb	Verb
enhance	3.392	Verb	Verb
enhanced	2.991	Adjective	Adjective|Verb
enhancement	2.672	Noun	Noun
enhancements	1.991	Noun	Noun
enhancer	2.292	Noun	Noun
enhancers	2.333	Noun	Noun
enhances	2.496	Verb	Verb
enhancing	2.634	Verb	Verb|Adjective
enigma	2.973	Noun	Noun
enigmas	1.769	Noun	Noun
enigmatic	2.371	Adjective	Adjective
enigmatical	1.593	Adjective	Adjective
enjoin	2.246	Verb	Verb
enjoined	2.070	Verb	Verb|Adjective
enjoining	1.769	Verb	Verb
enjoy	4.917	Verb	Verb|Noun
enjoyable	3.292	Adjective	Adjective
enjoyed	4.259	Verb	Verb
enjoying	4.231	Verb	Verb|Noun
enjoyment	3.137	Noun	Noun
enjoyments	1.593	Noun	Noun
enjoys	3.471	Verb	Verb
enkindle	1.769	Verb	Verb
enlarge	2.955	Verb	Verb
enlarged	3.032	Verb	Verb|Adjective
enlargement	2.634	Noun	Noun
enlargements	1.991	Noun	Noun
enlarger	2.195	Noun	Noun
enlarges	1.769	Verb	Verb
enlarging	2.246	Verb	Verb|Adjective
enlight	1.593	Name	Name
enlighten	3.329	Verb	Verb
enlightened	3.236	Adjective	Adjective|Verb
enlightening	2.872	Adjective	Adjective|Verb
enlightenment	3.167	Noun	Noun
enlightens	1.769	Verb	Verb
enlist	3.200	Verb	Verb
enlisted	3.535	Verb	Verb
enlisting	2.593	Verb	Verb
enlistment	2.496	Noun	Noun|Name
enlistments	1.769	Noun	Noun
enlists	2.070	Verb	Verb
enliven	1.593	Verb	Verb
enlivened	2.137	Verb	Verb|Adjective
enlivens	1.593	Verb	Verb
enmesh	1.593	Verb	Verb
enmeshed	1.769	Verb	Verb
enmity	2.522	Noun	Noun
ennoble	1.991	Verb	Verb
ennobled	2.070	Verb	Verb|Adjective
ennoblement	1.593	Name	Name
ennobles	1.593	Verb	Verb
ennobling	1.991	Verb	Verb|Adjective
ennui	2.593	Noun	Noun
enoch	2.614	Name	Name
enology	1.593	Name	Name
enormity	2.438	Noun	Noun
enormous	4.014	Adjective	Adjective
enormously	2.999	Adverb	Adverb
enormousness	1.593	Noun	Noun
enough	5.700	Adverb	Adverb|Determiner|Noun
enounced	1.769	Verb	Verb
enow	1.593	Verb	Verb
enplane	1.593	Noun	Noun
enquire	2.522	Verb	Verb
enquired	1.593	Verb	Verb
enquirer	2.848	Noun	Noun|Name
enquires	1.593	Verb	Verb
enquiries	2.406	Noun	Noun
enquiring	2.137	Verb	Verb|Adjective
enquiry	2.292	Noun	Noun
enrage	2.468	Verb	Verb
enraged	2.848	Adjective	Adjective|Verb
enrages	1.769	Verb	Verb
enraging	1.769	Verb	Verb
enrapture	1.593	Verb	Verb
enraptured	2.246	Adjective	Adjective|Verb
enrich	2.468	Verb	Verb
enriched	2.634	Verb	Verb|Adjective
enriches	1.769	Verb	Verb
enriching	2.406	Verb	Verb|Adjective
enrichment	2.195	Noun	Noun
enrichments	1.593	Noun	Noun
enright	2.723	Name	Name|Noun
enrol	2.195	Verb	Verb
enroll	2.836	Verb	Verb
enrolled	3.055	Verb	Verb|Adjective
enrollees	1.593	Noun	Noun
enrolling	2.333	Verb	Verb|Adjective
enrollment	2.672	Noun	Noun|Name
enrolls	1.593	Noun	Noun
enrolment	2.195	Noun	Noun
ens	1.894	Noun	Noun|Name
ensconced	2.371	Adjective	Adjective
ense	1.593	#N/A	#N/A
ensemble	3.055	Noun	Noun
ensembles	1.894	Noun	Noun
enshrine	1.769	Noun	Noun|Adjective
enshrined	2.246	Verb	Verb
enshrinement	1.593	Noun	Noun
enshrines	1.593	Verb	Verb
enshroud	1.593	Verb	Verb
enshrouded	1.769	Verb	Verb
ensign	3.552	Name	Name|Verb|Noun
ensigns	2.070	Noun	Noun|Verb|Name
enslave	2.836	Verb	Verb|Noun
enslaved	2.915	Verb	Verb|Adjective
enslavement	2.292	Noun	Noun
enslaver	1.894	Noun	Noun|Verb
enslavers	1.593	Noun	Noun
enslaves	1.769	Verb	Verb
enslaving	2.195	Verb	Verb|Adjective
ensnare	2.137	Verb	Verb
ensnared	1.769	Verb	Verb
ensnares	1.593	Verb	Verb
ensouled	1.593	Verb	Verb
ensue	2.333	Verb	Verb
ensued	2.522	Verb	Verb
ensues	2.292	Verb	Verb
ensuing	2.333	Adjective	Adjective
ensuite	1.593	Adjective	Adjective
ensure	3.697	Verb	Verb
ensured	2.522	Verb	Verb
ensures	2.406	Verb	Verb
ensuring	2.672	Verb	Verb
entail	2.769	Verb	Verb
entailed	2.137	Verb	Verb
entailing	1.593	Verb	Verb
entails	2.654	Verb	Verb
entangle	2.137	Verb	Verb|Noun
entangled	2.769	Verb	Verb|Adjective
entanglement	2.246	Noun	Noun
entanglements	2.292	Noun	Noun
entendre	2.333	Noun	Noun
entendres	1.991	Noun	Noun
entente	1.593	Noun	Noun
enter	4.473	Verb	Verb
entered	4.166	Verb	Verb
entering	4.062	Verb	Verb|Noun
enteritis	1.593	Noun	Noun
enterocolitis	1.593	Noun	Noun
enterprise	3.909	Noun	Noun|Name
enterprised	1.593	Verb	Verb
enterpriser	1.894	Noun	Noun
enterprises	3.337	Noun	Noun
enterprising	2.723	Adjective	Adjective
enters	3.582	Verb	Verb
entertain	3.789	Verb	Verb
entertained	3.364	Verb	Verb
entertainer	3.221	Noun	Noun
entertainers	2.872	Noun	Noun
entertaining	3.753	Adjective	Adjective|Verb
entertainingly	1.593	Adverb	Adverb
entertainment	4.099	Noun	Noun|Name
entertainments	2.333	Noun	Noun
entertains	2.468	Verb	Verb
enthral	1.769	Adjective	Adjective
enthralled	2.292	Verb	Verb|Adjective
enthralling	2.195	Adjective	Adjective
enthralls	1.593	Verb	Verb
enthroned	1.991	Verb	Verb|Adjective
enthronement	1.991	Noun	Noun
enthused	2.468	Verb	Verb
enthuses	1.593	Verb	Verb
enthusiasm	3.654	Noun	Noun
enthusiasms	2.292	Noun	Noun
enthusiast	2.769	Noun	Noun
enthusiastic	3.447	Adjective	Adjective
enthusiastically	2.406	Adverb	Adverb
enthusiasts	2.496	Noun	Noun
entice	2.723	Verb	Verb
enticed	2.246	Verb	Verb
enticement	1.991	Noun	Noun
enticements	1.593	Noun	Noun
entices	1.769	Verb	Verb
enticing	2.723	Adjective	Adjective|Verb
entify	1.593	Verb	Verb
entire	4.902	Adjective	Adjective
entirely	4.303	Adverb	Adverb
entirety	2.690	Noun	Noun
entities	2.783	Noun	Noun
entitle	2.654	Verb	Verb
entitled	4.060	Verb	Verb
entitlement	2.406	Noun	Noun
entitles	2.754	Verb	Verb
entity	3.231	Noun	Noun
entomb	2.070	Verb	Verb|Noun
entombed	2.468	Verb	Verb|Adjective
entombing	1.593	Verb	Verb
entombment	1.894	Noun	Noun
entomological	1.991	Adjective	Adjective
entomologist	2.593	Noun	Noun
entomologists	1.593	Noun	Noun
entomology	2.406	Noun	Noun
entourage	3.137	Noun	Noun
entr	1.991	Noun	Noun
entrails	2.955	Noun	Noun
entrained	1.593	Verb	Verb
entrainment	1.593	Noun	Noun
entrance	4.195	Noun	Noun|Verb
entranced	2.137	Verb	Verb
entrances	3.063	Noun	Noun
entranceway	1.593	Noun	Noun
entrancing	2.406	Verb	Verb|Adjective
entrant	1.593	Noun	Noun
entrants	1.769	Noun	Noun
entrap	2.292	Verb	Verb
entrapment	2.935	Noun	Noun
entrapments	1.593	#N/A	#N/A
entrapped	1.894	Verb	Verb|Adjective
entrapping	1.593	Verb	Verb
entre	2.522	Unclassified	Unclassified
entreat	2.634	Verb	Verb
entreated	1.593	Verb	Verb
entreaties	1.593	Noun	Noun
entreats	1.894	Verb	Verb
entreaty	1.769	Noun	Noun
entrechat	1.593	Verb	Verb
entrechats	1.769	Verb	Verb
entree	2.925	Noun	Noun
entrees	2.836	Noun	Noun
entrenched	2.292	Verb	Verb|Adjective
entrepeneur	1.593	Noun	Noun
entrepreneur	3.040	Noun	Noun|Name
entrepreneurial	2.292	Adjective	Adjective
entrepreneurs	2.438	Noun	Noun
entrer	1.769	Noun	Noun
entrez	2.496	Verb	Verb|Name
entries	3.077	Noun	Noun
entropy	2.371	Noun	Noun|Name
entrust	2.872	Verb	Verb
entrusted	3.231	Verb	Verb|Adjective
entrusting	2.333	Verb	Verb
entrusts	1.894	Verb	Verb
entry	4.085	Noun	Noun
entryway	2.246	Noun	Noun
entryways	1.894	Noun	Noun
entwine	2.246	Verb	Verb|Noun
entwined	2.614	Verb	Verb|Adjective
entwining	1.593	Verb	Verb
enucleated	1.593	Adjective	Adjective
enumerate	1.593	Verb	Verb
enumerated	1.593	Verb	Verb
enumeration	1.593	Noun	Noun
enumerators	1.593	Noun	Noun
enunciate	2.195	Verb	Verb|Noun
enunciated	1.593	Verb	Verb
enunciates	1.593	Verb	Verb
enunciating	1.894	Verb	Verb
enunciation	2.070	Noun	Noun
enunciators	1.593	Noun	Noun
enured	1.593	Verb	Verb
envelop	1.991	Verb	Verb
envelope	4.003	Noun	Noun
enveloped	2.547	Verb	Verb
envelopes	3.161	Noun	Noun
enveloping	1.991	Verb	Verb|Adjective
envelops	1.991	Verb	Verb
enviable	2.371	Adjective	Adjective
envied	3.008	Verb	Verb|Adjective
envies	2.333	Verb	Verb|Noun
envious	3.105	Adjective	Adjective
enviously	1.769	Adverb	Adverb
environment	4.107	Noun	Noun
environmental	3.517	Adjective	Adjective
environmentalism	1.894	Noun	Noun
environmentalist	2.438	Noun	Noun|Name|Adjective
environmentalists	2.496	Noun	Noun
environmentally	2.522	Adverb	Adverb
environments	2.810	Noun	Noun
environs	2.333	Noun	Noun
envisage	1.593	Verb	Verb
envisaged	2.070	Verb	Verb
envisaging	1.593	Verb	Verb
envision	2.739	Verb	Verb
envisioned	2.707	Verb	Verb
envisioning	1.991	Verb	Verb
envisions	1.894	Verb	Verb
envoy	2.945	Noun	Noun|Name
envoys	2.333	Noun	Noun
envy	3.980	Verb	Verb|Noun|Name
envying	2.406	Verb	Verb
enwrought	1.593	Verb	Verb
enzymatic	1.894	Adjective	Adjective
enzyme	3.032	Noun	Noun
enzymes	2.973	Noun	Noun
eo	1.769	Noun	Noun
eocene	1.769	Name	Name
eohippus	1.769	Noun	Noun
eon	2.438	Noun	Noun
eons	2.945	Noun	Noun|Name
eosin	1.593	Noun	Noun
eosinophil	1.593	Noun	Noun
ep	2.195	Noun	Noun|Verb|Name
epa	2.860	Name	Name
eparch	1.769	Noun	Noun
epaulet	1.894	Noun	Noun
epaulets	2.547	Noun	Noun
epaulettes	1.593	Noun	Noun
epee	1.593	#N/A	#N/A
ephedra	1.593	Noun	Noun
ephedrine	2.195	Noun	Noun|Adjective
ephemera	1.769	Noun	Noun
ephemeral	2.333	Adjective	Adjective
ephesian	2.614	Noun	Noun|Adjective|Name
ephesians	1.991	Noun	Noun
ephialtes	2.070	Noun	Noun|Name
ephraim	2.769	Name	Name|Noun|Verb
epi	3.425	Noun	Noun|Adjective|Name
epic	3.375	Adjective	Adjective|Noun
epical	1.593	Adjective	Adjective
epically	1.991	Adverb	Adverb
epicardium	1.593	Noun	Noun
epicenter	2.522	Adjective	Adjective|Verb
epicentre	1.991	Noun	Noun
epicondyle	1.894	Noun	Noun
epics	1.894	Noun	Noun
epicure	1.769	Noun	Noun
epicurean	1.593	Adjective	Adjective
epicureans	1.593	Noun	Noun
epicures	1.769	Verb	Verb|Noun
epidemic	3.535	Noun	Noun|Name
epidemics	2.333	Noun	Noun
epidemiological	1.769	Adjective	Adjective
epidemiologist	1.894	Noun	Noun
epidemiologists	1.593	Noun	Noun
epidemiology	2.195	Noun	Noun
epidermal	2.333	Adjective	Adjective
epidermic	1.593	Adjective	Adjective
epidermis	2.496	Noun	Noun|Name
epidiascope	1.769	Noun	Noun
epididymis	1.769	Noun	Noun
epidural	2.754	Noun	Noun|Adjective|Name
epidurals	1.593	Noun	Noun
epigastric	1.769	Adjective	Adjective
epiglottis	2.137	Noun	Noun
epigram	1.894	Noun	Noun|Name
epigrams	1.593	Noun	Noun
epilepsy	3.024	Noun	Noun
epileptic	3.084	Adjective	Adjective|Noun
epileptics	1.593	Noun	Noun
epileptoid	1.593	Adjective	Adjective
epilogue	2.137	Noun	Noun
epinephrine	3.070	Noun	Noun|Adjective
epipelagic	1.593	Adjective	Adjective
epiphanies	1.991	Noun	Noun|Name
epiphany	3.118	Noun	Noun|Name
epiphenomenalism	1.593	Noun	Noun
epiphyseal	1.593	Adjective	Adjective
epiphysial	1.593	Adjective	Adjective
epiphyte	1.593	Noun	Noun
epiphytes	1.593	Noun	Noun
episcopal	2.333	Adjective	Adjective
episcopalian	2.634	Adjective	Adjective|Noun
episcopalians	1.769	Noun	Noun
episiotomy	1.593	Noun	Noun
episodal	1.593	Adjective	Adjective
episode	4.090	Noun	Noun
episodes	3.317	Noun	Noun
episodic	1.593	Adjective	Adjective
epistemic	2.246	Adjective	Adjective
epistemological	1.593	Adjective	Adjective
epistle	2.070	Noun	Noun
epistles	1.593	Noun	Noun
epitaph	2.723	Noun	Noun
epitaphs	1.769	Noun	Noun
epithelial	2.137	Adjective	Adjective
epithelium	1.769	Noun	Noun
epithet	2.195	Noun	Noun|Verb
epithets	2.137	Noun	Noun
epitome	2.654	Noun	Noun
epitomised	1.593	Verb	Verb
epitomize	1.769	Verb	Verb
epitomized	1.593	Verb	Verb
epitomizes	1.894	Verb	Verb
epoch	2.195	Noun	Noun
epochal	1.894	Adjective	Adjective
epoxide	1.593	Noun	Noun
epoxies	1.593	Verb	Verb
epoxy	2.292	Adjective	Adjective
eppes	2.371	Name	Name|Noun
epsilon	2.547	Noun	Noun|Name
epsilons	1.769	Noun	Noun
epsom	2.195	Name	Name
epulis	1.593	Noun	Noun
eq	1.593	Noun	Noun
equal	4.126	Adjective	Adjective|Verb
equaled	2.333	Verb	Verb
equalised	1.593	Verb	Verb
equaliser	1.991	Noun	Noun
equality	3.283	Noun	Noun|Name
equalization	1.894	Noun	Noun
equalize	2.333	Verb	Verb
equalized	1.991	Verb	Verb
equalizer	2.634	Noun	Noun
equalizes	1.593	Verb	Verb
equalizing	1.991	Adjective	Adjective|Verb
equalled	1.769	Verb	Verb
equalling	1.593	Verb	Verb
equally	3.731	Adverb	Adverb
equals	3.663	Verb	Verb|Noun
equanimity	1.894	Noun	Noun
equate	2.614	Verb	Verb
equated	2.070	Verb	Verb
equates	1.593	Verb	Verb
equating	1.894	Verb	Verb
equation	3.545	Noun	Noun
equations	2.999	Noun	Noun
equator	2.797	Noun	Noun
equatorial	2.547	Adjective	Adjective
equerry	1.593	Noun	Noun
equestrian	2.614	Adjective	Adjective
equidistant	2.195	Noun	Noun|Adjective
equilateral	1.769	Noun	Noun|Adjective
equilibrator	1.593	Noun	Noun
equilibrium	2.964	Noun	Noun
equine	2.195	Adjective	Adjective
equinox	2.593	Noun	Noun|Name
equip	2.547	Verb	Verb
equiped	1.991	Verb	Verb
equipment	4.405	Noun	Noun
equipments	2.070	Noun	Noun
equipoise	2.246	Verb	Verb|Name|Noun
equipped	3.630	Verb	Verb
equipping	1.894	Verb	Verb
equips	2.593	Verb	Verb
equitable	2.571	Adjective	Adjective
equitation	1.769	Noun	Noun
equities	1.894	Noun	Noun
equity	3.124	Noun	Noun
equivalency	2.371	Noun	Noun
equivalent	3.422	Noun	Noun|Adjective
equivalents	1.769	Noun	Noun
equivocal	2.246	Adjective	Adjective
equivocate	2.070	Verb	Verb
equivocating	1.769	Verb	Verb
equivocation	2.070	Noun	Noun
equivocations	1.593	Noun	Noun
er	4.578	Unclassified	Unclassified|Name
era	3.757	Noun	Noun|Name
eradicate	2.739	Verb	Verb
eradicated	2.547	Verb	Verb
eradicating	2.246	Verb	Verb
eradication	2.496	Noun	Noun
eradicator	1.894	Noun	Noun
eras	2.634	Noun	Noun
erasable	1.593	Adjective	Adjective
erase	3.794	Verb	Verb
erased	3.593	Verb	Verb|Adjective
eraser	3.008	Noun	Noun
erasers	2.547	Noun	Noun
erases	2.547	Verb	Verb
erasing	2.848	Verb	Verb|Noun
erasmus	2.195	Name	Name
erasure	1.894	Noun	Noun
erasures	1.991	Noun	Noun
erat	1.894	Noun	Noun|Verb
erbium	1.593	Noun	Noun
erd	1.593	#N/A	#N/A
ere	3.375	Adverb	Adverb|Conjunction|Preposition
erebus	1.991	Noun	Noun|Name
erect	3.077	Adjective	Adjective|Verb
erected	2.707	Verb	Verb
erectile	2.690	Adjective	Adjective
erecting	2.070	Verb	Verb
erection	3.341	Noun	Noun
erections	2.438	Noun	Noun
erectly	1.593	Adverb	Adverb
erector	2.195	Noun	Noun
erf	1.593	Verb	Verb
erg	2.070	Noun	Noun
ergo	2.935	Noun	Noun
ergonomic	2.070	Adjective	Adjective
ergonomically	1.593	Adverb	Adverb
ergot	1.894	Noun	Noun
ergotism	1.593	Noun	Noun
eric	4.610	Name	Name|Adjective
erica	3.730	Name	Name|Noun
ericas	1.769	Noun	Noun|Name
erie	2.823	Name	Name
erika	3.226	Name	Name
erin	3.849	Name	Name
eris	2.547	Name	Name|Noun
erk	2.739	Verb	Verb|Name|Noun
ermine	2.848	Noun	Noun|Name
ermined	1.593	Verb	Verb
ermines	1.593	Noun	Noun
ern	2.672	Noun	Noun|Verb|Name
ernest	3.670	Name	Name|Adjective
erode	2.137	Verb	Verb
eroded	2.406	Verb	Verb|Adjective
erodent	1.593	Adjective	Adjective
eroding	2.593	Adjective	Adjective|Verb
erogenous	2.547	Adjective	Adjective
eros	2.810	Name	Name|Noun
erosion	2.754	Noun	Noun
erosions	1.593	Noun	Noun
erosive	1.593	Adjective	Adjective
erotic	3.595	Adjective	Adjective
erotica	2.754	Noun	Noun|Verb
erotical	1.593	Adjective	Adjective
erotically	1.894	Adverb	Adverb
eroticism	2.246	Noun	Noun
eroticize	1.593	Verb	Verb
erotics	1.894	Noun	Noun|Name
erotogenic	1.593	Adjective	Adjective
erotomania	1.991	Noun	Noun
err	3.184	Verb	Verb
errand	3.604	Noun	Noun|Verb
errands	3.584	Noun	Noun|Verb
errant	2.707	Adjective	Adjective|Noun
errantly	1.593	Adverb	Adverb
errantry	1.593	Noun	Noun
erratic	3.226	Adjective	Adjective
erratically	2.438	Adverb	Adverb
erratum	1.593	Noun	Noun
erred	2.195	Verb	Verb
erring	1.769	Verb	Verb|Adjective
erroneous	2.739	Adjective	Adjective
erroneously	2.438	Adverb	Adverb
error	3.968	Noun	Noun
errorless	1.593	Adjective	Adjective
errors	3.236	Noun	Noun
errs	1.894	Verb	Verb
ers	2.945	Name	Name|Noun|Verb
ersatz	2.195	Adjective	Adjective
erstwhile	2.070	Adjective	Adjective|Adverb
erucic	2.333	Adjective	Adjective|Noun
erudite	1.894	Adjective	Adjective
erudition	1.894	Noun	Noun
erupt	2.614	Verb	Verb|Noun
erupted	2.707	Verb	Verb
erupting	2.438	Verb	Verb|Adjective
eruption	2.614	Noun	Noun
eruptions	2.371	Noun	Noun
eruptive	1.593	Adjective	Adjective
erupts	2.438	Verb	Verb
erythema	1.991	Noun	Noun
erythematous	1.769	Adjective	Adjective
erythroblastosis	1.593	Noun	Noun
erythrocyte	1.593	Name	Name
erythrocytes	1.593	Noun	Noun
erythromycin	2.195	Noun	Noun
erythrosine	1.593	Verb	Verb
es	3.785	Unclassified	Unclassified|Name
esau	1.593	Name	Name
esc	2.070	Noun	Noun
escadrille	2.292	Name	Name|Noun
escadrilles	1.593	Name	Name
escalade	2.593	Name	Name|Noun|Verb
escalades	1.593	Name	Name
escalan	1.769	Adjective	Adjective
escalate	2.860	Verb	Verb
escalated	2.905	Verb	Verb|Adjective
escalates	2.333	Verb	Verb
escalating	2.797	Adjective	Adjective|Verb
escalation	2.614	Noun	Noun
escalations	1.593	Noun	Noun
escalator	3.118	Noun	Noun
escalators	2.292	Noun	Noun
escalope	1.593	Name	Name
escalopes	1.593	Noun	Noun
escapable	1.593	Adjective	Adjective
escapade	2.571	Noun	Noun|Verb
escapades	2.547	Noun	Noun|Verb
escape	4.646	Verb	Verb|Noun
escaped	4.288	Verb	Verb|Adjective
escapee	2.371	Noun	Noun
escapees	2.137	Noun	Noun
escaper	1.593	Noun	Noun
escapes	3.412	Verb	Verb|Noun
escaping	3.504	Verb	Verb|Adjective
escapism	2.070	Noun	Noun
escapist	2.195	Noun	Noun
escapology	1.593	Noun	Noun
escargot	2.496	Verb	Verb|Noun
escargots	2.195	Noun	Noun|Verb
escarole	1.769	Noun	Noun
escarpment	2.654	Noun	Noun
eschar	1.593	Noun	Noun
escharotic	1.593	Adjective	Adjective
escheated	1.593	Verb	Verb
eschew	1.593	Verb	Verb
eschewed	1.593	Verb	Verb
eschewing	1.769	Verb	Verb
eschews	1.769	Verb	Verb
escobedo	1.894	Name	Name
escort	4.167	Verb	Verb|Noun
escorted	3.216	Verb	Verb|Adjective
escorting	2.982	Verb	Verb
escorts	3.105	Noun	Noun
escrow	3.195	Noun	Noun|Verb|Name
escudero	2.371	Name	Name|Noun
escudos	1.769	Noun	Noun
escuela	1.769	Noun	Noun
escutcheon	1.894	Noun	Noun
esd	1.593	Name	Name
ese	2.964	Noun	Noun
eses	1.894	Noun	Noun
eskimo	3.221	Adjective	Adjective|Noun
eskimos	2.915	Noun	Noun
esmeralda	2.860	Name	Name|Noun
esophageal	2.292	Adjective	Adjective
esophagectomy	1.593	Noun	Noun
esophagi	1.593	Noun	Noun
esophagitis	1.593	Noun	Noun
esophagoscopy	1.593	Noun	Noun
esophagus	2.860	Noun	Noun
esoteric	2.593	Adjective	Adjective
esp	2.872	Noun	Noun
espace	2.195	Name	Name
espadrille	1.593	#N/A	#N/A
espadrilles	1.593	Noun	Noun
espagnole	1.593	Noun	Noun
espanol	2.333	Noun	Noun|Name
espanoles	1.894	Name	Name|Noun
espece	1.593	Verb	Verb
especial	2.195	Adjective	Adjective
especially	4.827	Adverb	Adverb
esperanto	2.070	Name	Name
espionage	3.236	Noun	Noun
esplanade	2.522	Noun	Noun|Name
espouse	1.769	Verb	Verb
espoused	1.769	Verb	Verb
espouses	1.593	Verb	Verb
espousing	1.991	Verb	Verb
espressivo	1.593	Noun	Noun
espresso	3.317	Noun	Noun
espressos	2.195	Noun	Noun
esprit	2.468	Noun	Noun|Unclassified|Name
espundia	1.593	Noun	Noun
espy	1.769	Noun	Noun
esq	1.894	Noun	Noun
esquire	2.999	Noun	Noun
ess	2.070	Noun	Noun
essay	3.789	Noun	Noun
essays	3.040	Noun	Noun
esse	2.292	Noun	Noun|Name
essence	3.751	Noun	Noun
essences	2.137	Noun	Noun
essential	3.686	Adjective	Adjective|Noun
essentially	3.515	Adverb	Adverb
essentials	2.894	Noun	Noun
est	3.792	Adjective	Adjective
establish	3.802	Verb	Verb
