word	pos	cefr	cefr_all	list
indulge	v	C1	C1	oxford5000
industrial	adj	B2	B2	oxford3000
industry	n	A2	A2	oxford3000
inequality	n	C1	C1	oxford5000
inevitable	adj	B2	B2	oxford5000
inevitably	adv	B2	B2	oxford5000
infamous	adj	C1	C1	oxford5000
infant	n	C1	C1	oxford5000
infect	v	C1	C1	oxford5000
infection	n	B2	B2	oxford3000
infer	v	B2	B2	oxford5000
inflation	n	B2	B2	oxford5000
inflict	v	C1	C1	oxford5000
influence	n|v	B1	B1	oxford3000
influential	adj	C1	C1	oxford5000
info	n	B2	B2	oxford5000
inform	v	B2	B2	oxford3000
informal	adj	A2	A2	oxford3000
information	n	A1	A1	oxford3000
infrastructure	n	B2	B2	oxford5000
ingredient	n	B1	B1	oxford3000
inhabitant	n	B2	B2	oxford5000
inherent	adj	C1	C1	oxford5000
inherit	v	B2	B2	oxford5000
inhibit	v	C1	C1	oxford5000
initial	adj	B2	B2	oxford3000
initially	adv	B2	B2	oxford3000
initiate	v	C1	C1	oxford5000
initiative	n	B2	B2	oxford3000
inject	v	C1	C1	oxford5000
injection	n	C1	C1	oxford5000
injure	v	B1	B1	oxford3000
injured	adj	B1	B1	oxford3000
injury	n	A2	A2	oxford3000
injustice	n	C1	C1	oxford5000
ink	n	B2	B2	oxford5000
inmate	n	C1	C1	oxford5000
inner	adj	B2	B2	oxford3000
innocent	adj	B1	B1	oxford3000
innovation	n	B2	B2	oxford5000
innovative	adj	B2	B2	oxford5000
input	n	B2	B2	oxford5000
insect	n	A2	A2	oxford3000
insert	v	B2	B2	oxford5000
insertion	n	C1	C1	oxford5000
inside	prep|adv|n|adj	A2	A2	oxford3000
insider	n	C1	C1	oxford5000
insight	n	B2	B2	oxford3000
insist	v	B2	B2	oxford3000
inspect	v	C1	C1	oxford5000
inspection	n	C1	C1	oxford5000
inspector	n	B2	B2	oxford5000
inspiration	n	C1	C1	oxford5000
inspire	v	B2	B2	oxford3000
install	v	B2	B2	oxford3000
installation	n	B2	B2	oxford5000
instance	n	B2	B2	oxford3000
instant	adj	B2	B2	oxford5000
instantly	adv	B2	B2	oxford5000
instead	adv	A2	A2	oxford3000
instinct	n	C1	C1	oxford5000
institute	n	B2	B2	oxford3000
institution	n	B2	B2	oxford3000
institutional	adj	C1	C1	oxford5000
instruct	v	C1	C1	oxford5000
instruction	n	A2	A2	oxford3000
instructor	n	A2	A2	oxford3000
instrument	n	A2	A2	oxford3000
instrumental	adj	C1	C1	oxford5000
insufficient	adj	C1	C1	oxford5000
insult	n|v	C1	C1	oxford5000
insurance	n	B2	B2	oxford3000
intact	adj	C1	C1	oxford5000
intake	n	C1	C1	oxford5000
integral	adj	C1	C1	oxford5000
integrate	v	B2	B2	oxford5000
integrated	adj	C1	C1	oxford5000
integration	n	C1	C1	oxford5000
integrity	n	C1	C1	oxford5000
intellectual	adj|n	B2	B2|C1	oxford5000
intelligence	n	B1	B1	oxford3000
intelligent	adj	A2	A2	oxford3000
intend	v	B1	B1	oxford3000
intended	adj	B2	B2	oxford3000
intense	adj	B2	B2	oxford3000
intensify	v	C1	C1	oxford5000
intensity	n	C1	C1	oxford5000
intensive	adj	C1	C1	oxford5000
intent	n	C1	C1	oxford5000
intention	n	B1	B1	oxford3000
interact	v	B2	B2	oxford5000
interaction	n	B2	B2	oxford5000
interactive	adj	C1	C1	oxford5000
interest	n|v	A1	A1	oxford3000
interested	adj	A1	A1	oxford3000
interesting	adj	A1	A1	oxford3000
interface	n	C1	C1	oxford5000
interfere	v	C1	C1	oxford5000
interference	n	C1	C1	oxford5000
interim	adj	C1	C1	oxford5000
interior	adj|n	C1	C1	oxford5000
intermediate	adj	C1	C1	oxford5000
internal	adj	B2	B2	oxford3000
international	adj	A2	A2	oxford3000
internet	n	A1	A1	oxford3000
interpret	v	B2	B2	oxford3000
interpretation	n	B2	B2	oxford5000
interrupt	v	B2	B2	oxford3000
interval	n	B2	B2	oxford5000
intervene	v	C1	C1	oxford5000
intervention	n	C1	C1	oxford5000
interview	n|v	A1	A1	oxford3000
intimate	adj	C1	C1	oxford5000
into	prep	A1	A1	oxford3000
intriguing	adj	C1	C1	oxford5000
introduce	v	A1	A1	oxford3000
introduction	n	A2	A2	oxford3000
invade	v	B2	B2	oxford5000
invasion	n	B2	B2	oxford5000
invent	v	A2	A2	oxford3000
invention	n	A2	A2	oxford3000
invest	v	B1	B1	oxford3000
investigate	v	B1	B1	oxford3000
investigation	n	B2	B2	oxford3000
investigator	n	C1	C1	oxford5000
investment	n	B2	B2	oxford3000
investor	n	B2	B2	oxford5000
invisible	adj	C1	C1	oxford5000
invitation	n	A2	A2	oxford3000
invite	v	A2	A2	oxford3000
invoke	v	C1	C1	oxford5000
involve	v	A2	A2	oxford3000
involved	adj	B1	B1	oxford3000
involvement	n	C1	C1	oxford5000
iron	n|v	B1	B1	oxford3000
ironic	adj	C1	C1	oxford5000
ironically	adv	C1	C1	oxford5000
irony	n	C1	C1	oxford5000
irrelevant	adj	C1	C1	oxford5000
island	n	A1	A1	oxford3000
isolate	v	B2	B2	oxford5000
isolated	adj	B2	B2	oxford5000
isolation	n	C1	C1	oxford5000
issue	n|v	B1	B1|B2	oxford3000
it	n|pron	A1	A1|B1	oxford3000
item	n	A2	A2	oxford3000
its	det	A1	A1	oxford3000
itself	pron	A2	A2	oxford3000
jacket	n	A1	A1	oxford3000
jail	n|v	B2	B2	oxford5000
jam	n	A2	A2	oxford3000
january	n	A1	A1	oxford3000
jazz	n	A2	A2	oxford3000
jeans	n	A1	A1	oxford3000
jet	n	B2	B2	oxford5000
jewellery	n	A2	A2	oxford3000
job	n	A1	A1	oxford3000
join	v	A1	A1	oxford3000
joint	adj|n	B2	B2	oxford5000
joke	n|v	A2	A2	oxford3000
journal	n	B1	B1	oxford3000
journalism	n	B2	B2	oxford5000
journalist	n	A2	A2	oxford3000
journey	n	A1	A1	oxford3000
joy	n	B2	B2	oxford3000
judge	n|v	B1	B1	oxford3000
judgement	n	B2	B2	oxford3000
judicial	adj	C1	C1	oxford5000
juice	n	A1	A1	oxford3000
july	n	A1	A1	oxford3000
jump	v|n	A2	A2	oxford3000
junction	n	C1	C1	oxford5000
june	n	A1	A1	oxford3000
junior	adj	B2	B2	oxford3000
jurisdiction	n	C1	C1	oxford5000
jury	n	B2	B2	oxford5000
just	adv|adj	A1	A1|C1	oxford3000
justice	n	B2	B2	oxford3000
justification	n	C1	C1	oxford5000
justify	v	B2	B2	oxford3000
keen	adj	B1	B1	oxford3000
keep	v	A1	A1	oxford3000
key	n|adj|v	A1	A1|B1	oxford3000
keyboard	n	B1	B1	oxford3000
kick	v|n	B1	B1	oxford3000
kid	n	A2	A2	oxford3000
kidnap	v	C1	C1	oxford5000
kidney	n	C1	C1	oxford5000
kill	v	A2	A2	oxford3000
killing	n	B1	B1	oxford3000
kilometre	n	A1	A1	oxford3000
kind	n|adj	A1	A1|B1	oxford3000
king	n	A2	A2	oxford3000
kingdom	n	C1	C1	oxford5000
kiss	v|n	B1	B1	oxford3000
kit	n	B2	B2	oxford5000
kitchen	n	A1	A1	oxford3000
knee	n	A2	A2	oxford3000
knife	n	A2	A2	oxford3000
knock	v|n	A2	A2|B1	oxford3000
know	v	A1	A1	oxford3000
knowledge	n	A2	A2	oxford3000
lab	n	A2	A2	oxford3000
label	n|v	B1	B1	oxford3000
laboratory	n	B1	B1	oxford3000
labour	n	B2	B2	oxford3000
lack	n|v	B1	B1	oxford3000
lad	n	C1	C1	oxford5000
ladder	n	B2	B2	oxford5000
lady	n	A2	A2	oxford3000
lake	n	A2	A2	oxford3000
lamp	n	A2	A2	oxford3000
land	n|v	A1	A1|A2	oxford3000
landing	n	B2	B2	oxford5000
landlord	n	C1	C1	oxford5000
landmark	n	C1	C1	oxford5000
landscape	n	B2	B2	oxford3000
lane	n	B2	B2	oxford5000
language	n	A1	A1	oxford3000
lap	n	C1	C1	oxford5000
laptop	n	A2	A2	oxford3000
large	adj	A1	A1	oxford3000
large-scale	adj	C1	C1	oxford5000
largely	adv	B2	B2	oxford3000
laser	n	C1	C1	oxford5000
last	det|adv|n|v	A1	A1|A2	oxford3000
late	adj|adv	A1	A1	oxford3000
lately	adv	B2	B2	oxford5000
later	adv|adj	A1	A1|A2	oxford3000
latest	adj|n	B1	B1|B2	oxford3000
latter	adj|n	C1	C1	oxford5000
laugh	v|n	A1	A1	oxford3000
laughter	n	A2	A2	oxford3000
launch	v|n	B2	B2	oxford3000
law	n	A2	A2	oxford3000
lawn	n	C1	C1	oxford5000
lawsuit	n	C1	C1	oxford5000
lawyer	n	A2	A2	oxford3000
lay	v	B1	B1	oxford3000
layer	n	B1	B1	oxford3000
layout	n	C1	C1	oxford5000
lazy	adj	A2	A2	oxford3000
lead	v|n	A2	A2|B1	oxford3000
leader	n	A2	A2	oxford3000
leadership	n	B2	B2	oxford3000
leading	adj	B1	B1	oxford3000
leaf	n	B1	B1	oxford3000
leaflet	n	B2	B2	oxford5000
league	n	B2	B2	oxford3000
leak	v|n	C1	C1	oxford5000
lean	v	B2	B2	oxford3000
leap	v|n	C1	C1	oxford5000
learn	v	A1	A1	oxford3000
learning	n	A2	A2	oxford3000
least	det|pron|adv	A2	A2	oxford3000
leather	n	B1	B1	oxford3000
leave	v|n	A1	A1|B2	oxford3000
lecture	n|v	A2	A2	oxford3000
left	adj|adv|n	A1	A1	oxford3000
leg	n	A1	A1	oxford3000
legacy	n	C1	C1	oxford5000
legal	adj	B1	B1	oxford3000
legend	n	B2	B2	oxford5000
legendary	adj	C1	C1	oxford5000
legislation	n	C1	C1	oxford5000
legislative	adj	C1	C1	oxford5000
legislature	n	C1	C1	oxford5000
legitimate	adj	C1	C1	oxford5000
leisure	n	B1	B1	oxford3000
lemon	n	A2	A2	oxford3000
lend	v	A2	A2	oxford3000
length	n	B1	B1	oxford3000
lengthy	adj	C1	C1	oxford5000
lens	n	B2	B2	oxford5000
lesbian	adj	C1	C1	oxford5000
less	det|pron|adv	A2	A2	oxford3000
lesser	adj	C1	C1	oxford5000
lesson	n	A1	A1	oxford3000
let	v	A1	A1	oxford3000
lethal	adj	C1	C1	oxford5000
letter	n	A1	A1	oxford3000
level	n|adj|v	A2	A2|B1|B2	oxford3000
liable	adj	C1	C1	oxford5000
liberal	adj|n	C1	C1	oxford5000
liberation	n	C1	C1	oxford5000
liberty	n	C1	C1	oxford5000
library	n	A1	A1	oxford3000
licence	n	B2	B2	oxford3000
license	v	C1	C1	oxford5000
lie	v|n	A1	A1|B1	oxford3000
life	n	A1	A1	oxford3000
lifelong	adj	C1	C1	oxford5000
lifestyle	n	A2	A2	oxford3000
lifetime	n	B2	B2	oxford5000
lift	v|n	A2	A2	oxford3000
light	n|adj|v	A1	A1|A2	oxford3000
lighting	n	B2	B2	oxford5000
like	prep|v|n	A1	A1|B1	oxford3000
likelihood	n	C1	C1	oxford5000
likely	adj	A2	A2	oxford3000
likewise	adv	B2	B2	oxford5000
limb	n	C1	C1	oxford5000
limit	n|v	B1	B1	oxford3000
limitation	n	B2	B2	oxford5000
limited	adj	B2	B2	oxford3000
line	n|v	A1	A1|B2	oxford3000
line-up	n	C1	C1	oxford5000
linear	adj	C1	C1	oxford5000
linger	v	C1	C1	oxford5000
link	n|v	A2	A2	oxford3000
lion	n	A1	A1	oxford3000
lip	n	B1	B1	oxford3000
liquid	n|adj	B1	B1	oxford3000
list	n|v	A1	A1	oxford3000
listen	v	A1	A1	oxford3000
listener	n	A2	A2	oxford3000
listing	n	C1	C1	oxford5000
literacy	n	C1	C1	oxford5000
literally	adv	B2	B2	oxford5000
literary	adj	B2	B2	oxford5000
literature	n	B1	B1	oxford3000
litre	n	B2	B2	oxford5000
litter	n	B2	B2	oxford5000
little	adj|det|pron|adv	A1	A1|A2	oxford3000
live	v|adj|adv	A1	A1|B1	oxford3000
lively	adj	B2	B2	oxford3000
liver	n	C1	C1	oxford5000
living	adj|n	B1	B1	oxford3000
load	n|v	B2	B2	oxford3000
loan	n	B2	B2	oxford3000
lobby	n|v	C1	C1	oxford5000
local	adj|n	A1	A1|B1	oxford3000
locate	v	B1	B1	oxford3000
located	adj	B1	B1	oxford3000
location	n	B1	B1	oxford3000
lock	v|n	A2	A2	oxford3000
log	n|v	C1	C1	oxford5000
logic	n	C1	C1	oxford5000
logical	adj	B2	B2	oxford3000
logo	n	B2	B2	oxford5000
lonely	adj	B1	B1	oxford3000
long	adj|adv	A1	A1	oxford3000
long-standing	adj	C1	C1	oxford5000
long-term	adj|adv	B2	B2	oxford3000
long-time	adj	C1	C1	oxford5000
look	v|n	A1	A1|A2	oxford3000
loom	v	C1	C1	oxford5000
loop	n	C1	C1	oxford5000
loose	adj	B2	B2	oxford3000
lord	n	B2	B2	oxford3000
lorry	n	A2	A2	oxford3000
lose	v	A1	A1	oxford3000
loss	n	B1	B1	oxford3000
lost	adj	A2	A2	oxford3000
lot	pron|det|adv	A1	A1	oxford3000
lottery	n	B2	B2	oxford5000
loud	adj|adv	A2	A2	oxford3000
loudly	adv	A2	A2	oxford3000
love	n|v	A1	A1	oxford3000
lovely	adj	A2	A2	oxford3000
low	adj|adv|n	A2	A2|B2	oxford3000
lower	v	B2	B2	oxford3000
loyal	adj	B2	B2	oxford5000
loyalty	n	C1	C1	oxford5000
luck	n	A2	A2	oxford3000
lucky	adj	A2	A2	oxford3000
lunch	n	A1	A1	oxford3000
lung	n	B2	B2	oxford3000
luxury	n	B1	B1	oxford3000
lyric	n	B2	B2	oxford5000
machine	n	A1	A1	oxford3000
machinery	n	C1	C1	oxford5000
mad	adj	B1	B1	oxford3000
magazine	n	A1	A1	oxford3000
magic	n|adj	B1	B1	oxford3000
magical	adj	C1	C1	oxford5000
magistrate	n	C1	C1	oxford5000
magnetic	adj	C1	C1	oxford5000
magnificent	adj	B2	B2	oxford5000
magnitude	n	C1	C1	oxford5000
mail	n|v	A2	A2	oxford3000
main	adj	A1	A1	oxford3000
mainland	n	C1	C1	oxford5000
mainly	adv	B1	B1	oxford3000
mainstream	n|adj	C1	C1	oxford5000
maintain	v	B2	B2	oxford3000
maintenance	n	C1	C1	oxford5000
major	adj	A2	A2	oxford3000
majority	n	B2	B2	oxford3000
make	v|n	A1	A1|B2	oxford3000
make-up	n	B2	B2	oxford5000
making	n	B2	B2	oxford5000
male	adj|n	A2	A2	oxford3000
mall	n	B1	B1	oxford3000
man	n	A1	A1	oxford3000
manage	v	A2	A2	oxford3000
management	n	B1	B1	oxford3000
manager	n	A2	A2	oxford3000
mandate	n	C1	C1	oxford5000
mandatory	adj	C1	C1	oxford5000
manifest	v	C1	C1	oxford5000
manipulate	v	C1	C1	oxford5000
manipulation	n	C1	C1	oxford5000
manner	n	A2	A2	oxford3000
manufacture	v	B2	B2	oxford5000
manufacturing	n	B2	B2	oxford5000
manuscript	n	C1	C1	oxford5000
many	det|pron	A1	A1	oxford3000
map	n|v	A1	A1|B2	oxford3000
marathon	n	B2	B2	oxford5000
march	n|v	A1	A1|C1	oxford3000
margin	n	B2	B2	oxford5000
marginal	adj	C1	C1	oxford5000
marine	adj	C1	C1	oxford5000
mark	v|n	A2	A2	oxford3000
marker	n	B2	B2	oxford5000
market	n|v	A1	A1|B1	oxford3000
marketing	n	B1	B1	oxford3000
marketplace	n	C1	C1	oxford5000
marriage	n	B1	B1	oxford3000
married	adj	A1	A1	oxford3000
marry	v	A2	A2	oxford3000
martial	adj	B2	B2	oxford5000
mask	n	C1	C1	oxford5000
mass	n|adj	B2	B2	oxford3000
massacre	n	C1	C1	oxford5000
massive	adj	B2	B2	oxford3000
master	n|v	B2	B2	oxford3000
match	n|v	A1	A1	oxford3000
matching	adj	B2	B2	oxford3000
mate	n|v	B2	B2	oxford5000
material	n|adj	A2	A2|B2	oxford3000
mathematical	adj	C1	C1	oxford5000
mathematics	n	A2	A2	oxford3000
maths	n	A2	A2	oxford3000
matter	n|v	A2	A2	oxford3000
mature	adj|v	C1	C1	oxford5000
maximize	v	C1	C1	oxford5000
maximum	adj|n	B2	B2	oxford3000
may	n|modal v	A1	A1|A2	oxford3000
maybe	adv	A1	A1	oxford3000
mayor	n	B2	B2	oxford5000
me	pron	A1	A1	oxford3000
meal	n	A1	A1	oxford3000
mean	v	A1	A1	oxford3000
meaning	n	A1	A1	oxford3000
meaningful	adj	C1	C1	oxford5000
means	n	B2	B2	oxford3000
meantime	n	C1	C1	oxford5000
meanwhile	adv	B1	B1	oxford3000
measure	v|n	B1	B1	oxford3000
measurement	n	B2	B2	oxford3000
meat	n	A1	A1	oxford3000
mechanic	n	B2	B2	oxford5000
mechanical	adj	B2	B2	oxford5000
mechanism	n	B2	B2	oxford5000
medal	n	B2	B2	oxford5000
media	n	A2	A2	oxford3000
medical	adj	A2	A2	oxford3000
medication	n	B2	B2	oxford5000
medicine	n	A2	A2	oxford3000
medieval	adj	C1	C1	oxford5000
meditation	n	C1	C1	oxford5000
medium	adj|n	B1	B1|B2	oxford3000
meet	v	A1	A1	oxford3000
meeting	n	A1	A1	oxford3000
melody	n	C1	C1	oxford5000
melt	v	B2	B2	oxford3000
member	n	A1	A1	oxford3000
membership	n	B2	B2	oxford5000
memo	n	C1	C1	oxford5000
memoir	n	C1	C1	oxford5000
memorable	adj	B2	B2	oxford5000
memorial	n	C1	C1	oxford5000
memory	n	A2	A2	oxford3000
mental	adj	B1	B1	oxford3000
mention	v|n	A2	A2|B1	oxford3000
mentor	n	C1	C1	oxford5000
menu	n	A1	A1	oxford3000
merchant	n	C1	C1	oxford5000
mercy	n	C1	C1	oxford5000
mere	adj	C1	C1	oxford5000
merely	adv	C1	C1	oxford5000
merge	v	C1	C1	oxford5000
merger	n	C1	C1	oxford5000
merit	n	C1	C1	oxford5000
mess	n|v	B1	B1	oxford3000
message	n	A1	A1	oxford3000
metal	n	A2	A2	oxford3000
metaphor	n	B2	B2	oxford5000
method	n	A2	A2	oxford3000
methodology	n	C1	C1	oxford5000
metre	n	A1	A1	oxford3000
middle	n|adj	A2	A2	oxford3000
midnight	n	A1	A1	oxford3000
midst	n	C1	C1	oxford5000
might	modal v	A2	A2	oxford3000
migration	n	C1	C1	oxford5000
mild	adj	B1	B1	oxford3000
mile	n	A1	A1	oxford3000
militant	n|adj	C1	C1	oxford5000
military	adj|n	B2	B2	oxford3000
militia	n	C1	C1	oxford5000
milk	n	A1	A1	oxford3000
mill	n	C1	C1	oxford5000
million	number	A1	A1	oxford3000
mind	n|v	A2	A2	oxford3000
mine	pron|n	A2	A2|B1	oxford3000
miner	n	B2	B2	oxford5000
mineral	n	B2	B2	oxford3000
minimal	adj	C1	C1	oxford5000
minimize	v	C1	C1	oxford5000
minimum	adj|n	B2	B2	oxford3000
mining	n	C1	C1	oxford5000
minister	n	B2	B2	oxford3000
ministry	n	C1	C1	oxford5000
minor	adj	B2	B2	oxford3000
minority	n	B2	B2	oxford3000
minute	n|adj	A1	A1|C1	oxford3000
miracle	n	C1	C1	oxford5000
mirror	n	A2	A2	oxford3000
miserable	adj	B2	B2	oxford5000
misery	n	C1	C1	oxford5000
misleading	adj	C1	C1	oxford5000
miss	v	A1	A1	oxford3000
missile	n	C1	C1	oxford5000
missing	adj	A2	A2	oxford3000
mission	n	B2	B2	oxford3000
mistake	n|v	A1	A1|B2	oxford3000
mix	v|n	B1	B1	oxford3000
mixed	adj	B2	B2	oxford3000
mixture	n	B1	B1	oxford3000
mob	n	C1	C1	oxford5000
mobile	adj|n	A2	A2	oxford3000
mobility	n	C1	C1	oxford5000
mobilize	v	C1	C1	oxford5000
mode	n	B2	B2	oxford5000
model	n|v	A1	A1|B2	oxford3000
moderate	adj	C1	C1	oxford5000
modern	adj	A1	A1	oxford3000
modest	adj	B2	B2	oxford5000
modification	n	C1	C1	oxford5000
modify	v	B2	B2	oxford3000
moment	n	A1	A1	oxford3000
momentum	n	C1	C1	oxford5000
monday	n	A1	A1	oxford3000
money	n	A1	A1	oxford3000
monitor	n|v	B2	B2	oxford3000
monk	n	C1	C1	oxford5000
monkey	n	A2	A2	oxford3000
monopoly	n	C1	C1	oxford5000
monster	n	B2	B2	oxford5000
month	n	A1	A1	oxford3000
monthly	adj	B2	B2	oxford5000
monument	n	B2	B2	oxford5000
mood	n	B1	B1	oxford3000
moon	n	A2	A2	oxford3000
moral	adj|n	B2	B2	oxford3000
morality	n	C1	C1	oxford5000
more	det|pron|adv	A1	A1	oxford3000
moreover	adv	B2	B2	oxford5000
morning	n	A1	A1	oxford3000
mortgage	n	B2	B2	oxford5000
mosque	n	B2	B2	oxford5000
most	det|pron|adv	A1	A1	oxford3000
mostly	adv	A2	A2	oxford3000
mother	n	A1	A1	oxford3000
motion	n	B2	B2	oxford5000
motivate	v	B2	B2	oxford5000
motivation	n	B2	B2	oxford5000
motive	n	C1	C1	oxford5000
motor	n|adj	B2	B2	oxford3000
motorcycle	n	A2	A2	oxford3000
motorist	n	C1	C1	oxford5000
mount	v	B2	B2	oxford3000
mountain	n	A1	A1	oxford3000
mouse	n	A1	A1	oxford3000
mouth	n	A1	A1	oxford3000
move	v|n	A1	A1|B1	oxford3000
movement	n	A2	A2	oxford3000
movie	n	A1	A1	oxford3000
moving	adj	B2	B2	oxford5000
much	det|pron|adv	A1	A1	oxford3000
mud	n	B1	B1	oxford3000
multiple	adj	B2	B2	oxford3000
multiply	v	B2	B2	oxford3000
mum	n	A1	A1	oxford3000
municipal	adj	C1	C1	oxford5000
murder	n|v	B1	B1	oxford3000
muscle	n	B1	B1	oxford3000
museum	n	A1	A1	oxford3000
music	n	A1	A1	oxford3000
musical	adj|n	A2	A2|B1	oxford3000
musician	n	A2	A2	oxford3000
must	modal v	A1	A1	oxford3000
mutual	adj	C1	C1	oxford5000
my	det	A1	A1	oxford3000
myself	pron	A2	A2	oxford3000
mysterious	adj	B2	B2	oxford3000
mystery	n	B1	B1	oxford3000
myth	n	B2	B2	oxford5000
nail	n	B1	B1	oxford3000
naked	adj	B2	B2	oxford5000
name	n|v	A1	A1	oxford3000
namely	adv	C1	C1	oxford5000
narrative	n|adj	B1	B1	oxford3000
narrow	adj|v	A2	A2|B2	oxford3000
nasty	adj	B2	B2	oxford5000
nation	n	B1	B1	oxford3000
national	adj|n	A2	A2|B2	oxford3000
nationwide	adj	C1	C1	oxford5000
native	adj|n	B1	B1	oxford3000
natural	adj	A1	A1	oxford3000
naturally	adv	B1	B1	oxford3000
nature	n	A2	A2	oxford3000
naval	adj	C1	C1	oxford5000
navigation	n	B2	B2	oxford5000
near	prep|adj|adv	A1	A1	oxford3000
nearby	adj|adv	B2	B2	oxford5000
nearly	adv	A2	A2	oxford3000
neat	adj	B2	B2	oxford3000
necessarily	adv	B1	B1	oxford3000
necessary	adj	A2	A2	oxford3000
necessity	n	B2	B2	oxford5000
neck	n	A2	A2	oxford3000
need	v|n|modal v	A1	A1|A2|B1	oxford3000
needle	n	B1	B1	oxford3000
negative	adj|n	A1	A1|B2	oxford3000
neglect	v|n	C1	C1	oxford5000
negotiate	v	B2	B2	oxford5000
negotiation	n	B2	B2	oxford5000
neighbour	n	A1	A1	oxford3000
neighbourhood	n	B1	B1	oxford3000
neighbouring	adj	C1	C1	oxford5000
neither	det|pron|adv	A2	A2|B1	oxford3000
nerve	n	B2	B2	oxford3000
nervous	adj	A2	A2	oxford3000
nest	n	C1	C1	oxford5000
net	n|adj	B1	B1|C1	oxford3000
network	n	A2	A2	oxford3000
neutral	adj	B2	B2	oxford5000
never	adv	A1	A1	oxford3000
nevertheless	adv	B2	B2	oxford3000
new	adj	A1	A1	oxford3000
newly	adv	B2	B2	oxford5000
news	n	A1	A1	oxford3000
newsletter	n	C1	C1	oxford5000
newspaper	n	A1	A1	oxford3000
next	adj|adv|n	A1	A1|B1	oxford3000
next to	prep	A1	A1	oxford3000
nice	adj	A1	A1	oxford3000
niche	n	C1	C1	oxford5000
night	n	A1	A1	oxford3000
nightmare	n	B2	B2	oxford3000
nine	number	A1	A1	oxford3000
nineteen	number	A1	A1	oxford3000
ninety	number	A1	A1	oxford3000
no	exclam|det	A1	A1	oxford3000
no one	pron	A1	A1	oxford3000
noble	adj	C1	C1	oxford5000
nobody	pron	A1	A1	oxford3000
nod	v	C1	C1	oxford5000
noise	n	A2	A2	oxford3000
noisy	adj	A2	A2	oxford3000
nominate	v	C1	C1	oxford5000
nomination	n	C1	C1	oxford5000
nominee	n	C1	C1	oxford5000
non-profit	adj	C1	C1	oxford5000
none	pron	A2	A2	oxford3000
nonetheless	adv	C1	C1	oxford5000
nonsense	n	C1	C1	oxford5000
noon	n	C1	C1	oxford5000
nor	conj|adv	B1	B1	oxford3000
norm	n	B2	B2	oxford5000
normal	adj|n	A2	A2|B1	oxford3000
normally	adv	A2	A2	oxford3000
north	n|adj|adv	A1	A1	oxford3000
northern	adj	B1	B1	oxford3000
nose	n	A1	A1	oxford3000
not	adv	A1	A1	oxford3000
notable	adj	C1	C1	oxford5000
notably	adv	C1	C1	oxford5000
note	n|v	A1	A1|B1	oxford3000
notebook	n	B2	B2	oxford5000
nothing	pron	A1	A1	oxford3000
notice	v|n	A2	A2	oxford3000
notify	v	C1	C1	oxford5000
notion	n	B2	B2	oxford3000
notorious	adj	C1	C1	oxford5000
novel	n|adj	A2	A2|C1	oxford3000
novelist	n	B2	B2	oxford5000
november	n	A1	A1	oxford3000
now	adv|conj	A1	A1|B1	oxford3000
nowadays	adv	B2	B2	oxford5000
nowhere	adv	A2	A2	oxford3000
nuclear	adj	B1	B1	oxford3000
number	number|n|v|adv	A1	A1|A2	oxford3000
numerous	adj	B2	B2	oxford3000
nurse	n	A1	A1	oxford3000
nursery	n	C1	C1	oxford5000
nursing	adj	B2	B2	oxford5000
nut	n	A2	A2	oxford3000
nutrition	n	B2	B2	oxford5000
obesity	n	B2	B2	oxford5000
obey	v	B2	B2	oxford3000
object	n|v	A1	A1|B2	oxford3000
objection	n	C1	C1	oxford5000
objective	n|adj	B2	B2	oxford3000
obligation	n	B2	B2	oxford3000
oblige	v	C1	C1	oxford5000
observation	n	B2	B2	oxford3000
observe	v	B2	B2	oxford3000
observer	n	B2	B2	oxford5000
obsess	v	C1	C1	oxford5000
obsession	n	C1	C1	oxford5000
obstacle	n	B2	B2	oxford5000
obtain	v	B2	B2	oxford3000
obvious	adj	B1	B1	oxford3000
obviously	adv	B1	B1	oxford3000
occasion	n	B1	B1	oxford3000
occasional	adj	C1	C1	oxford5000
occasionally	adv	B2	B2	oxford3000
occupation	n	B2	B2	oxford5000
occupy	v	B2	B2	oxford5000
occur	v	B1	B1	oxford3000
occurrence	n	C1	C1	oxford5000
ocean	n	A2	A2	oxford3000
october	n	A1	A1	oxford3000
odd	adj	B1	B1	oxford3000
odds	n	C1	C1	oxford5000
of	prep	A1	A1	oxford3000
off	adv|prep	A1	A1	oxford3000
offence	n	B2	B2	oxford3000
offend	v	B2	B2	oxford3000
offender	n	B2	B2	oxford5000
offensive	adj	B2	B2	oxford3000
offer	v|n	A2	A2	oxford3000
offering	n	C1	C1	oxford5000
office	n	A1	A1	oxford3000
officer	n	A2	A2	oxford3000
official	adj|n	B1	B1|B2	oxford3000
offspring	n	C1	C1	oxford5000
often	adv	A1	A1	oxford3000
oh	exclam	A1	A1	oxford3000
oil	n	A2	A2	oxford3000
ok	exclam|adj|adv	A1	A1	oxford3000
old	adj	A1	A1	oxford3000
old-fashioned	adj	B1	B1	oxford3000
on	prep|adv	A1	A1	oxford3000
once	adv|conj	A1	A1|B1	oxford3000
one	number|det|pron	A1	A1	oxford3000
ongoing	adj	B2	B2	oxford5000
onion	n	A1	A1	oxford3000
online	adj|adv	A1	A1	oxford3000
only	adj|adv	A1	A1	oxford3000
onto	prep	A2	A2	oxford3000
open	adj|v	A1	A1	oxford3000
opening	n	B2	B2	oxford3000
