word	pknown	prevalence	nobs
caporal	0.2555	-0.650	407
capote	0.5710	0.177	345
capped	0.9901	2.176	405
capper	0.6017	0.255	349
capping	0.9574	1.673	376
cappuccino	0.9882	2.127	422
capriccio	0.5038	0.009	397
caprice	0.9188	1.370	394
capricious	0.9374	1.498	431
capriciously	0.9045	1.284	419
capriciousness	0.8789	1.151	421
capricorn	0.9910	2.199	443
capriole	0.4000	-0.251	405
capsaicin	0.5288	0.072	399
capsicum	0.6282	0.324	425
capsid	0.3165	-0.472	139
capsize	0.9883	2.130	342
capstan	0.4293	-0.176	389
capstone	0.8206	0.905	418
capsular	0.7674	0.722	387
capsulate	0.8801	1.157	417
capsulated	0.9309	1.451	376
capsulation	0.8756	1.135	402
capsule	0.9975	2.434	403
captain	0.9893	2.156	375
captaincy	0.6859	0.479	417
captainship	0.7730	0.740	370
captcha	0.5417	0.104	384
caption	0.9976	2.441	425
captious	0.5479	0.119	407
captiously	0.5428	0.106	409
captiousness	0.4548	-0.112	387
captivate	0.9873	2.106	393
captivating	0.9908	2.195	327
captivatingly	0.9259	1.416	243
captivation	0.9948	2.320	383
captivator	0.9537	1.637	367
captive	1.0000	2.576	403
captivity	0.9925	2.244	400
captopril	0.0982	-1.269	163
captor	0.9575	1.674	400
capture	0.9946	2.314	372
capturer	0.9273	1.426	399
capuche	0.2710	-0.603	417
capuchin	0.5923	0.231	390
caput	0.7935	0.808	431
capybara	0.5099	0.025	404
car	0.9949	2.324	391
carabineer	0.6317	0.333	372
caracal	0.2539	-0.655	386
caracara	0.1932	-0.855	383
caracole	0.2594	-0.638	397
carafe	0.7800	0.763	400
caramel	0.9925	2.243	398
caramelize	0.9654	1.760	405
carangid	0.0727	-1.426	385
carapace	0.6037	0.260	376
carat	0.9269	1.423	383
caravan	0.9894	2.156	376
caravansary	0.2225	-0.755	418
caravanserai	0.1807	-0.901	476
caravel	0.5387	0.096	401
caraway	0.7778	0.755	396
carb	0.9400	1.519	150
carbamazepine	0.2174	-0.771	138
carbide	0.7281	0.600	423
carbine	0.8763	1.138	396
carbohydrate	0.9953	2.339	424
carbolated	0.2944	-0.535	394
carbolic	0.8282	0.934	390
carbon	0.9952	2.335	414
carbonaceous	0.6075	0.270	400
carbonate	0.9896	2.162	384
carbonation	0.9563	1.662	412
carbonator	0.8766	1.140	397
carbonic	0.8866	1.189	432
carboniferous	0.6592	0.406	355
carbonization	0.9726	1.851	402
carbonize	0.9391	1.511	443
carbonless	0.9128	1.333	390
carbonyl	0.4937	-0.016	399
carboxyl	0.5762	0.190	453
carboxylation	0.4872	-0.032	156
carboxylic	0.5192	0.048	416
carboy	0.4098	-0.226	427
carbuncle	0.8150	0.885	373
carbuncled	0.6546	0.394	414
carbuncular	0.7033	0.528	391
carburant	0.2391	-0.701	389
carburet	0.2038	-0.818	417
carburetor	0.7875	0.788	433
carburization	0.3460	-0.392	396
carburize	0.2533	-0.656	375
carburizer	0.2366	-0.709	224
carcajou	0.1066	-1.224	366
carcass	0.9732	1.858	410
carcinogen	0.9303	1.447	416
carcinogenesis	0.7909	0.799	416
carcinogenic	0.9438	1.549	409
carcinogenicity	0.7711	0.734	166
carcinoid	0.6954	0.506	174
carcinoma	0.8229	0.914	367
carcinomatous	0.4065	-0.234	155
card	0.9952	2.336	418
cardamom	0.7163	0.566	423
cardboard	0.9906	2.190	427
carded	0.9506	1.609	385
carder	0.4972	-0.007	362
cardholder	0.9818	1.995	439
cardiac	0.9894	2.157	377
cardigan	0.9951	2.331	407
cardinal	0.9934	2.273	456
cardinality	0.7143	0.560	161
cardinally	0.8980	1.248	451
cardinalship	0.8333	0.954	402
carding	0.8686	1.102	388
cardiogenic	0.8462	1.006	156
cardiogram	0.9609	1.709	409
cardiograph	0.9742	1.873	427
cardiologist	0.9924	2.240	393
cardiology	0.9873	2.107	394
cardiomegaly	0.3517	-0.377	145
cardiomyopathy	0.8529	1.034	136
cardiopulmonary	0.9444	1.555	342
cardiovascular	0.9894	2.158	379
cardoon	0.2015	-0.826	397
cardsharp	0.5025	0.006	406
cardsharping	0.5154	0.038	423
cardstock	0.8475	1.011	459
care	0.9973	2.424	371
careen	0.7944	0.812	360
careenage	0.1947	-0.850	416
career	0.9975	2.432	394
careering	0.7824	0.771	386
careerism	0.7362	0.624	398
careerist	0.8329	0.953	395
carefree	0.9974	2.428	382
careful	0.9948	2.320	383
carefully	0.9951	2.331	407
carefulness	0.9606	1.706	406
caregiver	0.9757	1.895	371
caregiving	0.9941	2.295	169
careless	0.9927	2.249	409
carelessly	0.9951	2.331	407
carelessness	0.9948	2.320	382
carer	0.6343	0.340	350
caress	0.9799	1.963	399
caresser	0.8593	1.061	405
caressing	0.9828	2.013	406
caressingly	0.8700	1.109	423
caret	0.5865	0.216	399
caretaker	0.9977	2.441	427
caretaking	0.9900	2.174	402
careworn	0.6883	0.486	385
carfare	0.5774	0.193	407
carful	0.4497	-0.125	447
cargo	0.9946	2.312	367
carhop	0.6411	0.358	404
caribou	0.9365	1.492	362
caricature	0.9516	1.617	413
caricaturist	0.8662	1.092	426
caries	0.5445	0.111	393
carillon	0.4911	-0.022	393
carina	0.3128	-0.483	374
carination	0.2978	-0.525	403
caring	0.9945	2.310	363
carioca	0.1995	-0.833	401
cariole	0.2421	-0.691	413
carious	0.3817	-0.298	393
cariousness	0.2176	-0.771	239
carjack	0.9737	1.866	419
carjacker	0.9626	1.727	374
carjacking	0.9903	2.182	414
cark	0.0977	-1.272	399
carking	0.1106	-1.203	416
carless	0.7395	0.634	357
carline	0.2137	-0.784	393
carling	0.3000	-0.519	380
carlings	0.1985	-0.836	393
carload	0.9332	1.467	389
carmagnole	0.1108	-1.202	406
carmaker	0.7731	0.740	357
carminative	0.2169	-0.773	438
carmine	0.7650	0.714	383
carnage	0.9843	2.042	445
carnal	0.9573	1.672	422
carnality	0.7638	0.710	398
carnally	0.8617	1.072	405
carnassial	0.1741	-0.925	425
carnation	0.9754	1.890	406
carnauba	0.2776	-0.583	407
carnelian	0.4317	-0.170	366
carnet	0.3766	-0.311	393
carney	0.6160	0.292	125
carnival	0.9949	2.324	391
carnivore	0.9974	2.427	378
carnivorous	0.9870	2.101	386
carnivorously	0.9547	1.647	243
carnivorousness	0.8538	1.038	260
carob	0.6737	0.445	380
caroche	0.2251	-0.746	391
carol	0.9747	1.880	395
caroler	0.8186	0.898	419
caroling	0.9401	1.520	401
carom	0.2521	-0.660	365
carotene	0.8067	0.855	388
carotenoid	0.5850	0.213	147
carotid	0.6765	0.453	408
carousal	0.7737	0.742	380
carouse	0.7775	0.755	418
carousel	1.0000	2.576	422
carouser	0.7852	0.780	391
carousing	0.8953	1.234	363
carp	0.9671	1.779	395
carpal	0.8759	1.137	419
carpark	0.9026	1.273	390
carpel	0.7560	0.685	377
carpenter	0.9949	2.325	394
carpentering	0.7744	0.744	399
carpentry	0.9905	2.185	420
carper	0.4685	-0.078	429
carpet	1.0000	2.576	407
carpetbag	0.9007	1.263	413
carpetbagger	0.8724	1.120	392
carpetbaggery	0.7664	0.719	441
carpeting	0.9851	2.059	403
carpetweed	0.4804	-0.049	383
carpi	0.3139	-0.480	137
carping	0.7836	0.775	365
carpingly	0.4217	-0.195	230
carpological	0.4097	-0.226	393
carpology	0.3763	-0.312	380
carpool	0.9623	1.724	398
carport	0.9136	1.337	405
carpus	0.2628	-0.628	137
carrack	0.2803	-0.575	346
carrageen	0.2823	-0.570	372
carrageenan	0.2807	-0.574	171
carrel	0.3740	-0.318	385
carriage	0.9925	2.245	402
carriageway	0.8539	1.038	397
carried	0.9976	2.440	424
carrier	0.9972	2.419	357
carrion	0.8052	0.849	385
carronade	0.2016	-0.825	377
carrot	0.9950	2.329	401
carroty	0.4638	-0.090	373
carrousel	0.8107	0.869	412
carry	1.0000	2.576	402
carryall	0.7847	0.778	404
carrying	0.9950	2.328	400
carryon	0.6117	0.281	273
carryover	0.9101	1.316	367
carsick	0.9197	1.375	411
carsickness	0.9474	1.580	266
cart	0.9946	2.314	372
cartable	0.6692	0.433	402
cartage	0.5320	0.080	406
carte	0.8401	0.981	394
cartel	0.9604	1.704	404
cartelism	0.3497	-0.382	429
cartelist	0.3185	-0.467	405
cartelization	0.4854	-0.036	377
cartelize	0.3061	-0.501	428
carter	0.8886	1.199	386
cartesian	0.7450	0.651	353
cartful	0.7535	0.677	430
carthorse	0.7458	0.654	413
cartilage	0.9881	2.125	419
cartilaginous	0.6028	0.258	423
cartload	0.9417	1.532	446
cartogram	0.6112	0.280	427
cartographer	0.9370	1.496	397
cartographic	0.8829	1.170	410
cartographical	0.8898	1.205	381
cartographically	0.8653	1.088	245
cartography	0.9517	1.618	393
carton	0.9931	2.264	437
cartoon	0.9974	2.427	379
cartoonist	0.9931	2.262	433
cartouche	0.6172	0.295	418
cartridge	0.9922	2.234	383
cartulary	0.1643	-0.964	420
cartwheel	0.9901	2.175	403
caruncle	0.1950	-0.849	400
carve	0.9794	1.953	388
carvel	0.4084	-0.229	431
carven	0.4130	-0.217	414
carver	0.9701	1.818	402
carving	0.9901	2.177	406
carwash	0.9704	1.822	406
caryatid	0.3137	-0.480	408
caryophyllaceous	0.2364	-0.710	385
caryopses	0.1589	-0.985	409
caryopsis	0.2596	-0.637	416
casaba	0.3594	-0.356	409
casanova	0.9586	1.685	411
cascade	0.9947	2.319	380
cascara	0.2110	-0.793	365
cascarilla	0.1621	-0.972	364
case	0.9929	2.256	423
caseation	0.2761	-0.588	163
casebook	0.9124	1.330	388
cased	0.9649	1.754	399
caseharden	0.2927	-0.540	410
casein	0.5129	0.032	388
caseload	0.9515	1.616	371
casemate	0.5537	0.134	428
casemated	0.2415	-0.693	381
casement	0.8607	1.067	366
casemented	0.4101	-0.225	395
caseous	0.3629	-0.347	383
caser	0.3478	-0.387	276
casern	0.1842	-0.888	380
casework	0.9780	1.931	410
caseworker	0.9738	1.867	420
cash	0.9972	2.422	363
cashable	0.8727	1.122	385
cashback	0.9306	1.449	389
cashbook	0.8458	1.004	389
cashbox	0.9780	1.931	364
cashew	0.9950	2.329	401
cashier	0.9949	2.323	389
cashmere	0.9813	1.986	374
casing	0.9781	1.932	365
casino	0.9868	2.096	379
cask	0.9071	1.299	409
casket	0.9879	2.120	413
casqued	0.3277	-0.442	412
cassation	0.2579	-0.642	380
cassava	0.4762	-0.059	147
casserole	0.9872	2.105	392
cassette	0.9952	2.335	416
cassia	0.3110	-0.488	418
cassimere	0.2474	-0.675	388
cassis	0.5160	0.040	407
cassock	0.7279	0.600	408
cassoulet	0.5819	0.205	409
cassowary	0.4490	-0.127	392
cast	0.9974	2.430	387
castanet	0.7173	0.569	421
castanets	0.7603	0.699	438
castaway	0.9928	2.253	417
caste	0.9195	1.374	447
casteless	0.8015	0.836	413
castellan	0.4885	-0.028	393
castellany	0.2568	-0.646	366
castellated	0.5025	0.006	408
castellation	0.5164	0.041	457
caster	0.9458	1.566	461
castigate	0.8038	0.844	367
castigation	0.7990	0.827	383
castigator	0.6880	0.485	407
castigatory	0.5685	0.171	394
casting	0.9931	2.264	437
castle	1.0000	2.576	381
castled	0.8022	0.839	445
castling	0.5379	0.094	383
castoff	0.9538	1.637	411
castor	0.9093	1.312	408
castrate	0.9897	2.166	390
castration	0.9853	2.064	409
castrato	0.4829	-0.042	381
castrator	0.9082	1.305	414
casual	0.9919	2.227	372
casually	0.9974	2.430	387
casualness	0.9322	1.460	413
casualty	0.9928	2.252	414
casuist	0.1679	-0.949	399
casuistic	0.2558	-0.649	391
casuistically	0.3432	-0.399	236
casuistry	0.1364	-1.080	374
casus	0.1596	-0.982	426
cat	1.0000	2.576	364
catabolic	0.6968	0.510	442
catabolically	0.4795	-0.051	244
catabolism	0.5249	0.062	362
catachreses	0.1208	-1.152	447
catachresis	0.2289	-0.734	415
catachrestic	0.1832	-0.891	404
catachrestical	0.1075	-1.219	428
catachrestically	0.1880	-0.874	266
cataclysm	0.9680	1.791	375
cataclysmal	0.8142	0.882	366
cataclysmic	0.9713	1.833	383
cataclysmically	0.8966	1.241	416
catacomb	0.9559	1.658	363
catafalque	0.1732	-0.929	433
catalase	0.3108	-0.488	148
catalectic	0.4065	-0.234	460
catalepsy	0.4486	-0.128	370
cataleptic	0.5333	0.083	405
catalog	0.9443	1.554	395
cataloger	0.7622	0.705	429
catalogue	0.9902	2.178	408
cataloguer	0.8204	0.905	401
catalpa	0.2477	-0.674	428
catalyses	0.7206	0.578	383
catalysis	0.8490	1.017	384
catalyst	0.9951	2.332	408
catalytic	0.9645	1.748	422
catalytically	0.8076	0.858	369
catalyze	0.9446	1.556	397
catamaran	0.8541	1.039	377
catamite	0.4204	-0.199	421
catamount	0.5597	0.149	377
catamountain	0.1858	-0.882	393
cataphyll	0.3921	-0.271	403
cataplasm	0.3897	-0.277	390
cataplexy	0.3991	-0.253	436
catapult	0.9819	1.996	441
cataract	0.9727	1.851	366
catarrh	0.3753	-0.315	397
catarrhal	0.3005	-0.517	376
catarrhally	0.1244	-1.135	225
catastasis	0.4386	-0.153	399
catastrophe	1.0000	2.576	404
catastrophic	1.0000	2.576	397
catastrophically	0.9758	1.896	372
catastrophist	0.7608	0.700	372
catatonia	0.7526	0.675	388
catatonic	0.9876	2.113	403
catawampus	0.5314	0.078	382
catbird	0.5580	0.144	414
catboat	0.2560	-0.648	414
catcall	0.9107	1.320	392
catch	0.9931	2.262	434
catchable	0.9572	1.671	374
catchall	0.8297	0.940	411
catcher	0.9841	2.039	378
catchfly	0.5396	0.099	391
catchiness	0.9393	1.513	247
catching	0.9947	2.318	379
catchment	0.6220	0.308	418
catchpenny	0.4261	-0.184	352
catchphrase	0.9813	1.987	375
catchpole	0.6901	0.491	384
catchpoll	0.3886	-0.280	386
catchword	0.8698	1.108	384
catchy	0.9858	2.074	423
catechesis	0.4250	-0.187	400
catechetic	0.3471	-0.389	412
catechetical	0.3769	-0.310	390
catechism	0.7984	0.826	387
catechist	0.5661	0.165	401
catechistic	0.5545	0.136	431
catechistical	0.4204	-0.199	383
catechistically	0.4737	-0.065	228
catechization	0.4452	-0.136	429
catechize	0.4453	-0.136	402
catechizer	0.3262	-0.446	420
catechol	0.1477	-1.031	149
catecholamine	0.3356	-0.420	432
catechu	0.0395	-1.705	380
catechumen	0.2420	-0.692	376
catechumenal	0.1952	-0.848	415
categorical	0.9767	1.910	429
categorically	0.9892	2.153	371
categoricalness	0.4646	-0.088	254
categorist	0.9043	1.283	418
categorization	0.9844	2.044	384
categorize	1.0000	2.576	392
category	1.0000	2.576	423
catena	0.1860	-0.881	430
catenae	0.1458	-1.039	384
catenary	0.2828	-0.568	145
catenation	0.3289	-0.438	450
catenin	0.0888	-1.323	169
catenulate	0.1468	-1.035	402
cater	0.9632	1.735	408
caterer	0.9691	1.805	421
cateress	0.3663	-0.338	404
catering	0.9901	2.176	405
caterpillar	0.9853	2.062	407
caterwaul	0.6690	0.432	435
caterwauler	0.6121	0.282	379
caterwauling	0.7048	0.532	376
catfight	0.9882	2.127	422
catfish	0.9975	2.433	399
catgut	0.6608	0.410	395
catharsis	0.9024	1.272	461
cathartic	0.9337	1.471	407
cathartically	0.9241	1.404	237
cathead	0.4457	-0.135	368
cathedra	0.4041	-0.240	386
cathedral	0.9893	2.155	374
catheter	0.9491	1.594	373
catheterization	0.8857	1.184	385
catheterize	0.8725	1.121	400
cathetometer	0.5247	0.061	385
cathode	0.8140	0.881	414
catholic	0.9975	2.433	397
catholically	0.6320	0.334	231
catholicism	0.9923	2.238	390
catholicity	0.4941	-0.015	425
catholicize	0.8675	1.098	400
catholicon	0.1821	-0.896	379
cathouse	0.7925	0.805	347
cationic	0.4591	-0.102	403
catkin	0.3798	-0.303	416
catlike	0.9271	1.424	439
catmint	0.4112	-0.222	394
catnap	0.9705	1.822	373
catnip	0.9703	1.820	404
catoptrical	0.1078	-1.218	399
catoptrics	0.0951	-1.286	410
catsup	0.7736	0.742	424
cattail	0.7751	0.746	409
cattalo	0.0461	-1.639	434
cattery	0.5962	0.241	369
cattily	0.5768	0.192	241
cattiness	0.9061	1.293	426
cattish	0.7480	0.660	373
cattishly	0.6418	0.359	388
cattishness	0.6812	0.466	389
cattle	1.0000	2.576	417
cattleman	0.9184	1.367	429
catty	0.9254	1.413	389
catwalk	0.9950	2.329	402
caucasian	0.9879	2.120	412
caucus	0.9028	1.274	432
caudal	0.4056	-0.236	392
caudally	0.2688	-0.609	372
caudate	0.3284	-0.440	408
caudated	0.2120	-0.789	382
caudices	0.2888	-0.551	419
caudillo	0.1777	-0.912	377
caudle	0.5105	0.026	427
caught	0.9916	2.217	358
caul	0.4562	-0.109	434
cauldron	0.9974	2.430	389
caules	0.1512	-1.017	377
caulicle	0.1436	-1.049	411
cauliflower	0.9869	2.097	381
caulis	0.2679	-0.612	418
caulk	0.8530	1.034	415
causable	0.8673	1.097	407
causal	0.9293	1.440	382
causality	0.9475	1.581	400
causally	0.8763	1.139	380
causation	0.8895	1.203	389
causational	0.8000	0.831	410
causative	0.8380	0.972	395
causatively	0.6017	0.255	236
causativeness	0.4901	-0.025	253
cause	0.9976	2.440	422
causeless	0.9202	1.379	451
causelessly	0.6933	0.500	375
causer	0.6552	0.395	406
causerie	0.2467	-0.677	381
causeway	0.9333	1.468	375
causey	0.1610	-0.977	354
causing	0.9927	2.251	413
caustic	0.9550	1.649	444
caustically	0.9217	1.388	434
causticity	0.7440	0.648	418
cauterization	0.9075	1.302	411
cauterize	0.8786	1.150	412
cautery	0.4388	-0.152	376
caution	0.9976	2.437	413
cautionary	0.9925	2.243	398
cautioner	0.8093	0.864	388
cautious	0.9924	2.241	395
cautiously	0.9949	2.326	396
cautiousness	0.9525	1.626	379
cava	0.5151	0.037	431
cavalcade	0.7598	0.697	383
cavalier	0.9772	1.917	394
cavalierly	0.7813	0.767	375
cavalla	0.2117	-0.791	444
cavalry	0.9854	2.065	411
cavalryman	0.9021	1.270	388
cavatina	0.2437	-0.686	398
cave	1.0000	2.576	403
caveat	0.8988	1.253	425
caveman	0.9923	2.237	389
cavern	0.9874	2.110	398
cavernous	0.9472	1.578	398
cavernously	0.8400	0.981	275
cavetto	0.1317	-1.101	372
caviar	0.9850	2.057	400
cavil	0.3519	-0.376	395
caviler	0.4084	-0.229	453
caviling	0.2067	-0.808	387
caving	0.9835	2.027	424
cavity	0.9948	2.321	385
cavort	0.8687	1.103	419
cavy	0.2846	-0.563	376
caw	0.7596	0.697	391
cay	0.4293	-0.176	410
cayenne	0.9173	1.360	375
cease	0.9930	2.259	428
ceasefire	0.9795	1.956	391
ceaseless	0.9666	1.773	419
ceaselessly	0.9367	1.493	379
ceaselessness	0.8551	1.043	276
cecum	0.3382	-0.413	136
cedar	0.9856	2.070	417
cedarbird	0.3291	-0.438	392
cedarn	0.0561	-1.550	428
cede	0.8005	0.833	386
cedi	0.0742	-1.415	256
cedilla	0.3159	-0.474	383
ceftriaxone	0.0987	-1.266	152
ceil	0.3034	-0.509	445
ceiling	0.9950	2.330	403
ceilinged	0.4935	-0.016	383
celadon	0.5198	0.049	379
celandine	0.3609	-0.352	399
celeb	0.8575	1.053	393
celebrant	0.8571	1.052	392
celebrate	0.9975	2.432	394
celebrated	0.9944	2.308	360
celebration	0.9975	2.434	403
celebrative	0.8950	1.232	400
celebrator	0.8828	1.170	367
celebratory	0.9851	2.058	402
celebrity	0.9892	2.151	369
celeriac	0.5600	0.149	400
celerity	0.4514	-0.121	381
celery	0.9898	2.167	391
celesta	0.4796	-0.051	367
celeste	0.8240	0.918	375
celestial	0.9880	2.123	417
celestially	0.9499	1.602	379
celiac	0.8791	1.152	397
celibacy	0.9761	1.900	418
celibate	0.9592	1.691	441
cell	0.9931	2.263	436
cellar	0.9915	2.215	354
cellarage	0.2779	-0.582	385
cellarer	0.1856	-0.882	404
cellaret	0.1338	-1.092	411
cellaring	0.4745	-0.063	373
cellblock	0.9554	1.653	381
celled	0.8137	0.880	408
cellist	0.8582	1.056	409
cellmate	0.9924	2.240	393
cello	0.9747	1.880	395
cellophane	0.9639	1.742	388
cellphone	0.9837	2.032	369
cellular	0.9974	2.429	384
cellule	0.4276	-0.181	442
cellulite	0.9921	2.232	380
cellulitis	0.8883	1.198	403
celluloid	0.9502	1.605	402
cellulose	0.9714	1.835	385
cellulosic	0.4875	-0.031	439
cellulous	0.8484	1.015	442
celosia	0.1598	-0.981	438
celtic	0.9925	2.245	402
cembalist	0.2568	-0.646	370
cembalo	0.0616	-1.506	438
cement	0.9976	2.438	414
cementation	0.7593	0.696	378
cementer	0.7295	0.605	440
cemetery	0.9924	2.240	393
cenacle	0.1771	-0.914	384
cenobite	0.3194	-0.464	407
cenotaph	0.4963	-0.009	407
cenotaphic	0.2661	-0.617	372
cense	0.3798	-0.303	416
censer	0.4734	-0.066	357
censor	1.0000	2.576	367
censorable	0.9152	1.347	401
censorial	0.7660	0.717	423
censorious	0.6535	0.391	404
censoriously	0.6257	0.317	382
censoriousness	0.4519	-0.120	374
censorship	0.9976	2.439	418
censual	0.4988	-0.003	401
censurable	0.8486	1.016	403
censurably	0.5662	0.165	272
censure	0.9068	1.297	397
censurer	0.8162	0.889	408
census	0.9913	2.207	458
cent	0.9904	2.183	416
centaur	0.9383	1.506	389
centaurus	0.5857	0.214	321
centaury	0.3143	-0.479	420
centavo	0.3190	-0.466	232
centenarian	0.8433	0.994	402
centenary	0.7908	0.799	349
centennial	0.9557	1.656	406
center	0.9919	2.226	371
centerboard	0.8708	1.113	418
centered	0.9929	2.255	421
centerfield	0.9448	1.558	435
centerfold	0.9976	2.441	425
centering	0.9928	2.253	416
centerline	0.9254	1.413	389
centermost	0.9203	1.379	414
centerpiece	0.9972	2.420	360
centerpieces	0.9780	1.931	410
centerstage	0.9601	1.701	426
centesimal	0.3721	-0.323	387
centesimally	0.2540	-0.654	248
centesimo	0.1884	-0.872	398
centigrade	0.9263	1.419	353
centigram	0.8080	0.859	401
centiliter	0.5665	0.166	406
centime	0.3937	-0.267	348
centimeter	0.9976	2.436	409
centipede	0.9900	2.174	402
cento	0.2488	-0.671	402
central	0.9882	2.128	424
centralism	0.9421	1.535	397
centralist	0.9519	1.620	437
centralistic	0.8701	1.110	408
centrality	0.9071	1.299	409
centralization	0.9769	1.913	389
centralize	0.9828	2.014	408
centralized	0.9932	2.264	438
centralizer	0.8548	1.042	427
centrally	0.9738	1.867	420
centration	0.3786	-0.306	140
centric	0.9298	1.443	413
centrically	0.7895	0.795	228
centricity	0.8161	0.889	386
centrifugal	0.8967	1.241	397
centrifugalize	0.5777	0.194	412
centrifugally	0.8083	0.860	412
centrifugation	0.8037	0.844	428
centrifuge	0.9660	1.767	353
centriole	0.5519	0.129	154
centripetal	0.7371	0.627	445
centripetally	0.5563	0.140	444
centrism	0.8295	0.939	129
centrist	0.8081	0.860	422
centroid	0.6000	0.251	175
centromere	0.3623	-0.349	138
centrosome	0.3292	-0.437	161
centrum	0.7717	0.735	127
centum	0.3403	-0.407	385
centuple	0.3747	-0.316	403
centuplicate	0.3590	-0.357	415
centurial	0.7366	0.626	391
centurion	0.9535	1.635	430
century	0.9951	2.331	407
ceorlish	0.0486	-1.615	370
cephalic	0.7759	0.749	415
cephalochordate	0.3514	-0.377	387
cephalopod	0.7857	0.782	392
cephalosporin	0.4538	-0.115	346
cephalous	0.6606	0.410	383
ceramic	0.9868	2.096	379
ceramics	0.9879	2.120	412
ceramist	0.6366	0.346	388
cerate	0.3662	-0.338	426
ceratodus	0.1268	-1.124	355
ceratoid	0.3563	-0.365	421
cercal	0.1481	-1.030	385
cerci	0.1642	-0.964	402
cereal	1.0000	2.576	383
cereals	0.9773	1.919	396
cerebella	0.7417	0.641	391
cerebellar	0.4597	-0.100	422
cerebellum	0.9626	1.728	428
cerebra	0.6421	0.360	366
cerebral	0.9799	1.962	349
cerebrally	0.9378	1.502	402
cerebrate	0.5529	0.132	416
cerebration	0.4113	-0.222	389
cerebrospinal	0.7780	0.756	419
cerebrovascular	0.7578	0.691	128
cerebrum	0.9296	1.442	398
cerecloth	0.1071	-1.221	420
cerement	0.1906	-0.864	404
ceremonial	0.9916	2.216	356
ceremonialism	0.8484	1.015	409
ceremonialist	0.8437	0.995	371
ceremonially	0.9642	1.746	419
ceremonious	0.9444	1.555	396
ceremoniously	0.9878	2.118	410
ceremoniousness	0.7888	0.792	393
ceremony	1.0000	2.576	381
cereous	0.2390	-0.701	410
ceresin	0.2020	-0.824	406
cereus	0.3172	-0.470	413
ceria	0.1481	-1.029	378
ceriman	0.0896	-1.318	357
cerise	0.4976	-0.006	410
cerium	0.4140	-0.215	413
cernuous	0.1649	-0.961	376
cero	0.1282	-1.117	390
cerograph	0.3313	-0.432	332
cerographic	0.2925	-0.540	400
cerography	0.2920	-0.542	411
ceroplastic	0.3015	-0.514	398
ceroplastics	0.3650	-0.341	452
cerotic	0.2212	-0.759	330
cert	0.5724	0.181	145
certain	0.9978	2.446	445
certainly	0.9904	2.183	416
certainty	0.9897	2.165	389
certifiable	0.9845	2.047	388
certifiably	0.9766	1.908	384
certificate	0.9975	2.434	400
certification	0.9977	2.442	428
certificatory	0.6822	0.469	387
certified	1.0000	2.576	380
certifier	0.9383	1.506	389
certify	0.9945	2.311	366
certiorari	0.1641	-0.964	390
certitude	0.7753	0.747	405
cerulean	0.6804	0.464	413
