family,subband,rank,pos_in_band,zipf,prevalence,cefr,gse,awl,pos,members,definition,example
hood,4k-b,3662,44,4.187,0.9950,,,0,n,hooded|hooding|hoods,,
meantime,4k-b,3661,45,4.178,0.9859,C1,,0,n,,,
testimony,4k-b,3984,46,4.169,0.9957,C1,,0,n,testimonies,,
escort,4k-b,3601,47,4.167,0.9976,,,0,v,escorted|escorting|escorts|unescorted,,
skull,4k-b,3747,48,4.167,0.9949,B2,,0,n,skulls,,
hostage,4k-b,3832,49,4.163,0.9952,C1,,0,n,hostages,,
rifle,4k-b,3839,50,4.163,0.9882,C1,,0,n,rifled|rifleman|riflemen|rifles|rifling,,
foul,4k-b,3652,51,4.160,0.9931,,,0,adj,fouled|fouler|foulest|fouling|foulled|foulling|foully|foulness|fouls,,
corn,4k-b,3744,52,4.153,0.9949,,,0,n,,,
costume,4k-b,3845,53,4.150,0.9903,B1,,0,n,costumes,,
sacred,4k-b,3735,54,4.147,0.9930,C1,,0,adj,sacredly|sacredness,,
conscience,4k-b,3616,55,4.143,0.9954,C1,,0,n,consciences,,
tag,4k-b,3748,56,4.142,0.9973,B2,,0,n|v,tagged|tagging|tags|untagged,,
transcript,4k-b,3532,57,4.141,0.9974,C1,,0,n,transcription|transcriptional|transcriptions|transcripts,,
ambassador,4k-b,3615,58,4.131,0.9897,C1,,0,n,ambassadorial|ambassadors|ambassadorship|ambassadorships,,
thunder,4k-b,3765,59,4.124,1.0000,,,0,n,thundered|thundering|thunderous|thunderously|thunders|thundery,,
hut,4k-b,3501,60,4.121,1.0000,,,0,n,huts,,
waiter,4k-b,3722,61,4.120,0.9929,A1,,0,n,waiters|waitress|waitresses,,
rap,4k-b,3971,62,4.115,0.9905,,,0,n,rapped|rapper|rappers|rapping|raps,,
parade,4k-b,3531,63,4.110,1.0000,B2,,0,n,paraded|parades|parading,,
scout,4k-b,3970,64,4.110,0.9974,,,0,n,scouted|scouting|scouts,,
hatch,4k-b,3730,65,4.108,0.9902,,,0,n,hatched|hatcheries|hatchery|hatches|hatching,,
beard,4k-b,3644,66,4.101,0.9977,,,0,n,bearded|beardless|beards,,
con,4k-b,3685,67,4.101,0.9754,,,0,n,conman|conmen|conned|conning|cons,,
soccer,4k-b,3691,68,4.099,0.9948,A2,,0,n,soccers,,
insult,4k-b,3554,69,4.098,0.9975,C1,,0,n|v,insulted|insulting|insults,,
slap,4k-b,3727,70,4.096,0.9975,C1,,0,v,slapped|slapping|slaps,,
fond,4k-b,3577,71,4.091,0.9908,B2,,0,adj,fonder|fondest|fondly|fondness,,
spike,4k-b,3914,72,4.088,0.9932,,,0,v,spiked|spikes|spikey|spikier|spikiest|spikiness|spiking|spiky,,
tragic,4k-b,3625,73,4.088,0.9923,B2,,0,adj,tragically,,
signature,4k-b,3526,74,4.086,1.0000,B2,,0,n,signatures,,
robot,4k-b,3939,75,4.086,0.9954,B1,,0,n,robotic|robotics|robotise|robotised|robotises|robotising|robotize|robotized|robotizes|robotizing|robots,,
hollow,4k-b,3648,76,4.086,0.9896,B2,,0,adj,hollowed|hollower|hollowest|hollowing|hollowly|hollowness|hollows,,
lemon,4k-b,3649,77,4.080,0.9975,A2,,0,n,lemons|lemony,,
jazz,4k-b,3721,78,4.076,0.9975,A2,,0,n,jazzed|jazzes|jazzier|jazziest|jazzy,,
chef,4k-b,3973,79,4.075,0.9921,A2,,0,n,chefs,,
rocket,4k-b,3898,80,4.074,1.0000,B2,,0,n,rocketed|rocketing|rockets,,
pill,4k-b,3789,81,4.073,0.9977,B2,,0,n,pills,,
pillow,4k-b,3904,82,4.057,0.9933,,,0,n,pillows,,
alike,4k-b,3585,83,4.055,0.9976,C1,,0,adv|adj,alikes,,
shrink,4k-b,3542,84,4.054,0.9974,C1,,0,v,shrank|shrinkable|shrinkage|shrinkages|shrinking|shrinks|shrunk|shrunken,,
lick,4k-b,3894,85,4.040,0.9951,,,0,v,licked|licker|lickers|licking|licks,,
corps,4k-b,3792,86,4.037,0.9524,,,0,n,,,
grief,4k-b,3631,87,4.035,0.9974,C1,,0,n,griefs,,
dignity,4k-b,3746,88,4.034,0.9951,C1,,0,n,dignities,,
campus,4k-b,3982,89,4.030,0.9950,B1,,0,n,campuses,,
barrel,4k-b,3565,90,4.027,0.9932,C1,,0,n,barrels,,
goat,4k-b,3774,91,4.023,0.9955,,,0,n,goats,,
rug,4k-b,3610,92,4.018,0.9952,,,0,n,rugs,,
conspiracy,4k-b,3852,93,4.014,0.9953,B2,,0,n,conspiracies,,
wrist,4k-b,3617,94,4.014,0.9952,B2,,0,n,wrists,,
ballet,4k-b,3533,95,4.011,0.9895,B2,,0,n,ballets,,
warrior,4k-b,3854,96,4.005,0.9950,C1,,0,n,warriors,,
glove,4k-b,3534,97,4.004,0.9923,B1,,0,n,gloved|gloves,,
warehouse,4k-b,3584,98,3.999,0.9932,C1,,0,n,warehoused|warehouses|warehousing,,
scholarship,4k-b,3875,99,3.998,0.9976,B2,,0,n,scholarships,,
pencil,4k-b,3504,100,3.994,0.9924,A1,,0,n,pencilled|pencilling|pencils,,
humble,4k-b,3851,101,3.992,0.9977,C1,,0,adj,humbled|humbleness|humbler|humbles|humblest|humbling|humbly,,
roast,4k-b,3963,102,3.991,1.0000,,,0,adj,roasted|roaster|roasting|roasts,,
absurd,4k-b,3636,103,3.987,0.9952,C1,,0,adj,absurder|absurdest|absurdities|absurdity|absurdly|absurdness,,
envy,4k-b,3811,104,3.980,0.9926,,,0,v,enviable|enviably|envied|envies|envying|unenviable,,
lesbian,4k-b,3813,105,3.978,0.9974,C1,,0,adj,lesbianism|lesbians,,
helmet,4k-b,3929,106,3.977,1.0000,B2,,0,n,helmeted|helmets|helmetted,,
fog,4k-b,3859,107,3.976,0.9895,,,0,n,fogged|foggier|foggiest|fogginess|fogging|foggy|fogs,,
ladder,4k-b,3512,108,3.967,0.9926,B2,,0,n,ladders,,
wax,4k-b,3831,109,3.956,0.9974,,,0,n,unwaxed|waxed|waxen|waxes|waxier|waxiest|waxiness|waxing|waxy,,
cargo,4k-b,3922,110,3.955,0.9946,C1,,0,n,cargoes,,
gamble,4k-b,3738,111,3.952,0.9948,,,0,v,gambled|gambler|gamblers|gambles|gambling,,
dial,4k-b,3934,112,3.948,0.9976,,,0,v,dialed|dialing|dialled|dialling|dials,,
fork,4k-b,3742,113,3.946,0.9949,A2,,0,n,forked|forking|forks,,
stab,4k-b,3582,114,3.943,1.0000,C1,,0,v,stabbed|stabbing|stabbings|stabs,,
hurricane,4k-b,3993,115,3.943,0.9921,B1,,0,n,hurricanes,,
deer,4k-b,3951,116,3.940,0.9901,,,0,n,deers,,
cemetery,4k-b,3956,117,3.939,0.9924,C1,,0,n,cemeteries,,
balloon,4k-b,3827,118,3.938,0.9977,B2,,0,n,ballooned|ballooner|ballooners|ballooning|balloons|balloonist|balloonists,,
fame,4k-b,3594,119,3.937,0.9974,B2,,0,n,famed,,
stuffed,4k-b,3728,120,3.937,0.9948,,,0,v,stuffing|stuffs|overstuffed,,
laser,4k-b,3680,121,3.929,0.9905,C1,,0,n,lase|lased|lasers|lases|lasing,,
scar,4k-b,3844,122,3.928,0.9952,,,0,n,scarred|scarring|scars,,
anonymous,4k-b,3775,123,3.925,0.9976,C1,,0,adj,anonymously,,
jar,4k-b,3906,124,3.920,0.9947,,,0,n,jarful|jarfuls|jars,,
plague,4k-b,3947,125,3.920,0.9947,,,0,n,plagued|plagues|plaguing,,
illusion,4k-b,3768,126,3.917,1.0000,B2,,0,n,illusionary|illusionist|illusionists|illusions,,
courtesy,4k-b,3860,127,3.910,0.9920,C1,,0,n,courtesies|discourtesies|discourtesy,,
ankle,4k-b,3541,128,3.905,0.9950,A2,,0,n,ankles,,
forehead,4k-b,3782,129,3.895,1.0000,,,0,n,foreheads,,
disguise,4k-b,3587,130,3.893,0.9977,,,0,n,disguised|disguises|disguising|undisguised,,
rack,4k-b,3639,131,3.892,0.9978,,,0,n,racked|racking|rackings|racks,,
gossip,4k-b,3779,132,3.892,0.9951,,,0,n,gossiped|gossiper|gossipers|gossiping|gossips|gossipy,,
embassy,4k-b,3557,133,3.892,0.9845,C1,,0,n,embassies,,
shaft,4k-b,3700,134,3.887,0.9973,,,0,n,shafted|shafting|shafts,,
spoon,4k-b,3743,135,3.882,0.9976,A2,,0,n,spooned|spoonful|spoonfuls|spooning|spoons|spoonsful,,
prostitute,4k-b,3846,136,3.878,1.0000,,,0,n,prostituted|prostitutes|prostituting|prostitution,,
ego,4k-b,3552,137,3.875,0.9948,C1,,0,n,egoism|egoist|egoistic|egoists|egos|egotist|egotistic|egotistical|egotistically,,
protocol,4k-b,3646,138,3.875,0.9931,C1,,1,n,protocols,,
ink,4k-b,3909,139,3.875,0.9874,B2,,0,n,inked|inkier|inkiest|inkiness|inking|inks|inky,,
ranger,4k-b,3592,140,3.872,1.0000,,,0,n,rangers,,
anchor,4k-b,3771,141,3.870,0.9908,C1,,0,n,anchorage|anchorages|anchored|anchoring|anchors|unanchored,,
prescription,4k-b,3907,142,3.868,0.9925,C1,,0,n,prescriptions,,
olive,4k-b,3777,143,3.867,1.0000,,,0,adj,olives,,
bizarre,4k-b,3889,144,3.864,0.9904,C1,,0,adj,bizarrely|bizarreness,,
celebrity,4k-b,3994,145,3.864,0.9892,A2,,0,n,celebrities,,
tick,4k-b,3641,146,3.861,0.9976,,,0,n,ticked|ticker|tickers|ticking|ticks,,
bully,4k-b,3935,147,3.859,0.9948,,,0,n,bullied|bullies|bullying,,
integrity,4k-b,3590,148,3.858,0.9950,C1,,1,n,,,
calendar,4k-b,3725,149,3.853,1.0000,,,0,n,calendars|calender|calenders,,
herd,4k-b,3772,150,3.849,0.9902,,,0,n,herded|herder|herders|herding|herds,,
sting,4k-b,3719,151,3.847,0.9954,,,0,n,stinger|stingers|stinging|stings|stung,,
cord,4k-b,3808,152,3.847,0.9900,,,0,n,corded|cording|cordless|cords,,
fax,4k-b,3513,153,3.846,0.9951,,,0,n,faxed|faxes|faxing,,
tolerate,4k-b,3736,154,3.842,0.9977,C1,,0,v,tolerated|tolerates|tolerating|toleration,,
grease,4k-b,3915,155,3.842,0.9899,,,0,n,greased|greaseless|greases|greasier|greasiest|greasily|greasiness|greasing|greasy,,
plea,4k-b,3561,156,3.836,0.9881,C1,,0,n,pleas,,
galaxy,4k-b,3931,157,3.823,0.9949,,,0,n,galaxies,,
melody,4k-b,3817,158,3.821,0.9947,C1,,0,n,melodic|melodically|melodies|melodious|melodiously,,
bicycle,4k-b,3820,159,3.821,0.9919,A1,,0,n,bicycled|bicycles|bicycling|bicyclist|bicyclists,,
salmon,4k-b,3612,160,3.817,0.9974,,,0,n,,,
kidnap,4k-b,3812,161,3.813,0.9950,C1,,0,v,kidnaped|kidnaper|kidnapers|kidnaping|kidnapped|kidnapper|kidnappers|kidnapping|kidnappings|kidnaps,,
choke,4k-b,3881,162,3.812,0.9945,,,0,v,choked|choker|chokers|chokes|choking,,
ram,4k-b,3608,163,3.809,0.9924,,,0,n,rammed|ramming|rams,,
click,4k-b,3683,164,3.808,0.9928,B1,,0,v|n,clicked|clicker|clickers|clicking|clicks,,
stern,4k-b,3872,165,3.808,0.9852,,,0,n,sterner|sternest|sternly|sternness,,
intact,4k-b,3784,166,3.804,0.9906,C1,,0,adj,intactness,,
syndrome,4k-b,3723,167,3.798,0.9947,C1,,0,n,syndromes,,
scenario,4k-b,3946,168,3.797,0.9895,B2,,1,n,scenarios,,
straw,4k-b,3502,169,3.796,0.9976,,,0,n,straws,,
physician,4k-b,3968,170,3.789,0.9974,C1,,0,n,physicians,,
pinch,4k-b,3856,171,3.787,0.9951,,,0,n,pinched|pinches|pinching,,
stadium,4k-b,3882,172,3.787,0.9950,B1,,0,n,stadia|stadiums,,
antique,4k-b,3664,173,3.783,0.9977,,,0,adj,antiques,,
garlic,4k-b,3979,174,3.779,0.9975,,,0,n,garlics|garlicky,,
exotic,4k-b,3802,175,3.779,0.9973,B2,,0,adj,exotically|exoticism|exotics,,
assassin,4k-b,3656,176,3.773,0.9975,,,0,n,assassinate|assassinated|assassinates|assassinating|assassination|assassinations|assassins,,
rib,4k-b,3655,177,3.772,0.9977,,,0,n,midrib|midribs|ribbed|ribbing|ribs,,
destination,4k-b,3583,178,3.770,1.0000,B1,,0,n,destinations,,
glue,4k-b,3814,179,3.770,0.9946,,,0,n,glued|glues|gluey|gluing,,
deadline,4k-b,3865,180,3.769,0.9945,B2,,0,n,deadlines,,
poke,4k-b,3913,181,3.768,0.9977,,,0,v,poked|poker|pokers|pokes|poking,,
documentary,4k-b,3925,182,3.768,0.9952,B1,,0,n,documentaries,,
streak,4k-b,3948,183,3.763,0.9973,,,0,n,streaked|streakier|streakiest|streaking|streaks|streaky,,
dam,4k-b,3961,184,3.760,0.9673,C1,,0,n,dammed|damming|dams,,
automobile,4k-b,3981,185,3.757,0.9895,,,0,n,auto|automobiles|autos,,
expedition,4k-b,3563,186,3.754,0.9978,B1,,0,n,expeditionary|expeditions,,
orbit,4k-b,3607,187,3.753,0.9976,,,0,n,orbital|orbitally|orbitals|orbited|orbiting|orbits|orbitted|orbitting,,
evacuate,4k-b,3908,188,3.750,0.9928,C1,,0,v,evacuated|evacuates|evacuating|evacuation|evacuations,,
audio,4k-b,3869,189,3.747,0.9952,B2,,0,adj,,,
grid,4k-b,3704,190,3.744,1.0000,C1,,0,n,grids,,
sane,4k-b,3807,191,3.742,0.9928,,,0,adj,insane|insanely|insanities|insanity|sanely|saneness|saner|sanest|sanities|sanity,,
butterfly,4k-b,3836,192,3.742,0.9927,,,0,n,butterflies,,
slot,4k-b,3510,193,3.741,0.9951,C1,,0,n,slots|slotted|slotting,,
weep,4k-b,3521,194,3.741,0.9928,,,0,v,weeper|weepers|weeping|weeps|weepy|wept,,
peel,4k-b,3571,195,3.730,0.9947,,,0,v,peeled|peeler|peelers|peeling|peelings|peels,,
kneel,4k-b,3919,196,3.728,0.9846,,,0,v,kneeled|kneeling|kneels|knelt,,
choir,4k-b,3766,197,3.726,0.9950,B2,,0,n,choirboy|choirboys|choirs,,
spice,4k-b,3903,198,3.725,1.0000,B2,,0,n,spiced|spices|spicier|spiciest|spicily|spiciness|spicing|spicy,,
impulse,4k-b,3618,199,3.723,0.9953,,,0,n,impulses|impulsive|impulsively|impulsiveness,,
arrogant,4k-b,3828,200,3.718,0.9931,,,0,adj,arrogance|arrogantly,,
fracture,4k-b,3932,201,3.715,0.9975,,,0,n,fractured|fractures|fracturing,,
strap,4k-b,3687,202,3.713,0.9975,,,0,n,strapless|strapped|strapping|straps|unstrap|unstrapped|unstrapping|unstraps,,
fragile,4k-b,3930,203,3.712,1.0000,C1,,0,adj,fragilities|fragility,,
waist,4k-b,3516,204,3.712,0.9950,,,0,n,waisted|waists,,
drip,4k-b,3877,205,3.710,0.9975,,,0,n,dripped|dripping|drips,,
juvenile,4k-b,3960,206,3.710,0.9975,,,0,adj,juveniles|juvenilia,,
transplant,4k-b,3918,207,3.708,0.9976,,,0,n,transplantation|transplantations|transplanted|transplanting|transplants,,
sip,4k-b,3790,208,3.708,0.9873,,,0,n,sipped|sipper|sippers|sipping|sips,,
blink,4k-b,3816,209,3.705,0.9955,,,0,v,blinked|blinking|blinks|unblinking|unblinkingly,,
cafe,4k-b,3967,210,3.705,0.9933,A1,,0,n,cafes,,
flick,4k-b,3729,211,3.703,0.9876,,,0,n,flicked|flicking|flicks,,
legacy,4k-b,3798,212,3.702,0.9973,C1,,0,n,legacies,,
herb,4k-b,3525,213,3.698,1.0000,B2,,0,n,herbal|herbalist|herbalists|herbs,,
toxic,4k-b,3555,214,3.692,0.9976,C1,,0,adj,nontoxic|toxicities|toxicity,,
distract,4k-b,3524,215,3.690,0.9975,B2,,0,v,distracted|distractedly|distracter|distracters|distracting|distractingly|distraction|distractions|distractor|distractors|distracts,,
verify,4k-b,3823,216,3.688,0.9904,C1,,0,v,verifiable|verification|verifications|verified|verifier|verifiers|verifies|verifying|unverified|unverifiable,,
sued,4k-b,3987,217,3.688,,,,0,v,sues|suing,,
greed,4k-b,3891,218,3.683,0.9954,,,0,n,greedier|greediest|greedily|greediness|greeds|greedy,,
convenience,4k-b,3572,219,3.683,0.9924,B2,,0,n,conveniences|inconvenience|inconvenienced|inconveniences|inconveniencing,,
dim,4k-b,3684,220,3.679,0.9926,,,0,v,dimly|dimmed|dimmer|dimmest|dimming|dimness|dims,,
elementary,4k-b,3991,221,3.677,0.9974,B2,,0,adj,,,
realm,4k-b,3734,222,3.670,0.9884,C1,,0,n,realms,,
lens,4k-b,3793,223,3.670,0.9868,B2,,0,n,lense|lensed|lenses,,
flock,4k-b,3660,224,3.668,0.9953,,,0,n,flocked|flocking|flocks,,
solar,4k-b,3690,225,3.667,0.9976,B2,,0,adj,,,
flank,4k-b,3550,226,3.667,0.9772,,,0,n,flanked|flanker|flankers|flanking|flanks,,
feminine,4k-b,3795,227,3.661,0.9902,,,0,adj,femininely|femininities|femininity|unfeminine,,
authentic,4k-b,3621,228,3.655,1.0000,C1,,0,adj,authentically|authenticate|authenticated|authenticates|authenticating|authentication|authentications|authenticities|authenticity|inauthentic|unauthentic,,
grill,4k-b,3980,229,3.650,0.9977,,,0,n,grilled|griller|grillers|grilling|grills,,
cult,4k-b,3880,230,3.650,0.9974,C1,,0,n|adj,cultism|cultist|cultists|cults,,
triangle,4k-b,3573,231,3.632,0.9948,,,0,n,triangles|triangular,,
kin,4k-b,3642,232,3.632,0.9813,,,0,n,kinship|kinships,,
canvas,4k-b,3699,233,3.628,0.9924,C1,,0,n,canvases,,
splash,4k-b,3739,234,3.626,0.9975,,,0,n,splashed|splashes|splashing|splashy,,
spontaneous,4k-b,3599,235,3.622,0.9971,,,0,adj,spontaneously,,
humiliate,4k-b,3670,236,3.622,0.9895,,,0,v,humiliated|humiliates|humiliating|humiliatingly|humiliation|humiliations,,
weary,4k-b,3568,237,3.620,0.9975,,,0,adj,wearied|wearier|wearies|weariest|wearily|weariness|wearisome|wearying,,
chunk,4k-b,3965,238,3.618,0.9929,C1,,0,n,chunkier|chunkiest|chunkiness|chunks|chunky,,
stroll,4k-b,3863,239,3.618,0.9925,,,0,n,strolled|stroller|strollers|strolling|strolls,,
scrape,4k-b,3826,240,3.616,0.9953,,,0,v,scraped|scraper|scrapers|scrapes|scraping|scrapings,,
donor,4k-b,3867,241,3.612,0.9873,C1,,0,n,donee|donees|donors,,
bulb,4k-b,3858,242,3.595,0.9878,,,0,n,bulbous|bulbs,,
snatch,4k-b,3701,243,3.593,0.9951,,,0,v,snatched|snatcher|snatchers|snatches|snatching,,
bundle,4k-b,3651,244,3.593,0.9893,,,0,n,bundled|bundles|bundling,,
postpone,4k-b,3570,245,3.593,0.9882,C1,,0,v,postponed|postponement|postponements|postpones|postponing,,
cartoon,4k-b,3974,246,3.577,0.9974,A2,,0,n,cartoonist|cartoonists|cartoons,,
agony,4k-b,3551,247,3.575,0.9903,,,0,n,agonies|agonise|agonised|agonises|agonising|agonisingly|agonize|agonized|agonizes|agonizing|agonizingly,,
thigh,4k-b,3546,248,3.575,0.9872,,,0,n,thighs,,
grind,4k-b,3953,249,3.573,0.9869,C1,,0,v,grinder|grinders|grinding|grinds,,
notorious,4k-b,3681,250,3.571,0.9898,C1,,0,adj,notoriously,,
pilgrim,4k-b,3890,251,3.568,0.9953,,,0,n,pilgrimage|pilgrimages|pilgrims,,
prop,4k-b,3619,252,3.568,0.9950,,,0,n,propped|propping|props,,
cynical,4k-b,3716,253,3.566,0.9978,C1,,0,adj,cynic|cynically|cynicism|cynics,,
broker,4k-b,3714,254,3.561,0.9924,,,0,n,brokerage|brokerages|brokered|brokers|brokering,,
arena,4k-b,3849,255,3.561,0.9863,C1,,0,n,arenas,,
likewise,4k-b,3822,256,3.554,0.9976,B2,,1,adv,,,
haunt,4k-b,3628,257,3.554,0.9907,C1,,0,v,haunted|haunter|haunters|haunting|hauntingly|hauntings|haunts,,
fling,4k-b,3549,258,3.550,1.0000,,,0,n,flinging|flings|flung,,
alternate,4k-b,3688,259,3.550,0.9977,,,0,adj,alternated|alternately|alternates|alternating|alternation|alternations|alternator|alternators,,
infinite,4k-b,3569,260,3.545,1.0000,,,0,adj,infinitely,,
mat,4k-b,3885,261,3.545,0.9660,,,0,n,mats|matted|matting,,
soak,4k-b,3671,262,3.540,0.9975,C1,,0,v,soaked|soaking|soaks,,
rattle,4k-b,3848,263,3.530,0.9919,,,0,v,rattled|rattler|rattlers|rattles|rattling,,
volcano,4k-b,3602,264,3.525,0.9975,,,0,n,volcanic|volcanism|volcanoes|volcanos,,
frontier,4k-b,3674,265,3.517,0.9951,,,0,n,frontiers,,
seldom,4k-b,3581,266,3.517,0.9925,C1,,0,adv,,,
crust,4k-b,3753,267,3.515,0.9922,,,0,n,crustal|crusted|crustier|crustiest|crustily|crustiness|crusts|crusty|encrust|encrustation|encrustations|encrusted|encrusting|encrusts,,
bruise,4k-b,3702,268,3.512,0.9931,,,0,n,bruised|bruises|bruising|bruisings,,
lever,4k-b,3724,269,3.507,0.9920,,,0,n,leverage|leveraged|leverages|leveraging|levered|levering|levers,,
flour,4k-b,3838,270,3.501,0.9947,B1,,0,n,floured|flouring|flours|floury,,
gospel,4k-b,3692,271,3.499,0.9901,,,0,n,gospels,,
glamour,4k-b,3803,272,3.496,0.9903,,,0,n,glam|glamor|glamorize|glamorized|glamorizes|glamorizing|glamorous|glamorously|glamors|glamourize|glamourized|glamourizes|glamourizing|glamourous|glamourously|glamours|unglamorous,,
defy,4k-b,3574,273,3.493,0.9902,C1,,0,v,defiant|defiantly|defied|defies|defying,,
invade,4k-b,3605,274,3.488,0.9928,B2,,0,v,invaded|invader|invaders|invades|invading,,
flaw,4k-b,3926,275,3.485,0.9945,C1,,0,n,flawed|flawless|flawlessly|flawlessness|flaws,,
cube,4k-b,3678,276,3.477,1.0000,,,0,n,cu|cubes|cubic|cubical,,
vocal,4k-b,3776,277,3.474,1.0000,C1,,0,adj,nonvocal|vocalisation|vocalise|vocalised|vocalises|vocalising|vocalist|vocalists|vocalization|vocalize|vocalized|vocalizes|vocalizing|vocally|vocals,,
telescope,4k-b,3990,278,3.471,0.9915,,,0,n,telescoped|telescopes|telescopic|telescoping,,
jewellery,4k-b,3767,279,3.471,,A2,,0,n,jewelery|jewelry,,
longing,4k-b,3539,280,3.456,0.9975,,,0,v,longed|longingly|longingness|longings|longs,,
rocked,4k-b,3818,281,3.453,,,,0,v,rocker|rockers|rockin|rocking,,
aggression,4k-b,3711,282,3.450,0.9903,C1,,0,n,,,
idle,4k-b,3805,283,3.444,0.9952,,,0,adj,idled|idleness|idler|idlers|idles|idlest|idling|idly,,
threshold,4k-b,3850,284,3.444,0.9872,C1,,0,n,thresholds,,
tug,4k-b,3763,285,3.441,0.9954,,,0,n,tugged|tugging|tugs,,
commentator,4k-b,3667,286,3.438,0.9823,C1,,0,n,commentate|commentated|commentating|commentators,,
manuscript,4k-b,3689,287,3.432,0.9975,C1,,0,n,manuscripts,,
hydrogen,4k-b,3737,288,3.429,0.9973,C1,,0,n,hydrogenous|hydrogens,,
vitamin,4k-b,3698,289,3.429,0.9951,B2,,0,n,vitamins,,
flap,4k-b,3855,290,3.425,0.9977,,,0,n,flapped|flapping|flaps,,
fore,4k-b,3809,291,3.425,0.9703,,,0,n,foremost,,
regain,4k-b,3761,292,3.422,0.9857,C1,,0,v,regained|regaining|regains,,
patriot,4k-b,3785,293,3.419,0.9888,,,0,n,patriotic|patriotically|patriotism|patriotisms|patriots|unpatriotic,,
dilemma,4k-b,3679,294,3.419,0.9854,C1,,0,n,dilemmas,,
obstacle,4k-b,3673,295,3.416,1.0000,B2,,0,n,obstacles,,
spectacle,4k-b,3658,296,3.412,1.0000,C1,,0,n,spec|specs|spectacles,,
