family,subband,rank,pos_in_band,zipf,prevalence,cefr,gse,awl,pos,members,definition,example
paramount,6k-a,5382,154,3.360,0.9934,,,0,name,,,
scroll,6k-a,5237,155,3.360,0.9881,,,0,n,scrolled|scrolling|scrolls,,
chaplain,6k-a,5377,156,3.360,0.9499,,,0,n,chaplaincy|chaplains,,
oracle,6k-a,5184,157,3.353,0.9952,,,0,n,oracles,,
flora,6k-a,5062,158,3.353,0.9439,,,0,name,floras|floristic,,
picket,6k-a,5253,159,3.349,0.9740,,,0,n,picketed|picketer|picketers|picketing|pickets,,
redemption,6k-a,5356,160,3.345,0.9949,,,0,n,redemptions,,
grieve,6k-a,5499,161,3.345,0.9733,,,0,v,grieved|griever|grievers|grieves|grieving,,
sinister,6k-a,5248,162,3.341,0.9976,,,0,adj,sinisterly,,
coupon,6k-a,5130,163,3.341,0.9975,,,0,n,coupons,,
mantle,6k-a,5378,164,3.337,0.9953,,,0,n,mantles,,
hygiene,6k-a,5126,165,3.329,0.9910,,,0,n,hygienes|hygienist|hygienists,,
mischief,6k-a,5175,166,3.325,1.0000,,,0,n,mischievous|mischievously|mischievousness,,
miraculous,6k-a,5487,167,3.325,0.9926,,,0,adj,miraculously,,
insulin,6k-a,5138,168,3.325,0.9756,,,0,n,insulins,,
communion,6k-a,5397,169,3.321,0.9916,,,0,n,communions,,
loathe,6k-a,5307,170,3.321,0.9897,,,0,v,loath|loathed|loather|loathers|loathes|loathing,,
plaque,6k-a,5373,171,3.321,0.9889,,,0,n,plaques,,
beetle,6k-a,5463,172,3.317,0.9899,,,0,n,beetles,,
plank,6k-a,5384,173,3.313,1.0000,,,0,n,planked|planking|planks,,
refrain,6k-a,5430,174,3.313,0.9946,,,0,v,refrained|refraining|refrains,,
lotus,6k-a,5100,175,3.313,0.9877,,,0,n,lotuses,,
anarchy,6k-a,5351,176,3.309,0.9924,,,0,n,anarchic|anarchies|anarchism|anarchist|anarchists|anarchistic,,
genesis,6k-a,5410,177,3.305,0.9950,,,0,name,,,
mythology,6k-a,5404,178,3.300,1.0000,,,0,n,mythological|mythologically|mythologies|mythologist|mythologists|mythologize|mythologized|mythologizes|mythologizing,,
gall,6k-a,5027,179,3.300,0.9378,,,0,n,galled|galling|galls,,
tanker,6k-a,5394,180,3.296,0.9856,,,0,n,tankers,,
climax,6k-a,5111,181,3.292,0.9932,,,0,n,anticlimax|anticlimaxes|climaxed|climaxes|climaxing,,
arthritis,6k-a,5486,182,3.292,0.9859,,,0,n,arthritic,,
levy,6k-a,5014,183,3.292,0.9623,,,1,name,levied|levies|levying,,
orchard,6k-a,5267,184,3.287,0.9929,,,0,n,orchardist|orchardists|orchards,,
conquest,6k-a,5144,185,3.279,0.9950,,,0,n,conquests,,
treachery,6k-a,5386,186,3.279,0.9898,,,0,n,treacheries|treacherous|treacherously|treacherousness,,
fret,6k-a,5285,187,3.274,0.9919,,,0,v,fretful|fretfully|fretfulness|frets|fretted|fretting,,
heath,6k-a,5019,188,3.274,0.9376,,,0,name,heaths,,
degenerate,6k-a,5196,189,3.265,0.9948,,,0,adj,degeneracies|degeneracy|degenerated|degenerates|degenerating|degeneration,,
heed,6k-a,5454,190,3.260,0.9711,,,0,v,heeded|heeding|heedless|heedlessly|heeds|heedful|heedfully|heedfulness|heedlessness|unheeded,,
calcium,6k-a,5025,191,3.251,0.9976,,,0,n,,,
parlour,6k-a,5428,192,3.251,,,,0,n,parlor|parlors|parlours,,
whirl,6k-a,5492,193,3.246,0.9922,,,0,n,whirled|whirling|whirls,,
esteem,6k-a,5072,194,3.231,0.9895,,,0,n,esteemed|esteeming|esteems,,
canopy,6k-a,5362,195,3.231,0.9885,,,0,n,canopied|canopies,,
feeble,6k-a,5275,196,3.231,0.9875,,,0,adj,enfeeble|enfeebled|enfeebles|enfeebling|feebleness|feebler|feeblest|feebly,,
infiltrate,6k-a,5495,197,3.226,1.0000,,,0,v,infiltrated|infiltrates|infiltrating|infiltration|infiltrations|infiltrator|infiltrators,,
novelty,6k-a,5457,198,3.226,0.9930,,,0,n,novelties,,
fanatic,6k-a,5315,199,3.221,1.0000,,,0,n,fanatical|fanatically|fanaticism|fanatics,,
bungalow,6k-a,5195,200,3.221,0.9833,,,0,n,bungalows,,
suffice,6k-a,5322,201,3.221,0.9796,,,0,v,sufficed|suffices|sufficing,,
ore,6k-a,5398,202,3.221,0.9659,,,0,n,ores,,
eminent,6k-a,5093,203,3.221,0.9459,,,0,adj,eminently,,
hymn,6k-a,5197,204,3.216,0.9953,,,0,n,hymnal|hymns,,
redeem,6k-a,5254,205,3.216,0.9947,,,0,v,nonredeemable|redeemable|redeemed|redeemer|redeemers|redeeming|redeems|unredeemed,,
withstand,6k-a,5436,206,3.216,0.9855,,,0,v,withstanding|withstands|withstood,,
accord,6k-a,5002,207,3.216,0.9847,,,0,n,accordance|accorded|accords,,
wretch,6k-a,5171,208,3.216,0.9812,,,0,n,wretched|wretcheder|wretchedest|wretchedly|wretchedness|wretches,,
purge,6k-a,5268,209,3.211,0.9975,,,0,v,purgatory|purged|purger|purgers|purges|purging|purgative|purgatives,,
yarn,6k-a,5040,210,3.206,0.9976,,,0,n,yarns,,
granite,6k-a,5319,211,3.206,0.9975,,,0,n,granites,,
frail,6k-a,5161,212,3.206,0.9952,,,0,adj,frailer|frailest|frailly|frailness|frailties|frailty,,
famine,6k-a,5213,213,3.206,0.9872,,,0,n,famines,,
ragged,6k-a,5321,214,3.200,0.9950,,,0,adj,raggedly|raggedness|raggedy,,
quartet,6k-a,5298,215,3.200,0.9862,,,0,n,quartets|quartette,,
muscular,6k-a,5341,216,3.195,0.9974,,,0,adj,muscularities|muscularity|muscularly,,
perpetual,6k-a,5280,217,3.195,0.9915,,,0,adj,perpetually,,
aerobics,6k-a,5475,218,3.195,0.9881,,,0,n,aerobic|aerobically,,
hepatitis,6k-a,5227,219,3.195,0.9865,,,0,n,,,
biopsy,6k-a,5067,220,3.195,0.9848,,,0,n,biopsies,,
vector,6k-a,5063,221,3.189,0.9827,,,0,n,vectors,,
gland,6k-a,5229,222,3.184,0.9929,,,0,n,glands|glandular,,
eldest,6k-a,5061,223,3.184,0.9923,,,0,adj,,,
cram,6k-a,5292,224,3.184,0.9741,,,0,v,crammed|crammer|crammers|cramming|crams,,
corpus,6k-a,5087,225,3.184,0.9443,,,0,n,corpora|corpuses,,
plump,6k-a,5271,226,3.173,0.9954,,,0,adj,plumped|plumper|plumpest|plumping|plumply|plumpness|plumps,,
prune,6k-a,5288,227,3.173,0.9901,,,0,n,pruned|pruner|pruners|prunes|pruning|prunings,,
gloss,6k-a,5139,228,3.167,0.9951,,,0,n,glossaries|glossary|glossed|glosses|glossing,,
beforehand,6k-a,5274,229,3.167,0.9944,,,0,adv,,,
irritable,6k-a,5251,230,3.167,0.9931,,,0,adj,irritability|irritably,,
caravan,6k-a,5026,231,3.167,0.9894,,,0,n,caravanned|caravanning|caravans,,
shutter,6k-a,5272,232,3.167,0.9892,,,0,n,shuttered|shutters,,
folly,6k-a,5047,233,3.167,0.9784,,,0,n,follies,,
pathology,6k-a,5327,234,3.161,0.9952,,,0,n,pathologies|pathologist|pathologists|pathologic,,
wasp,6k-a,5255,235,3.161,0.9914,,,0,n,waspish|waspishly|waspishness|wasps,,
trolley,6k-a,5101,236,3.155,0.9900,,,0,n,trolleys,,
hamper,6k-a,5232,237,3.155,0.9851,,,0,n,hampered|hampering|hampers|unhampered,,
shrewd,6k-a,5333,238,3.155,0.9817,,,0,adj,shrewder|shrewdest|shrewdly|shrewdness,,
apostle,6k-a,5479,239,3.149,0.9592,,,0,n,apostles|apostleship|apostleships|apostolic,,
aristocrat,6k-a,5117,240,3.137,0.9975,,,0,n,aristocratic|aristocratically|aristocrats,,
intolerable,6k-a,5158,241,3.137,0.9958,,,0,adj,intolerably|tolerable|tolerably,,
banish,6k-a,5402,242,3.137,0.9900,,,0,v,banished|banishes|banishing|banishment|banishments,,
nylon,6k-a,5168,243,3.137,0.9866,,,0,n,nylons,,
caress,6k-a,5354,244,3.137,0.9799,,,0,v,caressed|caresses|caressing,,
pagan,6k-a,5338,245,3.137,0.9747,,,0,adj,paganism|pagans,,
pear,6k-a,5169,246,3.131,0.9950,,,0,n,pears,,
relic,6k-a,5399,247,3.131,0.9929,,,0,n,relics|relique|reliques,,
dialect,6k-a,5160,248,3.131,0.9825,,,0,n,dialectal|dialects,,
gentry,6k-a,5261,249,3.131,0.9252,,,0,n,gentries,,
dementia,6k-a,5270,250,3.118,0.9917,,,0,n,dementias,,
conjunction,6k-a,5015,251,3.118,0.9908,,,0,n,conjunctions,,
injunction,6k-a,5055,252,3.118,0.9851,,,0,n,injunctions,,
perverse,6k-a,5408,253,3.118,0.9794,,,0,adj,perversely|perverseness|perversities|perversity,,
pebble,6k-a,5393,254,3.111,0.9976,,,0,n,pebbled|pebbles|pebbly,,
registry,6k-a,5485,255,3.111,0.9955,,,0,n,registries,,
slum,6k-a,5415,256,3.111,0.9910,,,0,n,slummed|slumming|slums,,
chestnut,6k-a,5381,257,3.111,0.9892,,,0,n,chestnuts,,
conjure,6k-a,5331,258,3.105,0.9923,,,0,v,conjuration|conjured|conjurer|conjurers|conjures|conjuring|conjuror|conjurors,,
friction,6k-a,5476,259,3.098,1.0000,,,0,n,frictional|frictions,,
plight,6k-a,5223,260,3.098,0.9874,,,0,n,plights,,
liner,6k-a,5372,261,3.091,0.9801,,,0,n,liners,,
isle,6k-a,5007,262,3.091,0.9741,,,0,n,isles,,
alps,6k-a,5071,263,3.091,,,,0,name,alpine,,
oxide,6k-a,5277,264,3.084,0.9821,,,0,n,oxides,,
pamphlet,6k-a,5164,265,3.077,0.9903,,,0,n,pamphleteer|pamphleteers|pamphlets,,
queue,6k-a,5012,266,3.077,0.9704,B1,,0,n|v,queued|queueing|queues|queuing,,
borough,6k-a,5006,267,3.077,0.9495,,,0,n,boroughs,,
buoy,6k-a,5204,268,3.077,0.9495,,,0,n,buoyancies|buoyancy|buoyant|buoyantly|buoyed|buoying|buoys,,
fluent,6k-a,5304,269,3.070,0.9929,,,0,adj,fluency|fluently,,
snort,6k-a,5432,270,3.070,0.9924,,,0,n,snorted|snorter|snorters|snorting|snorts,,
scorn,6k-a,5128,271,3.070,0.9792,,,0,n,scorned|scorner|scorners|scornful|scornfully|scorning|scorns,,
staple,6k-a,5357,272,3.055,0.9971,,,0,n,stapled|staples|stapling|stapler|staplers,,
almond,6k-a,5389,273,3.048,0.9949,,,0,n,almonds,,
contraction,6k-a,5133,274,3.040,0.9978,,,0,n,contractions,,
sensory,6k-a,5289,275,3.040,0.9974,,,0,adj,,,
bland,6k-a,5174,276,3.040,0.9880,,,0,adj,blander|blandest|blandly|blandness,,
brood,6k-a,5173,277,3.040,0.9767,,,0,n,brooded|broodier|broodiest|broodily|broodiness|brooding|broodingly|broods|broody,,
aerospace,6k-a,5154,278,3.040,0.9763,,,0,n,,,
nitrate,6k-a,5259,279,3.040,0.9735,,,0,n,nitrates,,
intuitive,6k-a,5306,280,3.032,0.9927,,,0,adj,intuitively|intuitiveness,,
deviant,6k-a,5142,281,3.032,0.9840,,,0,adj,deviance|deviances|deviancies|deviancy|deviants,,
tier,6k-a,5058,282,3.032,0.9726,,,0,n,tiered|tiering|tiers,,
stout,6k-a,5235,283,3.024,0.9909,,,0,n,stouter|stoutest|stoutly|stoutness,,
intricate,6k-a,5455,284,3.024,0.9773,,,0,adj,intricately,,
handbook,6k-a,5340,285,3.016,0.9947,,,0,n,handbooks,,
involuntary,6k-a,5426,286,3.016,0.9892,,,0,adj,involuntarily|involuntariness,,
unrest,6k-a,5086,287,3.016,0.9855,,,0,n,,,
disciple,6k-a,5309,288,3.016,0.9804,,,0,n,disciples|discipleship|discipleships,,
receptor,6k-a,5050,289,3.016,0.9716,,,0,n,receptors,,
outing,6k-a,5170,290,3.008,0.9927,C1,,0,n,outings,,
yawn,6k-a,5303,291,3.008,0.9859,,,0,v,yawned|yawner|yawners|yawning|yawns,,
dune,6k-a,5456,292,3.008,0.9724,,,0,n,dunes,,
notwithstanding,6k-a,5201,293,3.008,0.9231,,,1,adv,,,
clerical,6k-a,5073,294,2.999,0.9749,,,0,adj,clericalism|clerically|nonclerical,,
canon,6k-a,5039,295,2.999,0.9651,,,0,n,canonic|canons,,
reinstate,6k-a,5345,296,2.991,0.9837,,,0,v,instate|instated|instates|instating|reinstated|reinstatement|reinstatements|reinstates|reinstating,,
bog,6k-a,5146,297,2.991,0.9796,,,0,n,bogged|bogging|boggy|bogs,,
pavilion,6k-a,5383,298,2.991,0.9709,,,0,n,pavilions,,
ascertain,6k-a,5070,299,2.991,0.9634,,,0,v,ascertainable|ascertained|ascertaining|ascertainment|ascertains|unascertained,,
ironed,6k-a,5131,300,2.991,,,,0,v,ironing|ironings|irons,,
gothic,6k-a,5035,301,2.982,0.9973,,,0,adj,,,
gallop,6k-a,5243,302,2.982,0.9951,,,0,n,galloped|galloper|gallopers|galloping|gallops,,
blot,6k-a,5172,303,2.982,0.9837,,,0,v,blots|blotted|blotter|blotters|blotting,,
bloc,6k-a,5209,304,2.982,0.6555,,,0,name,blocs,,
collide,6k-a,5403,305,2.973,0.9931,,,0,v,collided|collides|colliding,,
rouse,6k-a,5385,306,2.973,0.9401,,,0,v,roused|rouses|rousing,,
discredit,6k-a,5388,307,2.964,0.9921,,,0,v,discreditable|discreditably|discredited|discrediting|discredits,,
discontent,6k-a,5157,308,2.964,0.9874,,,0,n,discontented|discontentment|discontents,,
grievance,6k-a,5273,309,2.964,0.9851,,,0,n,grievances,,
vacancy,6k-a,5132,310,2.955,0.9927,,,0,n,vacancies,,
rugby,6k-a,5003,311,2.945,0.9952,B1,,0,n,,,
skim,6k-a,5294,312,2.935,0.9924,,,0,v,skimmed|skimmer|skimmers|skimming|skims,,
lurch,6k-a,5442,313,2.935,0.9734,,,0,n,lurched|lurches|lurching,,
annex,6k-a,5193,314,2.935,0.9732,,,0,n,annexation|annexe|annexed|annexes|annexing,,
incomprehensible,6k-a,5461,315,2.925,0.9950,,,0,adj,comprehensible|comprehensibly|incomprehensibly,,
syllable,6k-a,5060,316,2.925,0.9927,,,0,n,syll|syllabic|syllables|sylls,,
warranty,6k-a,5094,317,2.925,0.9841,,,0,n,warranties,,
bustle,6k-a,5323,318,2.925,0.9601,,,0,v,bustled|bustles|bustling,,
locomotive,6k-a,5016,319,2.915,0.9974,,,0,n,loco|locomotives|locos,,
novice,6k-a,5245,320,2.915,0.9881,,,0,n,novices,,
subdue,6k-a,5328,321,2.915,0.9843,,,0,v,subdued|subdues|subduing,,
mumble,6k-a,5337,322,2.905,0.9975,,,0,v,mumbled|mumbler|mumblers|mumbles|mumbling,,
deport,6k-a,5446,323,2.905,0.9895,,,0,v,deportation|deportations|deported|deportee|deportees|deporting|deports,,
diligent,6k-a,5490,324,2.905,0.9828,,,0,adj,diligence|diligences|diligently,,
liquidate,6k-a,5085,325,2.894,0.9847,,,0,v,liquidated|liquidates|liquidating|liquidation|liquidations|liquidator|liquidators,,
latent,6k-a,5147,326,2.894,0.9726,,,0,adj,latencies|latency,,
