family,subband,rank,pos_in_band,zipf,prevalence,cefr,gse,awl,pos,members,definition,example
rush,2k-b,1541,105,4.497,0.9977,B2,,0,v|n,rushed|rusher|rushers|rushes|rushing,,
tongue,2k-b,1752,106,4.493,0.9975,B1,,0,n,tongued|tongues,,
storm,2k-b,1631,107,4.489,1.0000,A2,,0,n,stormed|stormier|stormiest|stormily|storminess|storming|storms|stormy,,
spare,2k-b,1648,108,4.489,0.9949,B2,,0,adj|v,spared|spares|sparing|sparingly|unsparing|unsparingly,,
alarm,2k-b,1606,109,4.475,1.0000,B1,,0,n|v,alarmed|alarming|alarmingly|alarmist|alarmists|alarms,,
fortune,2k-b,1732,110,4.473,0.9900,B2,,0,n,fortunes,,
punch,2k-b,1804,111,4.472,0.9949,C1,,0,n|v,punched|puncher|punchers|punches|punching,,
chocolate,2k-b,1814,112,4.468,0.9975,A1,,0,n,choc|chocolates|chocolatey|chocs,,
borrow,2k-b,1509,113,4.467,0.9952,A2,,0,v,borrowed|borrower|borrowers|borrowing|borrowings|borrows|unborrowed,,
mate,2k-b,1619,114,4.466,0.9975,B2,,0,n|v,mated|mates|mateship|matey|mating|matings,,
grade,2k-b,1598,115,4.466,0.9920,B1,,1,n|v,gradable|graded|grader|graders|grades|grading|gradings|regrade|regraded|regrades|regrading|ungraded,,
toilet,2k-b,1860,116,4.461,0.9922,A1,,0,n,toileted|toileting|toilets,,
dump,2k-b,1800,117,4.459,0.9977,B2,,0,v,dumped|dumper|dumpers|dumping|dumps,,
pie,2k-b,1911,118,4.458,0.9977,,,0,n,pies,,
crash,2k-b,1564,119,4.457,0.9949,B2,,0,n|v,crashed|crashes|crashing,,
joy,2k-b,1662,120,4.455,1.0000,B2,,0,n,joyful|joyfully|joyfulness|joyless|joylessly|joyous|joyously|joyousness|joys,,
ruin,2k-b,1757,121,4.455,1.0000,B2,,0,v|n,ruination|ruined|ruining|ruinous|ruinously|ruins,,
pink,2k-b,1656,122,4.454,1.0000,A1,,0,adj|n,pinker|pinkest|pinkie|pinkies|pinkish|pinkly|pinkness|pinks|pinky,,
wise,2k-b,1514,123,4.454,0.9975,B2,,0,adj,unwise|unwisely|wisdom|wisely|wiseness|wiser|wisest,,
button,2k-b,1743,124,4.451,0.9975,A2,,0,n,buttoned|buttoning|buttons|unbutton|unbuttoned|unbuttoning|unbuttons,,
decent,2k-b,1819,125,4.448,0.9972,B2,,0,adj,decently|indecent|indecently,,
desert,2k-b,1624,126,4.447,0.9922,A2,,0,n|v,deserted|deserter|deserters|deserting|desertion|desertions|deserts,,
pride,2k-b,1741,127,4.442,0.9974,B2,,0,n,prided|prides|priding,,
dollar,2k-b,1641,128,4.441,0.9975,A1,,0,n,dollars,,
tip,2k-b,1504,129,4.441,0.9878,A2,,0,n|v,tipped|tipper|tippers|tipping|tips,,
wire,2k-b,1646,130,4.439,0.9949,B2,,0,n,wired|wires|wiring|wirings,,
clever,2k-b,1771,131,4.435,1.0000,A2,,0,adj,cleverer|cleverest|cleverly|cleverness,,
garage,2k-b,1834,132,4.435,0.9952,B1,,0,n,garaged|garages|garaging,,
giant,2k-b,1691,133,4.432,0.9950,B1,,0,adj|n,giantess|giantesses|giantism|giants,,
juice,2k-b,1855,134,4.429,0.9978,A1,,0,n,juices|juiced|juicing|juicier|juiciest|juicily|juiciness|juicy|juicer|juicers,,
awake,2k-b,1824,135,4.426,0.9949,,,0,adj,awaken|awakened|awakening|awakenings|awakens|awakes|awoke|awoken|reawaken|reawakened|reawakening|reawakens,,
cigarette,2k-b,1696,136,4.425,0.9960,A2,,0,n,cig|cigarettes|ciggies|ciggy|cigs,,
wound,2k-b,1537,137,4.423,0.9974,B2,,0,n|v,unwounded|wounded|wounding|wounds,,
drag,2k-b,1683,138,4.422,0.9953,B2,,0,v,dragged|dragging|drags,,
scream,2k-b,1663,139,4.422,0.9933,B2,,0,v|n,screamed|screamer|screamers|screaming|screams,,
sword,2k-b,1893,140,4.418,0.9976,C1,,0,n,swords,,
super,2k-b,1810,141,4.418,0.9975,B2,,0,adj,,,
curious,2k-b,1610,142,4.418,0.9974,B2,,0,adj,curiosities|curiosity|curiously|incurious,,
swing,2k-b,1532,143,4.414,0.9912,C1,,0,v|n,swinging|swings|swung|swinger|swingers,,
bike,2k-b,1801,144,4.413,0.9954,A1,,0,n,biked|biker|bikers|bikes|biking,,
taxi,2k-b,1839,145,4.412,0.9871,A1,,0,n,taxied|taxiing|taxis,,
navy,2k-b,1675,146,4.409,0.9955,,,0,n,naval|navies,,
desperate,2k-b,1550,147,4.409,0.9873,B2,,0,adj,desperately|desperation,,
tank,2k-b,1531,148,4.408,0.9977,B2,,0,n,antitank|tankful|tankless|tanks,,
hire,2k-b,1671,149,4.407,0.9977,B1,,0,v|n,hired|hirer|hirers|hires|hiring,,
golf,2k-b,1586,150,4.407,0.9950,A2,,0,n,golfer|golfers|golfing,,
cow,2k-b,1782,151,4.406,0.9974,A1,,0,n,cows,,
dawn,2k-b,1756,152,4.406,0.9929,C1,,0,n,dawned|dawning|dawns,,
soup,2k-b,1935,153,4.401,0.9976,A1,,0,n,soups|soupy,,
valley,2k-b,1501,154,4.398,0.9840,A2,,0,n,valleys,,
piano,2k-b,1811,155,4.395,0.9952,A1,,0,n,pianist|pianists|pianos,,
doll,2k-b,1895,156,4.394,1.0000,,,0,n,dollies|dolls|dolly,,
duck,2k-b,1775,157,4.394,0.9922,,,0,n,ducked|ducking|duckling|ducklings|ducks,,
pen,2k-b,1735,158,4.393,1.0000,A1,,0,n,penned|penning|pens,,
poison,2k-b,1774,159,4.390,0.9955,B1,,0,n|v,poisoned|poisoner|poisoners|poisoning|poisonous|poisonously|poisons,,
belt,2k-b,1750,160,4.386,1.0000,A2,,0,n,belted|belting|belts|unbelted,,
thief,2k-b,1894,161,4.385,0.9972,A2,,0,n,thieve|thieved|thieves|thieving|thievery|thievish,,
bay,2k-b,1655,162,4.384,0.9977,C1,,0,n,bays,,
mirror,2k-b,1543,163,4.383,1.0000,A2,,0,n,mirrored|mirroring|mirrors,,
dozen,2k-b,1670,164,4.382,0.9974,B2,,0,n|det,dozens,,
gorgeous,2k-b,1998,165,4.381,0.9949,B2,,0,adj,gorgeously|gorgeousness,,
trap,2k-b,1615,166,4.377,0.9971,B2,,0,v|n,trapped|trapper|trappers|trapping|traps,,
dust,2k-b,1612,167,4.377,0.9873,B1,,0,n,dusted|duster|dusters|dustier|dustiest|dustiness|dusting|dustless|dusts|dusty,,
stairs,2k-b,1665,168,4.376,1.0000,,,0,n,stair,,
deck,2k-b,1897,169,4.376,0.9976,B2,,0,n,decking|decks,,
aside,2k-b,1642,170,4.376,0.9873,B2,,0,adv,asides,,
apple,2k-b,1676,171,4.374,1.0000,A1,,0,n,apples,,
pity,2k-b,1798,172,4.371,0.9975,B2,,0,n,piteous|piteously|piteousness|pitiable|pitiably|pitied|pities|pitiful|pitifully|pitiless|pitilessly|pitying|unpitied,,
rob,2k-b,1672,173,4.367,0.9953,B2,,0,v,robbed|robber|robberies|robbers|robbery|robbing|robs,,
mystery,2k-b,1602,174,4.361,0.9975,B1,,0,n,mysteries|mysterious|mysteriously,,
nerve,2k-b,1779,175,4.361,0.9946,B2,,0,n,nerveless|nerves|nervily,,
tower,2k-b,1538,176,4.359,0.9975,A2,,0,n,towered|towering|towers,,
steady,2k-b,1524,177,4.356,0.9950,B2,,0,adj,steadied|steadier|steadies|steadiest|steadily|steadiness|steadying|unsteadily|unsteadiness|unsteady,,
rope,2k-b,1832,178,4.356,0.9930,B1,,0,n,roped|ropes|roping,,
nasty,2k-b,1866,179,4.353,0.9954,B2,,0,adj,nastier|nasties|nastiest|nastily|nastiness,,
snake,2k-b,1938,180,4.349,0.9934,A1,,0,n,snaked|snakes|snaking|snaky,,
rude,2k-b,1963,181,4.343,0.9808,A2,,0,adj,rudely|rudeness|ruder|rudest,,
sandwich,2k-b,1868,182,4.341,0.9872,A1,,0,n,sandwiched|sandwiches|sandwiching,,
plain,2k-b,1540,183,4.339,0.9977,B2,,0,adj,plainer|plainest|plainly|plainness,,
panic,2k-b,1805,184,4.339,0.9975,B2,,0,n,panick|panicked|panickier|panickiest|panicking|panicky|panics,,
boom,2k-b,1836,185,4.338,0.9975,C1,,0,n,boomed|booming|booms,,
cable,2k-b,1770,186,4.337,0.9951,B2,,0,n,cabled|cabler|cablers|cables|cabling|cablings,,
fox,2k-b,1749,187,4.334,0.9951,,,0,name,foxed|foxes|foxier|foxiest|foxily|foxiness|foxy,,
cliff,2k-b,1802,188,4.334,0.9947,B2,,0,n,cliffs,,
glory,2k-b,1707,189,4.332,0.9975,C1,,0,n,gloried|glories|glorification|glorifications|glorified|glorifies|glorify|glorifying|glorious|gloriously|glorying|inglorious,,
bowl,2k-b,1720,190,4.331,0.9978,A2,,0,n,bowls,,
creature,2k-b,1651,191,4.330,0.9861,B2,,0,n,creatures,,
shadow,2k-b,1520,192,4.326,0.9954,B2,,0,n,shadowed|shadowing|shadows|shadowy,,
pleasant,2k-b,1571,193,4.322,0.9920,B1,,0,adj,pleasanter|pleasantly|pleasantness|pleasantries|pleasantry|unpleasant|unpleasantly|unpleasantness|unpleasantnesses,,
bug,2k-b,1988,194,4.321,0.9932,B2,,0,n,bugged|bugging|bugs,,
cure,2k-b,1797,195,4.319,1.0000,B2,,0,v|n,curable|curative|cured|cures|curing|incurable|incurably,,
shine,2k-b,1660,196,4.315,0.9951,B1,,0,v,shined|shines|shininess|shining|shiny|shone,,
bury,2k-b,1565,197,4.315,0.9695,B1,,0,v,burial|burials|buried|buries|burying|unburied,,
bat,2k-b,1827,198,4.314,0.9932,B2,,0,n|v,bats|batted|batter|batters|batting,,
butter,2k-b,1817,199,4.310,1.0000,A1,,0,n,buttered|buttering|butters|buttery|unbuttered,,
cage,2k-b,1929,200,4.307,1.0000,,,0,n,caged|cages|caging,,
wolf,2k-b,1913,201,4.307,0.9975,,,0,n,wolfish|wolfishly|wolves,,
bow,2k-b,1747,202,4.307,0.9929,C1,,0,v|n,bowed|bowing|bows|unbowed,,
pet,2k-b,1876,203,4.305,1.0000,A2,,0,n,pets,,
rip,2k-b,1928,204,4.304,0.9974,C1,,0,v,ripped|ripping|rips,,
bang,2k-b,1838,205,4.300,0.9953,,,0,v,banged|banging|bangings|bangs,,
shore,2k-b,1818,206,4.298,0.9949,B2,,0,n,shores,,
mask,2k-b,1806,207,4.297,0.9955,C1,,0,n,masked|masking|masks|unmask|unmasked|unmasking|unmasks,,
trunk,2k-b,1967,208,4.297,0.9884,,,0,n,trunks,,
beef,2k-b,1912,209,4.294,0.9877,A2,,0,n,beefy,,
solid,2k-b,1579,210,4.291,0.9950,B1,,0,adj|n,solidification|solidified|solidifies|solidify|solidifying|solidities|solidity|solidly|solids|solidness,,
salt,2k-b,1632,211,4.290,0.9899,A1,,0,n,salted|saltier|saltiest|salting|salts|salty|unsalted|saltiness,,
frankly,2k-b,1975,212,4.289,0.9946,C1,,0,adv,franker|frankest|frankness,,
anger,2k-b,1617,213,4.288,0.9945,B2,,0,n,angered|angering|angers,,
trace,2k-b,1570,214,4.287,0.9974,B2,,1,v|n,traceable|traced|traces|tracing|untraceable,,
pipe,2k-b,1599,215,4.287,0.9898,B1,,0,n,piped|pipes|piping|pipings,,
dragon,2k-b,1955,216,4.285,0.9977,,,0,n,dragons,,
mouse,2k-b,1734,217,4.281,0.9975,A1,,0,n,mice|mousey|mousy,,
scratch,2k-b,1861,218,4.275,0.9946,B2,,0,v|n,scratched|scratches|scratchiness|scratching|scratchings|scratchy|unscratched,,
plastic,2k-b,1585,219,4.273,0.9975,A2,,0,n|adj,plasticity|plastics,,
cap,2k-b,1657,220,4.273,0.9951,B1,,0,n,capped|capping|cappings|caps|uncapped,,
interrupt,2k-b,1727,221,4.272,0.9976,B2,,0,v,interrupted|interrupting|interruption|interruptions|interrupts|uninterrupted|uninterruptedly,,
cheer,2k-b,1603,222,4.271,0.9953,B2,,0,v|n,cheered|cheerful|cheerfully|cheerfulness|cheerier|cheeriest|cheerily|cheeriness|cheering|cheerless|cheerlessly|cheerlessness|cheers|cheery,,
nail,2k-b,1821,223,4.270,0.9951,B1,,0,n,nailed|nailing|nails,,
steel,2k-b,1575,224,4.266,0.9950,B2,,0,n,steeled|steeling|steels|steely,,
slave,2k-b,1766,225,4.265,0.9976,B2,,0,n,antislavery|slaved|slavery|slaves|slaving|slavish|slavishly,,
yell,2k-b,1957,226,4.265,0.9948,C1,,0,v,yelled|yelling|yells,,
cruel,2k-b,1820,227,4.264,1.0000,B1,,0,adj,crueller|cruellest|cruelly|cruelness|cruelties|cruelty,,
smooth,2k-b,1517,228,4.262,0.9952,B1,,0,adj,smoothed|smoother|smoothest|smoothing|smoothly|smoothness|smoothnesses|smooths,,
saint,2k-b,1786,229,4.253,0.9949,C1,,0,n,sainthood|sainthoods|saintliness|saintly|saints,,
slide,2k-b,1549,230,4.251,1.0000,B2,,0,v|n,slid|slider|sliders|slides|sliding,,
wrap,2k-b,1703,231,4.250,0.9976,B2,,0,v,unwrap|unwrapped|unwrapping|unwraps|wrapped|wrapper|wrappers|wrapping|wrappings|wraps,,
cheat,2k-b,1969,232,4.247,0.9923,B1,,0,v|n,cheated|cheater|cheaters|cheating|cheats,,
clue,2k-b,1870,233,4.246,1.0000,B1,,0,n,clueless|clues,,
tent,2k-b,1919,234,4.243,0.9953,B1,,0,n,tented|tents,,
flag,2k-b,1859,235,4.243,0.9813,B1,,0,n,flags,,
patch,2k-b,1765,236,4.241,0.9975,C1,,0,n,patched|patches|patching,,
snap,2k-b,1719,237,4.240,0.9974,C1,,0,v,snapped|snapper|snappers|snapping|snaps,,
salad,2k-b,1943,238,4.231,1.0000,A1,,0,n,salads,,
sink,2k-b,1542,239,4.228,0.9930,B1,,0,v,sank|sinkable|sinker|sinkers|sinking|sinks|sunk|sunken|unsinkable,,
wipe,2k-b,1789,240,4.227,0.9976,C1,,0,v,unwiped|wiped|wiper|wipers|wipes|wiping,,
toy,2k-b,1828,241,4.226,0.9976,A2,,0,n|adj,toyed|toying|toys,,
fairy,2k-b,1965,242,4.222,1.0000,,,0,n,faerie|faeries|fairies,,
violent,2k-b,1678,243,4.222,0.9977,B1,,0,adj,nonviolent|nonviolently|violently,,
alcohol,2k-b,1580,244,4.219,0.9976,B1,,0,n,alcoholic|alcoholics|alcoholism|alcohols,,
pin,2k-b,1726,245,4.214,0.9951,B1,,0,n|v,pinned|pinning|pins|unpinned,,
chat,2k-b,1822,246,4.211,0.9947,A2,,0,v|n,chats|chatted|chatting|chatty|chattiness,,
steak,2k-b,1995,247,4.210,0.9948,,,0,n,steaks,,
fence,2k-b,1754,248,4.206,0.9953,B1,,0,n,fenced|fences|fencing|unfenced|fencer|fencers,,
gear,2k-b,1725,249,4.204,0.9946,C1,,0,n,geared|gearing|gearings|gearless|gears,,
forth,2k-b,1849,250,4.198,0.9928,C1,,0,adv,,,
strip,2k-b,1595,251,4.195,0.9974,C1,,0,n|v,stripped|stripper|strippers|stripping|strips,,
nut,2k-b,1910,252,4.194,0.9951,A2,,0,n,nuts,,
tune,2k-b,1730,253,4.193,1.0000,B2,,0,n,tuned|tuneful|tunefully|tuneless|tunelessly|tuner|tuners|tunes|tuning,,
sauce,2k-b,1908,254,4.193,0.9975,A2,,0,n,sauces,,
charm,2k-b,1704,255,4.192,0.9853,C1,,0,n,charmed|charmer|charmers|charming|charmingly|charmless|charms,,
pitch,2k-b,1589,256,4.191,0.9973,B2,,0,n,pitched|pitcher|pitchers|pitches|pitching,,
whistle,2k-b,1907,257,4.189,0.9949,,,0,n,whistled|whistler|whistlers|whistles|whistling,,
rub,2k-b,1840,258,4.189,0.9907,B2,,0,v,rubbed|rubbing|rubs,,
flash,2k-b,1712,259,4.186,1.0000,B2,,0,n|v,flashed|flasher|flashers|flashes|flashing,,
lion,2k-b,1845,260,4.186,0.9976,A1,,0,n,lioness|lionesses|lions,,
privacy,2k-b,1977,261,4.181,0.9977,B2,,0,n,,,
pour,2k-b,1636,262,4.179,0.9935,B1,,0,v,poured|pouring|pours,,
furniture,2k-b,1692,263,4.178,0.9978,A2,,0,n,,,
bend,2k-b,1554,264,4.178,0.9952,B1,,0,v|n,bendable|bended|bending|bends|bendy|bent|unbend|unbending|unbends|unbent,,
rice,2k-b,1901,265,4.178,0.9945,A1,,0,n,rices,,
sore,2k-b,1961,266,4.176,0.9973,,,0,adj,sorely|soreness|sorer|sores|sorest,,
mud,2k-b,1784,267,4.171,0.9976,B1,,0,n,muddied|muddiness|muddy|muds,,
seal,2k-b,1664,268,4.169,0.9950,C1,,0,v|n,reseal|resealed|resealing|reseals|sealant|sealants|sealed|sealer|sealers|sealing|seals|unsealed|unseal,,
tap,2k-b,1616,269,4.169,0.9918,B2,,0,v|n,tapped|tapper|tappers|tapping|taps|untapped,,
ace,2k-b,1858,270,4.168,0.9922,,,0,n,aced|aces|acing,,
