family,subband,rank,pos_in_band,zipf,prevalence,cefr,gse,awl,pos,members,definition,example
emperor,4k-a,3115,51,4.131,0.9756,,,0,n,emperors,,
lap,4k-a,3460,52,4.129,0.9924,C1,,0,n,laps,,
magnificent,4k-a,3145,53,4.121,0.9973,B2,,0,adj,magnificence|magnificently,,
blade,4k-a,3322,54,4.114,0.9952,C1,,0,n,bladed|blades,,
sack,4k-a,3130,55,4.111,1.0000,C1,,0,v,sacked|sacking|sackings,,
clerk,4k-a,3065,56,4.111,0.9927,B2,,0,n,clerkish|clerks,,
chin,4k-a,3476,57,4.103,0.9951,,,0,n,chinless|chins,,
et,4k-a,3003,58,4.103,,,,0,name,,,
hammer,4k-a,3183,59,4.096,0.9976,,,0,n,hammered|hammering|hammers,,
behalf,4k-a,3010,60,4.085,0.9951,C1,,1,n,,,
brass,4k-a,3455,61,4.084,0.9975,,,0,n,brasses|brassy,,
widow,4k-a,3070,62,4.083,0.9907,C1,,0,n,widowed|widower|widowers|widowhood|widowhoods|widows,,
dull,4k-a,3156,63,4.082,0.9874,B2,,0,adj,dulled|duller|dullest|dulling|dullness|dulls|dully,,
clay,4k-a,3289,64,4.079,0.9922,,,0,n,clays|clayey,,
needle,4k-a,3099,65,4.076,0.9946,B1,,0,n,needled|needles|needling,,
slim,4k-a,3324,66,4.074,0.9970,,,0,adj,slimly|slimmed|slimmer|slimmers|slimmest|slimming|slimmings|slimness|slims,,
thumb,4k-a,3478,67,4.073,1.0000,B2,,0,n,thumbed|thumbing|thumbings|thumbs,,
divine,4k-a,3474,68,4.066,0.9949,C1,,0,adj,divination|divinations|divined|divinely|divines|divining|diviner,,
medal,4k-a,3284,69,4.063,0.9902,B2,,0,n,medalist|medalists|medallist|medallists|medals,,
eagle,4k-a,3276,70,4.060,0.9949,,,0,n,eagled|eagles,,
whale,4k-a,3367,71,4.052,1.0000,,,0,n,whaled|whaler|whalers|whales|whaling,,
verdict,4k-a,3494,72,4.039,0.9947,C1,,0,n,verdicts,,
comic,4k-a,3451,73,4.035,0.9951,B2,,0,adj|n,comical|comicalities|comicality|comically|comics,,
rod,4k-a,3228,74,4.031,0.9903,C1,,0,n,rods,,
pope,4k-a,3086,75,4.030,0.9917,,,0,n,popery|popes|popish,,
statue,4k-a,3458,76,4.025,0.9976,B1,,0,n,statuaries|statuary|statues|statuesque|statuette|statuettes,,
fleet,4k-a,3117,77,4.025,0.9928,C1,,0,n,fleets,,
drown,4k-a,3437,78,4.025,0.9896,C1,,0,v,drowned|drowning|drowns,,
collar,4k-a,3230,79,4.022,0.9901,,,0,n,collared|collaring|collarless|collars,,
publicity,4k-a,3083,80,4.020,0.9973,B2,,0,n,,,
fraud,4k-a,3234,81,4.002,0.9973,B2,,0,n,frauds|fraudster|fraudsters,,
overnight,4k-a,3249,82,4.001,0.9949,B2,,0,adv,,,
acid,4k-a,3001,83,3.999,0.9951,B2,,0,n|adj,acidic|acidity|acidly|acids,,
explode,4k-a,3376,84,3.991,0.9977,B1,,0,v,exploded|explodes|exploding|unexploded,,
dock,4k-a,3098,85,3.989,0.9929,,,0,n,docked|docker|dockers|docking|docks,,
gut,4k-a,3425,86,3.989,0.9887,C1,,0,n,gutless|gutlessness|guts|gutsier|gutsiest|gutsy|gutted|gutting,,
delicate,4k-a,3200,87,3.978,0.9976,C1,,0,adj,delicately|indelicate,,
physics,4k-a,3282,88,3.976,0.9974,A2,,0,n,,,
wells,4k-a,3384,89,3.974,,,,0,name,welled|welling,,
chaos,4k-a,3485,90,3.973,0.9953,C1,,0,n,,,
flush,4k-a,3301,91,3.972,1.0000,,,0,v,flushed|flusher|flushers|flushes|flushing,,
bonus,4k-a,3346,92,3.964,0.9976,C1,,0,n,bonuses,,
ash,4k-a,3219,93,3.964,0.9945,C1,,0,n,ashen|ashes|ashy,,
betray,4k-a,3279,94,3.961,0.9929,C1,,0,v,betrayal|betrayals|betrayed|betrayer|betrayers|betraying|betrays,,
coffin,4k-a,3446,95,3.956,0.9948,,,0,n,coffins,,
certificate,4k-a,3007,96,3.954,0.9975,B2,,0,n,certificated|certificates|uncertificated|certification|certifications,,
diary,4k-a,3076,97,3.954,0.9902,A2,,0,n,diaries|diarist|diarists,,
stall,4k-a,3287,98,3.953,0.9953,B2,,0,n,stalled|stalling|stalls,,
fluid,4k-a,3165,99,3.952,0.9973,C1,,0,n,fluidities|fluidity|fluids|fluidly,,
obey,4k-a,3132,100,3.952,0.9954,B2,,0,v,obedience|obedient|obediently|obeyed|obeying|obeys,,
auction,4k-a,3186,101,3.950,0.9923,B2,,0,n,auctioned|auctioneer|auctioneers|auctioning|auctions,,
contrary,4k-a,3037,102,3.950,0.9896,C1,,1,adj|n,contrarily|contrariness|contrariwise,,
chemistry,4k-a,3208,103,3.938,0.9974,A2,,0,n,,,
forbid,4k-a,3329,104,3.932,0.9950,B2,,0,v,forbade|forbidden|forbidding|forbids|forbad,,
solo,4k-a,3385,105,3.932,0.9926,C1,,0,adj|n,soloed|soloing|soloist|soloists|solos,,
convenient,4k-a,3040,106,3.932,0.9895,B1,,0,adj,conveniently|inconvenient|inconveniently,,
inn,4k-a,3273,107,3.924,0.9887,,,0,n,inns,,
lung,4k-a,3328,108,3.916,0.9921,B2,,0,n,lungs,,
harmony,4k-a,3428,109,3.915,0.9953,C1,,0,n,harmonies|harmonious|harmoniously|harmoniousness|inharmonious,,
breeze,4k-a,3488,110,3.906,0.9874,,,0,n,breezed|breezes|breezily|breezing|breezy|breeziness,,
candle,4k-a,3450,111,3.905,0.9951,B2,,0,n,candles,,
worship,4k-a,3119,112,3.905,0.9948,C1,,0,n|v,worshipful|worshipped|worshiped|worshipper|worshippers|worshiper|worshipers|worshipping|worships,,
bubble,4k-a,3453,113,3.904,0.9975,B1,,0,n,bubbled|bubbles|bubbling|bubbly,,
dip,4k-a,3281,114,3.901,0.9977,C1,,0,v,dipped|dipper|dippers|dipping|dips,,
chapel,4k-a,3114,115,3.901,0.9926,,,0,n,chapels,,
tuck,4k-a,3467,116,3.901,0.9878,,,0,v,tucked|tucking|tucks|untucked,,
proposition,4k-a,3205,117,3.897,0.9904,C1,,0,n,propositional|propositions,,
lounge,4k-a,3321,118,3.896,0.9972,,,0,n,lounged|lounger|loungers|lounges|lounging,,
arrow,4k-a,3386,119,3.895,0.9953,B2,,0,n,arrowed|arrowing|arrows,,
terminal,4k-a,3029,120,3.884,0.9974,,,0,n,terminally|terminals,,
bold,4k-a,3256,121,3.878,0.9975,B2,,0,adj,bolder|boldest|boldly|boldness,,
trophy,4k-a,3473,122,3.878,0.9973,C1,,0,n,trophies,,
bass,4k-a,3143,123,3.878,0.9951,C1,,0,n,basses|bassist|bassists,,
peculiar,4k-a,3257,124,3.878,0.9922,C1,,0,adj,peculiarities|peculiarity|peculiarly,,
stitch,4k-a,3128,125,3.874,0.9975,,,0,v,stitched|stitchery|stitches|stitching,,
carriage,4k-a,3123,126,3.874,0.9925,C1,,0,n,carriages,,
receipt,4k-a,3188,127,3.872,0.9949,B1,,0,n,receipted|receipting|receipts,,
fist,4k-a,3415,128,3.867,0.9857,,,0,n,fisted|fistful|fists,,
distress,4k-a,3093,129,3.862,0.9952,C1,,0,n|v,distressed|distresses|distressing|distressingly|distressful,,
savage,4k-a,3340,130,3.855,0.9975,,,0,adj,savaged|savagely|savageness|savager|savagery|savages|savagest|savaging,,
fatal,4k-a,3254,131,3.852,0.9920,C1,,0,adj,fatalism|fatalist|fatalistic|fatalistically|fatalists|fatalities|fatality|fatally,,
haul,4k-a,3290,132,3.851,0.9952,,,0,v,haulage|haulages|hauled|hauler|haulers|hauling|hauls,,
ridge,4k-a,3356,133,3.851,0.9931,,,0,n,ridged|ridges|ridging,,
pursuit,4k-a,3243,134,3.848,0.9921,B2,,0,n,pursuits,,
congratulate,4k-a,3448,135,3.847,0.9947,C1,,0,v,congratulated|congratulates|congratulating|congratulation|congratulations|congratulatory,,
guardian,4k-a,3048,136,3.847,0.9873,,,0,n,guardians|guardianship,,
plead,4k-a,3198,137,3.846,0.9907,C1,,0,v,pleaded|pled|pleading|pleadingly|pleadings|pleads,,
tobacco,4k-a,3452,138,3.845,0.9857,C1,,0,n,baccy|tobacconist|tobacconists|tobaccos,,
bolt,4k-a,3283,139,3.838,0.9952,,,0,n,bolted|bolter|bolters|bolting|bolts,,
pledge,4k-a,3368,140,3.838,0.9952,C1,,0,v|n,pledged|pledges|pledging,,
hardware,4k-a,3178,141,3.835,0.9975,C1,,0,n,,,
loop,4k-a,3338,142,3.831,0.9952,C1,,0,n,looped|looping|loops,,
theft,4k-a,3229,143,3.830,0.9918,B2,,0,n,thefts,,
confidential,4k-a,3299,144,3.827,0.9976,,,0,adj,confidentiality|confidentially,,
dot,4k-a,3104,145,3.822,0.9926,B2,,0,n,dots|dotted|dotting,,
copper,4k-a,3174,146,3.819,0.9949,C1,,0,n,coppers|coppery,,
amateur,4k-a,3202,147,3.817,0.9943,C1,,0,adj|n,amateurish|amateurishly|amateurishness|amateurism|amateurs,,
riot,4k-a,3084,148,3.813,0.9976,C1,,0,n,rioted|rioter|rioters|rioting|riotous|riotously|riotousness|riots,,
canal,4k-a,3068,149,3.806,0.9902,B2,,0,n,canals,,
pond,4k-a,3146,150,3.802,0.9976,C1,,0,n,ponds,,
elegant,4k-a,3216,151,3.798,1.0000,B2,,0,adj,elegantly|inelegant|inelegantly,,
spark,4k-a,3465,152,3.798,1.0000,C1,,0,v,sparked|sparking|sparks|sparky,,
breach,4k-a,3009,153,3.794,1.0000,C1,,0,n|v,breached|breaches|breaching,,
accountant,4k-a,3031,154,3.792,0.9953,B2,,0,n,accountancy|accountants,,
fare,4k-a,3226,155,3.790,0.9901,B2,,0,n,fared|fares|faring,,
elbow,4k-a,3445,156,3.789,0.9951,B2,,0,n,elbowed|elbowing|elbows,,
stack,4k-a,3424,157,3.786,0.9915,,,0,n,stacked|stacking|stacks|unstacked,,
dash,4k-a,3369,158,3.782,0.9950,,,0,n,dashed|dasher|dashers|dashes|dashing,,
furious,4k-a,3292,159,3.779,1.0000,B2,,0,adj,furiously,,
poster,4k-a,3388,160,3.778,1.0000,A2,,0,n,posters,,
sincere,4k-a,3224,161,3.778,0.9949,B2,,0,adj,insincere|insincerely|insincerity|sincerely|sincerity,,
steer,4k-a,3184,162,3.778,0.9899,C1,,0,v,steered|steering|steers,,
scent,4k-a,3433,163,3.776,0.9907,,,0,n,scented|scenting|scentless|scents|unscented,,
wit,4k-a,3305,164,3.773,0.9775,C1,,0,n,witless|witlessly|witlessness|wits|witted|wittier|wittiest|wittily|witty|witticism|wittiness,,
shallow,4k-a,3426,165,3.772,1.0000,B2,,0,adj,shallower|shallowest|shallowly|shallowness|shallows,,
despair,4k-a,3311,166,3.769,0.9892,,,0,n,despaired|despairing|despairingly|despairs,,
slam,4k-a,3442,167,3.765,0.9950,C1,,0,v,slammed|slammer|slammers|slamming|slams,,
spine,4k-a,3197,168,3.760,0.9949,C1,,0,n,spinal|spinally|spineless|spinelessly|spinelessness|spines|spiny,,
resent,4k-a,3133,169,3.760,0.9879,,,0,v,resented|resentful|resentfully|resentfulness|resenting|resentment|resentments|resents,,
spectacular,4k-a,3166,170,3.754,0.9977,B2,,0,adj,spectacularly|unspectacular,,
essence,4k-a,3248,171,3.751,0.9949,C1,,0,n,essences,,
sleeve,4k-a,3336,172,3.750,0.9974,,,0,n,sleeved|sleeveless|sleeves,,
owl,4k-a,3410,173,3.750,0.9928,,,0,n,owlish|owlishly|owls,,
identical,4k-a,3148,174,3.744,0.9975,B2,,1,adj,identically,,
orchestra,4k-a,3211,175,3.742,1.0000,B2,,0,n,orchestral|orchestras,,
prey,4k-a,3354,176,3.742,0.9977,C1,,0,n,preyed|preying|preys,,
departure,4k-a,3061,177,3.733,1.0000,B1,,0,n,departures,,
mock,4k-a,3347,178,3.731,1.0000,,,0,v,mocked|mocker|mockers|mocking|mockingly|mocks,,
ambition,4k-a,3135,179,3.730,1.0000,B1,,0,n,ambitions,,
ferry,4k-a,3270,180,3.730,0.9926,,,0,n,ferried|ferries|ferrying,,
landlord,4k-a,3016,181,3.728,1.0000,C1,,0,n,landlords,,
jurisdiction,4k-a,3137,182,3.726,0.9787,C1,,0,n,jurisdictional|jurisdictions,,
tribute,4k-a,3266,183,3.720,0.9974,C1,,0,n,tributaries|tributary|tributes,,
marble,4k-a,3413,184,3.718,0.9975,,,0,n,marbled|marbles|marbling,,
heir,4k-a,3480,185,3.718,0.9848,,,0,n,heiress|heiresses|heirs,,
repay,4k-a,3127,186,3.717,1.0000,,,0,v,repaid|repayable|repaying|repayment|repayments|repays|unrepaid,,
leaf,4k-a,3112,187,3.717,0.9931,B1,,0,n,leafed|leafing|leafless|leafy|leaved,,
caution,4k-a,3358,188,3.713,0.9976,C1,,0,n,cautionary|cautioned|cautioning|cautions,,
primitive,4k-a,3239,189,3.713,0.9976,,,0,adj,primitively|primitiveness|primitives|primitivism,,
thread,4k-a,3373,190,3.713,0.9976,C1,,0,n,threaded|threading|threads,,
trousers,4k-a,3088,191,3.713,0.9951,A1,,0,n,trouser|trousered,,
utter,4k-a,3060,192,3.703,0.9881,,,0,adj,unutterable|unutterably|unuttered|utterance|utterances|uttered|uttering|utters,,
contempt,4k-a,3407,193,3.702,0.9974,C1,,0,n,contemptible|contempts|contemptuous|contemptuously|contemptuousness,,
chronic,4k-a,3280,194,3.695,1.0000,C1,,0,adj,chronics|chronically,,
sketch,4k-a,3335,195,3.695,0.9975,C1,,0,n,sketched|sketches|sketching,,
biology,4k-a,3490,196,3.692,0.9980,A2,,0,n,biologies|biologist|biologists|biologic,,
axe,4k-a,3427,197,3.690,0.9950,,,0,n,ax|axed|axes|axing,,
sensation,4k-a,3107,198,3.690,0.9924,C1,,0,n,sensational|sensationalise|sensationalised|sensationalises|sensationalising|sensationalism|sensationalist|sensationalists|sensationalize|sensationalized|sensationalizes|sensationalizing|sensationally|sensations,,
fuse,4k-a,3185,199,3.688,0.9952,,,0,n,fused|fuses|fusing|fusion|fusions,,
artificial,4k-a,3118,200,3.685,0.9977,B2,,0,adj,artificiality|artificially,,
grim,4k-a,3406,201,3.681,0.9973,,,0,adj,grimly|grimmer|grimmest|grimness,,
preliminary,4k-a,3293,202,3.681,0.9893,C1,,1,adj,preliminaries,,
ambitious,4k-a,3461,203,3.679,0.9977,B1,,0,adj,ambitiously|unambitious,,
specimen,4k-a,3078,204,3.677,1.0000,C1,,0,n,specimens,,
homosexual,4k-a,3262,205,3.676,0.9979,,,0,n,homo|homos|homosexualities|homosexuality|homosexuals,,
gulf,4k-a,3019,206,3.676,0.9848,,,0,n,gulfs,,
verse,4k-a,3176,207,3.670,1.0000,C1,,0,n,versed|verses|versification|versified|versify|versifying,,
activate,4k-a,3050,208,3.670,0.9953,B2,,0,v,activated|activates|activating|activation|activator|activators|inactivation|reactivate|reactivated|reactivates|reactivating|reactivation|reactivations|unactivated,,
limb,4k-a,3395,209,3.670,0.9931,C1,,0,n,limbed|limbs,,
tutor,4k-a,3056,210,3.665,0.9926,,,0,n,tutored|tutorial|tutorials|tutoring|tutors|untutored,,
sheer,4k-a,3199,211,3.661,0.9843,C1,,0,adj,sheerness,,
rehearse,4k-a,3441,212,3.655,0.9740,,,0,v,rehearsal|rehearsals|rehearsed|rehearses|rehearsing|unrehearsed,,
horizon,4k-a,3344,213,3.652,0.9922,C1,,0,n,horizons,,
villa,4k-a,3113,214,3.644,0.9771,,,0,n,villas,,
scrap,4k-a,3399,215,3.642,0.9975,,,0,n,scrapped|scrapping|scraps,,
diagnosis,4k-a,3252,216,3.634,0.9953,C1,,0,n,diagnoses|misdiagnoses|misdiagnosis,,
trim,4k-a,3381,217,3.632,0.9875,,,0,v,trimmed|trimmer|trimmers|trimming|trimmings|trims|trimness,,
seminar,4k-a,3203,218,3.630,0.9950,B2,,0,n,seminaries|seminars|seminary,,
petition,4k-a,3181,219,3.626,0.9926,C1,,0,n,petitioned|petitioner|petitioners|petitioning|petitions,,
retrieve,4k-a,3365,220,3.616,0.9953,C1,,0,v,retrieval|retrievals|retrieved|retriever|retrievers|retrieves|retrieving,,
chancellor,4k-a,3011,221,3.616,0.9858,,,0,n,chancellors|chancellorship|chancellorships,,
nursery,4k-a,3187,222,3.610,0.9976,C1,,0,n,nurseries,,
lively,4k-a,3492,223,3.610,0.9953,B2,,0,adj,livelier|liveliest|liveliness,,
ounce,4k-a,3018,224,3.608,0.9949,,,0,n,ounces|oz,,
impatient,4k-a,3440,225,3.608,0.9931,B2,,0,adj,impatience|impatiently,,
expertise,4k-a,3066,226,3.601,0.9906,B2,,0,n,expertises,,
dislike,4k-a,3355,227,3.595,0.9924,B1,,0,v|n,disliked|dislikes|disliking,,
cinema,4k-a,3124,228,3.591,1.0000,A1,,0,n,cinemas|cinematic,,
metaphor,4k-a,3471,229,3.591,0.9899,B2,,0,n,metaphoric|metaphorical|metaphorically|metaphors,,
thrust,4k-a,3100,230,3.588,1.0000,,,0,v,thrusted|thrusting|thrustings|thrusts,,
swift,4k-a,3079,231,3.588,0.9915,,,0,adj,swifter|swiftest|swiftly|swiftness,,
summon,4k-a,3150,232,3.588,0.9880,,,0,v,summoned|summoning|summons|summonsed|summonses|summonsing,,
harvest,4k-a,3370,233,3.584,0.9975,C1,,0,n|v,harvested|harvester|harvesters|harvesting|harvests,,
matrix,4k-a,3331,234,3.582,0.9973,,,0,n,matrices|matrixes,,
dictionary,4k-a,3144,235,3.573,1.0000,A1,,0,n,dictionaries,,
cathedral,4k-a,3069,236,3.573,0.9893,,,0,n,cathedrals,,
lace,4k-a,3232,237,3.571,0.9976,,,0,n,interlace|interlaced|interlaces|laced|laces|lacier|laciest|lacing|lacy,,
knot,4k-a,3421,238,3.568,0.9976,,,0,n,knots|knotted|knottier|knottiest|knotting|knotty,,
arch,4k-a,3152,239,3.568,0.9903,,,0,n,arched|arches|arching,,
overhead,4k-a,3472,240,3.566,0.9954,,,0,adv,overheads,,
plaintiff,4k-a,3012,241,3.566,0.9683,,,0,n,plaintiffs,,
vein,4k-a,3454,242,3.557,0.9896,C1,,0,n,veined|veins,,
mist,4k-a,3438,243,3.552,0.9977,,,0,n,misted|mistier|mistiest|mistily|mistiness|misting|mists|misty,,
await,4k-a,3149,244,3.552,0.9885,C1,,0,v,awaited|awaiting|awaits,,
thesis,4k-a,3225,245,3.535,0.9918,B2,,1,n,antitheses|antithesis|theses,,
merit,4k-a,3120,246,3.532,0.9861,C1,,0,n,merited|meriting|merits|unmerited,,
terrace,4k-a,3044,247,3.532,0.9855,,,0,n,terraced|terraces|terracing,,
glimpse,4k-a,3464,248,3.527,0.9951,C1,,0,n,glimpsed|glimpses|glimpsing,,
cautious,4k-a,3288,249,3.527,0.9924,C1,,0,adj,cautiously|cautiousness|incautious,,
norm,4k-a,3258,250,3.525,0.9793,B2,,1,n,normativity|normed|norming|normlessness|norms,,
eligible,4k-a,3309,251,3.522,0.9878,C1,,0,adj,eligibilities|eligibility|ineligible|ineligibility,,
digest,4k-a,3267,252,3.520,0.9928,,,0,n,digested|digestible|digesting|digestion|digestive|digestives|digests|indigestible|undigested,,
forge,4k-a,3420,253,3.515,0.9975,C1,,0,v,forged|forger|forgeries|forgers|forgery|forges|forging,,
diabetes,4k-a,3487,254,3.515,0.9956,,,0,n,diabetic|diabetics,,
prejudice,4k-a,3160,255,3.507,1.0000,C1,,0,n,prejudiced|prejudices|prejudicial|prejudicing|unprejudiced,,
vanish,4k-a,3359,256,3.507,0.9920,C1,,0,v,vanished|vanishes|vanishing|vanishingly,,
sentiment,4k-a,3366,257,3.504,0.9946,C1,,0,n,sentimental|sentimentalism|sentimentalist|sentimentalities|sentimentality|sentimentally|sentiments|unsentimental,,
brute,4k-a,3342,258,3.504,0.9895,,,0,n,brutal|brutalisation|brutalise|brutalised|brutalises|brutalising|brutalities|brutality|brutalization|brutalize|brutalized|brutalizes|brutalizing|brutally|brutes|brutish|brutishly|brutishness,,
insect,4k-a,3170,259,3.501,0.9975,A2,,0,n,insects,,
reign,4k-a,3126,260,3.496,0.9864,C1,,0,n|v,reigned|reigning|reigns,,
closure,4k-a,3077,261,3.493,0.9951,C1,,0,n,closures,,
patron,4k-a,3297,262,3.493,0.9946,C1,,0,n,patroness|patronesses|patronise|patronised|patronises|patronising|patronisingly|patronize|patronized|patronizer|patronizers|patronizes|patronizing|patronizingly|patrons,,
crude,4k-a,3375,263,3.485,0.9950,C1,,0,adj,crudely|crudeness|cruder|crudest|crudities|crudity,,
tenant,4k-a,3002,264,3.485,0.9875,C1,,0,n,subtenancy|subtenant|subtenants|tenancies|tenancy|tenanted|tenants,,
satisfactory,4k-a,3017,265,3.479,0.9974,,,0,adj,satisfactorily|unsatisfactorily|unsatisfactory,,
medieval,4k-a,3055,266,3.474,0.9906,C1,,0,adj,mediaeval|medievalist,,
veil,4k-a,3308,267,3.474,0.9817,,,0,n,unveil|unveiled|unveiling|unveils|veiled|veiling|veilless|veils,,
acute,4k-a,3053,268,3.471,0.9950,C1,,0,adj,acutely|acuteness|acutes,,
verbal,4k-a,3191,269,3.468,0.9949,C1,,0,adj,nonverbal|verbalisation|verbalise|verbalised|verbalises|verbalising|verbalization|verbalize|verbalized|verbalizes|verbalizing|verbally|verbals,,
abnormal,4k-a,3416,270,3.465,0.9977,,,0,adj,abnormalities|abnormality|abnormally,,
superb,4k-a,3103,271,3.462,0.9930,C1,,0,adj,superbly,,
indulge,4k-a,3429,272,3.462,0.9903,C1,,0,v,indulged|indulgence|indulgences|indulgent|indulgently|indulges|indulging,,
necessity,4k-a,3218,273,3.462,0.9868,B2,,0,n,necessities,,
merchant,4k-a,3035,274,3.459,0.9976,C1,,0,n,merchantable|merchants,,
penetrate,4k-a,3201,275,3.459,0.9976,,,0,v,interpenetration|interpenetrations|penetrated|penetrates|penetrating|penetration|penetrations|penetrative,,
bankrupt,4k-a,3255,276,3.450,0.9924,,,0,adj,bankruptcies|bankruptcy|bankrupted|bankrupting|bankrupts,,
bronze,4k-a,3327,277,3.450,0.9922,,,0,n,bronzed|bronzes,,
dwell,4k-a,3094,278,3.447,0.9950,,,0,v,dwelled|dweller|dwellers|dwelling|dwellings|dwells|dwelt,,
monopoly,4k-a,3062,279,3.444,1.0000,C1,,0,n,monopolies|monopolisation|monopolise|monopolised|monopolises|monopolising|monopolist|monopolistic|monopolists|monopolization|monopolize|monopolized|monopolizes|monopolizing,,
dolphin,4k-a,3449,280,3.444,0.9973,,,0,n,dolphins,,
vertical,4k-a,3139,281,3.444,0.9951,B2,,0,adj,vertically|verticals,,
terminate,4k-a,3272,282,3.441,0.9951,C1,,1,v,terminated|terminates|terminating|termination|terminations|terminator|terminators,,
residue,4k-a,3265,283,3.441,0.9855,C1,,0,n,nonresidual|residual|residuals|residuary|residues,,
handicap,4k-a,3024,284,3.438,1.0000,,,0,n,handicapped|handicapper|handicappers|handicapping|handicaps,,
ethical,4k-a,3172,285,3.438,0.9929,B2,,0,adj,ethically|unethical|unethically|ethics,,
casualty,4k-a,3380,286,3.435,0.9928,C1,,0,n,casualties,,
