family,subband,rank,pos_in_band,zipf,prevalence,cefr,gse,awl,pos,members,definition,example
dead,1k-b,651,21,5.652,0.9976,A2,,0,adj,deaden|deadened|deadening|deadens|deadlier|deadliest|deadly|deadliness|undead|deader|deadest,,
tonight,1k-b,863,22,5.615,0.9975,A1,,0,adv|n,,,
son,1k-b,579,23,5.613,0.9973,A1,,0,n,sonny|sons,,
pretty,1k-b,829,24,5.593,1.0000,A1,,0,adj|adv,prettier|prettiest|prettily|prettiness|prettify,,
ready,1k-b,638,25,5.588,0.9948,A1,,0,adj,readied|readier|readies|readiest|readily|readiness|readying|unready,,
excuse,1k-b,958,26,5.565,0.9950,B2,,0,n|v,excusable|excused|excuses|excusing|inexcusable|inexcusably,,
wife,1k-b,536,27,5.542,0.9974,A1,,0,n,wifely|wives,,
kid,1k-b,884,28,5.530,0.9933,A2,,0,n,kids|kiddy|kiddie|kiddies|kiddo,,
tomorrow,1k-b,786,29,5.526,0.9946,A1,,0,adv|n,tomorrows,,
happy,1k-b,543,30,5.522,1.0000,A1,,0,adj,happier|happiest|happily|happiness|unhappier|unhappiest|unhappily|unhappiness|unhappy,,
alone,1k-b,643,31,5.489,0.9952,A2,,0,adj|adv,,,
stuff,1k-b,855,32,5.486,0.9924,B1,,0,n|v,,,
worry,1k-b,676,33,5.457,0.9923,A2,,0,v|n,unworried|worried|worriedly|worriedness|worrier|worriers|worries|worrying|worryingly,,
ago,1k-b,522,34,5.456,0.9871,A1,,0,adv,,,
brother,1k-b,654,35,5.453,0.9924,A1,,0,n,bro|bros|brotherhood|brotherhoods|brotherly|brothers|brotherliness,,
check,1k-b,649,36,5.445,0.9955,A1,,0,v|n,checked|checker|checkers|checking|checks|unchecked,,
forget,1k-b,668,37,5.442,0.9976,A1,,0,v,forgetful|forgetfully|forgetfulness|forgets|forgettable|forgetting|forgot|forgotten|unforgettable|unforgotten|unforgettably,,
hit,1k-b,671,38,5.439,0.9954,A2,,0,v|n,hits|hitter|hitting|mishit|mishits|unhit,,
crazy,1k-b,991,39,5.434,0.9952,A2,,0,adj,crazier|crazies|craziest|crazily|craziness,,
shut,1k-b,918,40,5.421,0.9974,A2,,0,v|adj,shuts|shutting,,
eat,1k-b,596,41,5.401,0.9948,A1,,0,v,ate|eaten|eater|eaters|eating|eats|uneaten|eatable|eatery,,
afraid,1k-b,904,42,5.393,0.9951,A1,,0,adj,unafraid,,
drink,1k-b,556,43,5.393,0.9928,A1,,0,n|v,drank|drinkable|drinker|drinkers|drinking|drinks|drunk|drunks|undrunk,,
hurt,1k-b,910,44,5.391,0.9972,A2,,0,v|adj|n,hurter|hurters|hurtful|hurtfully|hurtfulness|hurting|hurts|unhurt,,
heart,1k-b,578,45,5.387,1.0000,A2,,0,n,hearted|heartedly|heartedness|hearten|heartened|heartening|heartens|heartless|heartlessly|heartlessness|hearts,,
chance,1k-b,593,46,5.382,0.9977,A2,,0,n,chanced|chances|chancing|mischance,,
fun,1k-b,756,47,5.371,0.9975,A1,,0,n|adj,funnier|funnies|funniest|funnily|funny|funniness,,
wish,1k-b,520,48,5.371,0.9953,A2,,0,v|n,wished|wisher|wishers|wishes|wishing,,
sleep,1k-b,661,49,5.357,0.9977,A1,,0,v|n,sleeper|sleepers|sleepily|sleepiness|sleeping|sleepless|sleeplessness|sleeps|sleepy|slept,,
trouble,1k-b,691,50,5.349,1.0000,A2,,0,n|v,troubled|troubles|troublesome|troubling|troublingly|untroubled,,
dear,1k-b,770,51,5.349,0.9971,A1,,0,adj|exclam,dearer|dearest|dearie|dearly|dears,,
couple,1k-b,610,52,5.349,0.9908,A2,,1,n,coupled|couples|coupling|couplings|uncouple|uncoupled|uncoupling|uncouples,,
story,1k-b,547,53,5.343,0.9952,A1,,0,n,stories,,
lady,1k-b,669,54,5.336,0.9974,A2,,0,n,ladies|ladylike|ladyship|ladyships|unladylike,,
fire,1k-b,532,55,5.333,0.9974,A1,,0,n|v,fired|fires|firing|misfire|misfired|misfires|misfiring,,
hate,1k-b,909,56,5.331,0.9974,A1,,0,v|n,hated|hateful|hatefully|hatefulness|hater|haters|hates|hating,,
gun,1k-b,865,57,5.328,0.9947,A2,,0,n,gunless|gunned|gunner|gunners|gunnery|gunning|guns,,
rest,1k-b,601,58,5.328,0.9927,A2,,0,n|v,,,
inside,1k-b,616,59,5.324,1.0000,A2,,0,prep|adv|n|adj,insider|insiders|insides,,
dinner,1k-b,864,60,5.306,0.9953,A1,,0,n,dinners,,
fight,1k-b,553,61,5.303,0.9946,A2,,0,v|n,fighter|fighters|fighting|fights|fought,,
ahead,1k-b,789,62,5.297,1.0000,B1,,0,adv,,,
pick,1k-b,600,63,5.297,0.9974,A2,,0,v|n,picked|picker|pickers|picking|pickings|picks|picky|unpick|unpicked|unpicking|unpicks,,
cool,1k-b,879,64,5.291,1.0000,A1,,0,adj|v,coolant|coolants|cooled|cooler|coolers|coolest|cooling|coolly|coolness|cools|uncool|uncooled,,
husband,1k-b,697,65,5.289,0.9952,A1,,0,n,husbands,,
dog,1k-b,659,66,5.285,0.9976,A1,,0,n,doggie|doggies|doggy|dogs,,
truth,1k-b,779,67,5.283,1.0000,B1,,0,n,truthful|truthfully|truthfulness|truthiness|truths|untruth|untruthful|untruthfully|untruthfulness|untruths,,
hot,1k-b,747,68,5.278,0.9930,A1,,0,adj,hotly|hotness|hots|hotted|hotter|hottest|hotting,,
bed,1k-b,544,69,5.272,0.9954,A1,,0,n,bedded|bedding|beds,,
blood,1k-b,551,70,5.269,1.0000,A2,,0,n,blooded|bloodied|bloodier|bloodies|bloodiest|bloodiness|bloodless|bloodlessly|bloodlessness|bloods|bloody|bloodying,,
shall,1k-b,503,71,5.267,0.9955,A2,,0,modal v,shalst|shalt|shan,,
stupid,1k-b,972,72,5.265,0.9976,A2,,0,adj,stupider|stupidest|stupidity|stupidly,,
sister,1k-b,764,73,5.256,0.9950,A1,,0,n,sisterhood|sisterly|sisters,,
trust,1k-b,644,74,5.250,0.9975,B2,,0,n|v,antitrust|entrust|entrusted|entrusting|entrusts|trusted|trustier|trustiest|trusting|trusts|trusty|trustful|trustfully|trustfulness,,
hurry,1k-b,961,75,5.239,1.0000,B1,,0,n|v,hurried|hurriedly|hurries|hurrying|unhurried|unhurriedly,,
bet,1k-b,974,76,5.235,0.9977,B2,,0,v|n,bets|betting,,
glad,1k-b,952,77,5.233,0.9977,B1,,0,adj,gladden|gladdened|gladdening|gladdens|gladder|gladdest|gladly|gladness,,
daughter,1k-b,703,78,5.233,0.9953,A1,,0,n,daughters,,
till,1k-b,912,79,5.221,0.9670,B1,,0,conj|prep,til,,
sick,1k-b,874,80,5.218,0.9973,A1,,0,adj,sicken|sickened|sickening|sickeningly|sickens|sicker|sickest|sickly|sickness|sicknesses,,
shoot,1k-b,615,81,5.217,1.0000,B1,,0,v|n,shooter|shooters|shooting|shootings|shoots|shot|shots,,
news,1k-b,629,82,5.216,0.9975,A1,,0,n,newsy,,
save,1k-b,563,83,5.210,0.9886,A2,,0,v,saved|saver|savers|saves|saving|savings|unsaved,,
perfect,1k-b,699,84,5.200,1.0000,A1,,0,adj,imperfect|imperfection|imperfections|imperfectly|perfected|perfecting|perfection|perfectionism|perfectionist|perfectionists|perfections|perfectly|perfects|perfectible,,
hair,1k-b,594,85,5.186,1.0000,A1,,0,n,haired|hairless|hairs|hairy|hairiness,,
luck,1k-b,803,86,5.186,0.9948,A2,,0,n,luckier|luckiest|luckily|luckless|lucky|unluckier|unluckiest|unluckily|unlucky,,
promise,1k-b,712,87,5.184,0.9974,A2,,0,v|n,promised|promises|promising|unpromising,,
sex,1k-b,508,88,5.182,0.9975,B1,,1,n,sexed|sexes|sexier|sexiest|sexily|sexiness|sexing|sexism|sexist|nonsexist|sexists|sexless|sexual|sexualisation|sexualise|sexualised|sexualises|sexualising|sexuality|sexualization|sexualize|sexualized|sexualizes|sexualizing|sexually|sexy,,
music,1k-b,506,89,5.180,0.9975,A1,,0,n,musical|musically|musicals|musician|musicians|musicianship|musics,,
serious,1k-b,546,90,5.171,1.0000,A2,,0,adj,seriously|seriousness,,
dance,1k-b,752,91,5.170,0.9976,A1,,0,n|v,danceable|danced|dancer|dancers|dances|dancing,,
red,1k-b,560,92,5.170,0.9949,A1,,0,adj|n,redden|reddened|reddening|reddens|redder|reddest|reddish|reddy|redness|reds|redly,,
touch,1k-b,647,93,5.169,1.0000,A2,,0,v|n,touchable|touched|touches|touching|touchingly|untouchable|untouchables|untouched,,
hang,1k-b,726,94,5.169,0.9971,B1,,0,v,hanged|hanger|hangers|hanging|hangin|hangings|hangs|hung|unhung,,
pull,1k-b,636,95,5.165,0.9972,A2,,0,v|n,pulled|pulling|pulls,,
sweet,1k-b,895,96,5.161,0.9954,A2,,0,adj|n,sweeten|sweetened|sweetener|sweeteners|sweetening|sweetens|sweeter|sweetest|sweetie|sweeties|sweetly|sweetness|sweets|unsweetened|sweetish,,
coffee,1k-b,858,97,5.159,0.9943,A1,,0,n,coffees,,
safe,1k-b,529,98,5.155,0.9929,A2,,0,adj,safely|safeness|safer|safes|safest|safety|unsafe,,
picture,1k-b,566,99,5.141,0.9974,A1,,0,n|v,pic|pics|pictured|pictures|picturing,,
fast,1k-b,698,100,5.138,0.9975,A1,,0,adj|adv,faster|fastest,,
ride,1k-b,739,101,5.131,1.0000,A1,,0,v|n,ridden|rideable|rider|riders|ridership|rides|riding|rode,,
catch,1k-b,602,102,5.131,0.9931,A2,,0,v|n,catcher|catchers|catches|catching|catchy|caught|uncaught,,
dream,1k-b,768,103,5.124,0.9975,A2,,0,n|v,dreamed|dreamer|dreamers|dreamily|dreaming|dreamless|dreamlessly|dreamlike|dreams|dreamt|dreamy|undreamed|undreamt,,
beat,1k-b,706,104,5.119,0.9933,A2,,0,v|n,beaten|beater|beaters|beating|beatings|beats|unbeatable|unbeaten,,
drop,1k-b,637,105,5.115,0.9952,A2,,0,v|n,droplet|droplets|dropped|dropper|droppers|dropping|droppings|drops,,
cold,1k-b,646,106,5.114,0.9916,A1,,0,adj|n,colder|coldest|coldish|coldly|coldness|colds,,
darling,1k-b,985,107,5.112,0.9976,,,0,n,darlin|darlings,,
poor,1k-b,565,108,5.110,0.9973,A1,,0,adj,poorer|poorest|poorly|poorness,,
throw,1k-b,701,109,5.109,0.9949,A2,,0,v,threw|thrower|throwers|throwing|thrown|throws,,
suppose,1k-b,552,110,5.099,0.9976,A2,,0,v,supposed|supposedly|supposes|supposing,,
piece,1k-b,611,111,5.095,0.9910,A1,,0,n,pieced|pieces|piecing,,
hospital,1k-b,549,112,5.094,0.9975,A1,,0,n,hospitalisation|hospitalise|hospitalised|hospitalises|hospitalising|hospitalization|hospitalize|hospitalized|hospitalizes|hospitalizing|hospitals,,
uncle,1k-b,968,113,5.093,0.9974,A1,,0,n,uncles,,
movie,1k-b,980,114,5.089,0.9928,A1,,0,n,movies,,
straight,1k-b,716,115,5.087,0.9976,A2,,0,adv|adj,straighten|straightened|straightener|straighteners|straightening|straightens|straighter|straightest|straights|unstraightened|straightness,,
christmas,1k-b,794,116,5.087,0.9892,,,0,n,christmases|christmassy,,
kiss,1k-b,916,117,5.083,0.9955,B1,,0,v|n,kissed|kisser|kisses|kissing|unkissed,,
clean,1k-b,672,118,5.083,0.9918,A1,,0,adj|v,cleaned|cleaner|cleaners|cleanest|cleaning|cleanliness|cleanly|cleanness|cleans|unclean|uncleanliness,,
evening,1k-b,622,119,5.081,0.9951,A1,,0,n,evenings|evenin,,
lie,1k-b,592,120,5.080,0.9976,A1,,0,v|n,liar|liars|lied|lies|lying,,
step,1k-b,509,121,5.074,0.9976,A2,,0,n|v,stepped|stepping|steps|stepwise,,
bill,1k-b,567,122,5.073,1.0000,A1,,0,n|v,billed|billing|bills,,
wonder,1k-b,526,123,5.068,0.9953,B1,,0,v|n,wondered|wonderful|wonderfully|wondering|wonderingly|wonderment|wonders|wondrous|wondrously,,
quiet,1k-b,724,124,5.068,0.9874,A1,,0,adj,quieten|quietened|quietening|quietens|quieted|quieter|quietest|quietly|quietness,,
goodbye,1k-b,965,125,5.066,0.9975,A1,,0,exclam|n,bye|goodbyes,,
unless,1k-b,718,126,5.055,0.9951,B1,,0,conj,,,
mad,1k-b,949,127,5.054,0.9977,B1,,0,adj,madden|maddened|maddening|maddeningly|maddens|madder|maddest|madding|madly|madness,,
except,1k-b,737,128,5.047,0.9926,A2,,0,prep|conj,cept|cepting|excepted|excepting,,
none,1k-b,781,129,5.043,0.9896,A2,,0,pron,,,
worth,1k-b,626,130,5.038,0.9975,B1,,0,adj|n,unworthy|unworthiness|worthier|worthies|worthiest|worthily|worthiness|worthless|worthlessness|worthy,,
wear,1k-b,595,131,5.038,0.9907,A1,,0,v,unwearable|unworn|wearable|wearer|wearers|wearing|wears|wore|worn,,
quick,1k-b,517,132,5.036,0.9977,A1,,0,adj,quicken|quickened|quickening|quickens|quicker|quickest|quickie|quickies|quickly|quickness,,
handle,1k-b,774,133,5.035,0.9974,B2,,0,v|n,handled|handler|handlers|handles|handling|mishandle|mishandled|mishandles|mishandling,,
busy,1k-b,901,134,5.027,0.9906,A1,,0,adj,busied|busier|busies|busiest|busily|busying|busyness,,
wake,1k-b,905,135,5.022,1.0000,A1,,0,v,wakeful|wakefulness|waken|wakened|wakening|wakens|wakes|wakey|waking|woke|woken,,
ball,1k-b,767,136,5.021,0.9886,A1,,0,n,balled|balling|balls,,
mouth,1k-b,733,137,5.018,1.0000,A1,,0,n,mouthed|mouthful|mouthfuls|mouthing|mouthings|mouths|mouthy,,
lunch,1k-b,891,138,5.017,0.9977,A1,,0,n,lunched|lunches|lunching,,
officer,1k-b,555,139,5.013,0.9975,A2,,0,n,officers,,
blue,1k-b,665,140,5.010,0.9950,A1,,0,adj|n,blueness|bluer|blues|bluest|bluey|bluish,,
mistake,1k-b,842,141,5.008,0.9976,A1,,0,n|v,mistaken|mistakenly|mistakes|mistaking|mistook|unmistakable|unmistakably|unmistakeable|unmistakeably,,
clothes,1k-b,760,142,5.004,0.9915,A1,,0,n,clothe|clothed|clothing|unclothed|unclothing,,
floor,1k-b,657,143,5.002,0.9977,A1,,0,n,floored|flooring|floorings|floors,,
earth,1k-b,740,144,4.997,0.9978,A2,,0,n,earthed|earthen|earthly|earths|earthy|earthiness|unearthliness|unearthly|earthling|earthlings,,
ship,1k-b,743,145,4.995,1.0000,A2,,0,n|v,shipment|shipments|shipped|shipper|shippers|shipping|ships,,
finish,1k-b,604,146,4.995,0.9948,A1,,0,v|n,finished|finisher|finishers|finishes|finishing|unfinished|refinish|refinished|refinishing|refinishes,,
club,1k-b,501,147,4.994,0.9947,A1,,0,n,clubbed|clubber|clubbers|clubbing|clubs,,
worse,1k-b,670,148,4.991,0.9925,A2,,0,adj|adv|n,worsen|worsened|worsening|worsens|worst,,
pain,1k-b,714,149,4.990,0.9975,A2,,0,n,pained|painful|painfully|painfulness|paining|painless|painlessly|painlessness|pains,,
choice,1k-b,642,150,4.989,1.0000,A2,,0,n,choices|choicest,,
sing,1k-b,763,151,4.989,0.9974,A1,,0,v,sang|singer|singers|singing|sings|sung|unsung,,
blow,1k-b,831,152,4.989,0.9945,A2,,0,v|n,blew|blowed|blower|blowers|blowing|blown|blows,,
stick,1k-b,730,153,4.987,0.9921,B1,,0,v|n,sticker|stickers|sticking|sticks|stuck|unstuck|nonstick,,
yesterday,1k-b,523,154,4.985,0.9948,A1,,0,adv|n,yesterdays,,
boat,1k-b,835,155,4.981,0.9953,A1,,0,n,boated|boating|boats,,
lovely,1k-b,876,156,4.978,0.9957,A2,,0,adj,lovelier|loveliest|loveliness|unlovely,,
fair,1k-b,527,157,4.976,0.9945,A2,,0,adj,fairer|fairest|fairly|fairness|unfair|unfairly|unfairness,,
terrible,1k-b,903,158,4.973,0.9973,A1,,0,adj,terribly,,
bag,1k-b,808,159,4.973,0.9928,A1,,0,n,bagful|bagfuls|baggage|bagged|bagging|bags,,
song,1k-b,853,160,4.971,0.9951,A1,,0,n,songs,,
horse,1k-b,656,161,4.967,1.0000,A1,,0,n,horses|horsey|horsy|unhorsed,,
ring,1k-b,652,162,4.967,0.9977,A2,,0,n|v,rang|ringed|ringing|rings|rung,,
afternoon,1k-b,799,163,4.961,0.9978,A1,,0,n,afternoons|midafternoon,,
count,1k-b,762,164,4.954,0.9913,A2,,0,v|n,countable|counted|counting|countless|counts|recount|recounted|recounting|recounts|uncountable|uncounted|miscount|miscounted|miscounts|miscounting,,
box,1k-b,688,165,4.953,0.9892,A1,,0,n,boxes,,
missed,1k-b,797,166,4.952,,,,0,v,misses|missing|unmissed,,
surprise,1k-b,576,167,4.948,1.0000,A2,,0,n|v,surprised|surprises|surprising|surprisingly|unsurprised|unsurprising|unsurprisingly,,
dark,1k-b,539,168,4.947,0.9956,A1,,0,adj|n,darken|darkened|darkener|darkeners|darkening|darkens|darker|darkest|darkie|darkies|darkly|darkness|darky,,
dress,1k-b,678,169,4.940,1.0000,A1,,0,n|v,dressed|dresses|dressing|dressings|undress|undressed|undresses|undressing|dressy,,
master,1k-b,761,170,4.940,0.9953,B2,,0,n|v,mastered|masterful|masterfully|mastering|masterly|masters|mastery,,
fix,1k-b,776,171,4.938,0.9951,A2,,0,v|n,fixable|fixed|fixedly|fixer|fixers|fixes|fixing|fixings|fixity|unfixed,,
key,1k-b,612,172,4.938,0.9946,A1,,0,n|adj|v,keyed|keying|keys,,
strange,1k-b,750,173,4.936,0.9975,A2,,0,adj,strangely|strangeness|stranger|strangers|strangest,,
rock,1k-b,711,174,4.935,0.9850,A2,,0,n|v,rocklike|rocks|rocky|rockiness,,
window,1k-b,525,175,4.934,0.9974,A1,,0,n,windowed|windowless|windows,,
bar,1k-b,705,176,4.934,0.9948,A2,,0,n|v,barred|barring|bars|unbarred,,
card,1k-b,757,177,4.931,0.9952,A1,,0,n,carding|cards,,
college,1k-b,666,178,4.930,0.9972,A1,,0,n,colleges|collegian|collegians,,
fly,1k-b,634,179,4.929,0.9946,A1,,0,v|n,flew|flier|fliers|flies|flown|flyer|flyers|flying|unflown,,
born,1k-b,765,180,4.922,0.9978,A1,,0,v,reborn|unborn,,
fish,1k-b,589,181,4.921,1.0000,A1,,0,n|v,fished|fisheries|fishers|fishery|fishes|fishier|fishiest|fishily|fishiness|fishing|fishy,,
join,1k-b,557,182,4.921,0.9934,A1,,0,v,joined|joining|joins|rejoin|rejoined|rejoining|rejoins,,
smell,1k-b,896,183,4.919,1.0000,A2,,0,v|n,smelled|smelliness|smelling|smells|smelly|smelt,,
enjoy,1k-b,590,184,4.917,0.9930,A1,,0,v,enjoyable|enjoyed|enjoying|enjoyment|enjoys|unenjoyable,,
trip,1k-b,872,185,4.915,1.0000,A1,,0,n|v,tripped|tripping|trips,,
store,1k-b,679,186,4.913,1.0000,A2,,0,n|v,storable|storage|stored|stores|storing,,
star,1k-b,685,187,4.910,0.9907,A1,,0,n|v,stardom|starlet|starlets|starlike|starred|starring|starry|stars|starless,,
imagine,1k-b,650,188,4.908,0.9954,A1,,0,v,imaginable|imaginably|imaginary|imagination|imaginations|imaginative|imaginatively|imagined|imagines|imagining|imaginings|unimaginable|unimaginably|unimaginative|unimaginatively|unimagined,,
ought,1k-b,892,189,4.907,0.9833,B1,,0,modal v,oughta|oughtn,,
list,1k-b,505,190,4.906,1.0000,A1,,0,n|v,listed|listing|listings|lists|unlisted,,
rich,1k-b,759,191,4.905,0.9976,A1,,0,adj,richer|riches|richest|richly|richness,,
judge,1k-b,515,192,4.901,1.0000,B1,,0,n|v,judged|judgement|judgemental|judgements|judges|judging|judgment|judgmental|judgments|misjudge|misjudged|misjudgement|misjudgements|misjudgment|misjudgments|misjudges|misjudging|prejudge|prejudged|prejudgement|prejudgment|prejudgements|prejudges|prejudging,,
difference,1k-b,533,193,4.901,0.9949,A1,,0,n,differences,,
ice,1k-b,887,194,4.900,1.0000,A1,,0,n,iced|icily|icy|iciness,,
fat,1k-b,883,195,4.900,0.9946,A1,,0,adj|n,fatless|fatly|fatness|fats|fatten|fattened|fattening|fattens|fatter|fattest|fattier|fattiest|fattiness|fattish|fatty,,
instead,1k-b,631,196,4.899,0.9950,A2,,0,adv,,,
alright,1k-b,811,197,4.899,0.9519,,,0,adv,alrighty,,
station,1k-b,627,198,4.898,1.0000,A1,,0,n,stationed|stationing|stations|substation|substations,,
gold,1k-b,694,199,4.897,0.9922,A2,,0,n|adj,golden,,
seat,1k-b,653,200,4.896,0.9976,A2,,0,n|v,seated|seater|seaters|seating|seats|unseat|unseated|unseating|unseats,,
liked,1k-b,796,201,4.896,,,,0,v,likes|liking|likeable|likeably|likable,,
summer,1k-b,696,202,4.895,0.9920,A1,,0,n,midsummer|summered|summering|summers|summery,,
mess,1k-b,979,203,4.892,1.0000,B1,,0,n|v,messed|messes|messier|messiest|messily|messiness|messing|messy,,
radio,1k-b,773,204,4.887,0.9948,A1,,0,n,radioed|radios|radioing,,
hungry,1k-b,977,205,4.886,1.0000,A1,,0,adj,hunger|hungered|hungering|hungers|hungrier|hungriest|hungrily,,
slow,1k-b,588,206,4.880,0.9926,A1,,0,adj|v,slowed|slower|slowest|slowing|slowly|slowness|slows,,
bus,1k-b,851,207,4.870,0.9919,A1,,0,n,buses|bussed|busses|bussing|busing,,
kick,1k-b,889,208,4.865,0.9976,B1,,0,v|n,kicked|kicker|kickers|kicking|kicks,,
joke,1k-b,940,209,4.863,1.0000,A2,,0,n|v,joked|joker|jokers|jokes|jokey|joking|jokingly,,
green,1k-b,581,210,4.860,0.9932,A1,,0,adj|n,greener|greenest|greening|greenish|greenness|greens|greeny,,
honest,1k-b,929,211,4.859,1.0000,B1,,0,adj,honestly|honesty,,
forward,1k-b,574,212,4.859,0.9974,A2,,0,adv|adj,forwarded|forwarder|forwarders|forwarding|forwards|forwardness,,
park,1k-b,597,213,4.858,0.9976,A1,,0,n|v,parked|parking|parks,,
crime,1k-b,795,214,4.852,0.9898,A2,,0,n,crimes,,
wall,1k-b,545,215,4.849,1.0000,A1,,0,n,walled|walling|walls,,
push,1k-b,713,216,4.848,1.0000,A2,,0,v|n,pushed|pusher|pushers|pushes|pushing|pushy,,
machine,1k-b,575,217,4.846,0.9975,A1,,0,n,machined|machinery|machines|machining|machinist|machinists,,
protect,1k-b,514,218,4.846,0.9948,A2,,0,v,protected|protecting|protection|protectionism|protectionist|protectionists|protections|protective|protectively|protectiveness|protector|protectors|protectorship|protectorships|protects|unprotected|overprotective,,
jump,1k-b,846,219,4.844,1.0000,A2,,0,v|n,jumped|jumper|jumpers|jumping|jumps|jumpy,,
nose,1k-b,930,220,4.843,0.9924,A1,,0,n,nosed|noseless|noses|nosing,,
hide,1k-b,820,221,4.843,0.9903,A2,,0,v,hid|hidden|hider|hiders|hides|hiding|unhidden,,
sun,1k-b,603,222,4.843,0.9903,A1,,0,n,sunless|sunlight|sunned|sunnier|sunniest|sunning|sunny|suns|sunshine,,
thousand,1k-b,599,223,4.840,0.9973,A1,,0,number,thousands|thousandth|thousandths,,
fear,1k-b,598,224,4.839,0.9977,A2,,0,n|v,feared|fearful|fearfulness|fearfully|fearing|fearless|fearlessly|fearlessness|fears|unfeared,,
tape,1k-b,707,225,4.837,0.9951,B1,,1,n,taped|tapes|taping,,
suit,1k-b,591,226,4.836,0.9950,A2,,0,n|v,suitability|suitable|suitably|suited|suiting|suits|unsuitability|unsuitable|unsuitably|unsuited,,
gas,1k-b,784,227,4.831,0.9920,A2,,0,n,gaseous|gases|gassed|gassing|gassy|gassiness,,
pop,1k-b,932,228,4.829,0.9925,A2,,0,n|adj|v,popped|popping|pops,,
bother,1k-b,948,229,4.828,0.9977,B1,,0,v,bothered|bothering|bothers|bothersome|bovver,,
especially,1k-b,562,230,4.827,0.9976,A2,,0,adv,especial,,
dirty,1k-b,962,231,4.822,0.9973,A1,,0,adj,dirt|dirtier|dirtiest|dirtiness,,
breakfast,1k-b,943,232,4.821,1.0000,A1,,0,n,breakfasted|breakfasting|breakfasts,,
cat,1k-b,897,233,4.821,1.0000,A1,,0,n,catlike|cats,,
space,1k-b,587,234,4.819,0.9950,A1,,0,n,spaced|spacer|spacers|spaces|spacing|spacious|spaciously|spaciousness|unspaced,,
prison,1k-b,635,235,4.819,0.9949,A2,,0,n,imprison|imprisoned|imprisoning|imprisonment|imprisonments|imprisons|prisoned|prisoner|prisoners|prisons,,
cry,1k-b,800,236,4.817,1.0000,A2,,0,v|n,cried|crier|criers|cries|crying,,
smoke,1k-b,771,237,4.815,0.9972,A2,,0,n|v,nonsmoking|nonsmoker|nonsmokers|smoked|smokeless|smoker|smokers|smokes|smokey|smokier|smokiest|smokiness|smoking|smoky,,
arm,1k-b,512,238,4.815,0.9931,A1,,0,n|v,armful|armfuls|arms,,
film,1k-b,613,239,4.814,0.9900,A1,,0,n|v,filmed|filming|films|filmy,,
tree,1k-b,617,240,4.812,0.9952,A1,,0,n,treeless|trees,,
knock,1k-b,893,241,4.810,1.0000,A2,,0,v|n,knocked|knocker|knockers|knocking|knocks,,
pardon,1k-b,989,242,4.810,0.9974,,,0,n,pardonable|pardoned|pardoning|pardons|unpardonable,,
board,1k-b,524,243,4.807,0.9976,A2,,0,n|v,boards,,
hat,1k-b,947,244,4.807,0.9976,A1,,0,n,hatful|hatfuls|hatless|hats|hatted|hatter|hatters,,
awful,1k-b,970,245,4.802,0.9921,A2,,0,adj,awfully|awfulness,,
roll,1k-b,725,246,4.801,1.0000,B1,,0,v|n,rolled|roller|rollers|rolling|rolls|unroll|unrolled|unrolling|unrolls,,
sad,1k-b,870,247,4.801,0.9921,A1,,0,adj,sadden|saddened|saddening|saddens|sadder|saddest|sadly|sadness|sadnesses,,
